Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
49,Travis Beckum (FA),13,18,116,8.9,29,0,2,0,0,0,0,15,36.6,2.4,0.00%
50,Craig Stevens (FA),11,23,122,11.1,28,0,2,0,0,0,0,15,35.2,2.3,0.00%
51,John Gilmore (FA),13,18,160,12.3,30,0,1,0,0,0,0,9,35,3.9,0.00%
52,Donald Lee (FA),11,12,73,6.6,17,0,3,0,0,0,1,10,34.3,3.4,0.00%
53,Daniel Graham (FA),18,37,148,8.2,28,0,0,0,0,0,0,14,32.8,2.3,0.00%
54,Ed Dickson (FA),11,23,152,13.8,58,0,1,0,0,0,0,15,32.2,2.1,0.00%
55,Jimmy Kleinsasser (FA),17,21,148,8.7,20,0,0,0,0,0,0,15,31.8,2.1,0.00%
56,Leonard Pope (FA),10,19,76,7.6,14,0,2,0,0,0,0,14,29.6,2.1,0.00%
57,Ben Patrick (FA),15,18,123,8.2,21,0,0,0,0,0,0,10,27.3,2.7,0.00%
58,Chris Baker (FA),9,19,116,12.9,44,0,1,0,0,0,0,13,26.6,2,0.00%
59,Justin Peelle (FA),10,15,96,9.6,15,0,1,0,0,0,0,9,25.6,2.8,0.00%
60,Alge Crumpler (FA),6,10,52,8.7,27,0,2,0,0,0,0,13,23.2,1.8,0.00%
61,Jonathan Stupar (FA),12,13,111,9.3,35,0,0,0,0,0,0,9,23.1,2.6,0.00%
62,Matt Spaeth (FA),9,18,80,8.9,13,0,1,0,0,0,0,14,23,1.6,0.00%
63,Clay Harbor (FA),9,15,72,8,24,0,1,0,0,0,0,9,22.2,2.5,0.00%
64,Maurice Stovall (FA),7,9,81,11.6,38,0,1,0,0,0,0,7,21.1,3,0.00%
65,Cameron Morrah (FA),9,18,117,13,36,0,0,0,0,0,0,15,20.7,1.4,0.00%
66,Brandon Myers (FA),12,16,80,6.7,16,0,0,0,0,0,0,15,20,1.3,0.00%
67,James Casey (FA),8,14,98,12.3,33,0,0,0,0,0,0,16,17.8,1.1,0.00%
68,David Martin (FA),7,8,43,6.1,15,0,1,0,0,0,0,8,17.3,2.2,0.00%
69,Robert Royal (FA),5,12,56,11.2,20,0,1,0,0,0,0,7,16.6,2.4,0.00%
70,Bear Pascoe (FA),9,13,72,8,12,0,0,0,0,0,0,15,16.2,1.1,0.00%
71,Brandon Manumaleuna (FA),5,7,43,8.6,16,0,1,0,0,0,0,9,15.3,1.7,0.00%
72,Adrian Arrington (FA),7,9,79,11.3,17,0,0,0,0,0,0,1,14.9,14.9,0.00%
73,Dan Gronkowski (FA),8,13,65,8.1,13,0,0,0,0,0,0,12,14.5,1.2,0.00%
74,Reggie Kelly (FA),10,13,42,4.2,9,0,0,0,0,0,0,10,14.2,1.4,0.00%
75,Michael Palmer (FA),5,8,29,5.8,11,0,1,0,0,0,0,14,13.9,1,0.00%
76,Will Heller (FA),4,5,37,9.3,13,0,1,0,0,0,0,16,13.7,0.9,0.00%
77,Kory Sperry (FA),4,4,73,18.3,35,0,0,0,0,0,0,7,11.3,1.6,0.00%
78,Kris Wilson (FA),6,9,73,12.2,37,0,0,0,0,0,1,11,11.3,1,0.00%
79,Stephen Spach (FA),7,17,40,5.7,14,0,0,0,0,0,0,11,11,1,0.00%
80,Gijon Robinson (FA),3,7,12,4,6,0,1,0,0,0,0,6,10.2,1.7,0.00%
81,Tom Crabtree (FA),4,7,61,15.3,33,0,0,0,0,0,0,16,10.1,0.6,0.00%
82,Logan Paulsen (FA),2,2,10,5,9,0,1,0,0,0,0,11,9,0.8,0.00%
83,Kellen Davis (FA),1,2,19,19,19,0,1,0,0,0,0,16,8.9,0.6,0.20%
84,Brody Eldridge (FA),5,9,39,7.8,10,0,0,0,0,0,0,14,8.9,0.6,0.00%
85,Ryan Purvis (FA),5,6,38,7.6,12,0,0,0,0,0,0,5,8.8,1.8,0.00%
86,David Johnson (FA),4,6,46,11.5,25,0,0,0,0,0,0,16,8.6,0.5,0.00%
87,Nate Byham (FA),5,7,27,5.4,9,0,0,0,0,0,0,14,7.7,0.6,0.00%
88,Jim Dray (FA),3,9,47,15.7,24,0,0,0,0,0,0,16,7.7,0.5,0.00%
89,Jerramy Stevens (FA),3,5,43,14.3,22,0,0,0,0,0,0,4,7.3,1.8,0.00%
90,Jeff Dugan (FA),4,5,30,7.5,10,0,0,2,2,0,0,8,7.2,0.9,0.00%
91,Mickey Shuler (FA),2,5,44,22,28,0,0,0,0,0,0,6,6.4,1.1,0.00%
92,Jake O'Connell (FA),3,4,31,10.3,18,0,0,0,0,0,0,8,6.1,0.8,0.00%
93,Chase Coffman (FA),3,5,30,10,14,0,0,0,0,0,0,6,6,1,0.00%
94,Zach Potter (FA),3,7,24,8,10,0,0,0,0,0,0,13,5.4,0.4,0.00%
95,Garrett Mills (FA),2,3,19,9.5,14,0,0,0,0,0,0,3,3.9,1.3,0.00%
96,Fendi Onobun (FA),2,4,15,7.5,8,0,0,0,0,0,0,3,3.5,1.2,0.00%
97,Shawn Nelson (FA),3,4,25,8.3,12,0,0,0,0,0,1,3,3.5,1.2,0.00%
98,Madison Hedgecock (FA),2,2,8,4,7,0,0,0,0,0,0,3,2.8,0.9,0.00%
99,Desmond Clark (FA),1,2,12,12,12,0,0,0,0,0,0,2,2.2,1.1,0.00%
100,Tory Humphrey (FA),1,2,12,12,12,0,0,0,0,0,0,2,2.2,1.1,0.00%
101,Richard Quinn (FA),1,2,9,9,9,0,0,0,0,0,0,14,1.9,0.1,0.00%
102,Scott Chandler (FA),1,3,8,8,8,0,0,0,0,0,0,13,1.8,0.1,0.00%
103,Ben Hartsock (FA),1,3,7,7,7,0,0,0,0,0,0,16,1.7,0.1,0.00%
104,Alex Smith (FA),1,1,6,6,6,0,0,0,0,0,0,3,1.6,0.5,0.00%
105,Jeff Cumberland (FA),1,2,3,3,3,0,0,0,0,0,0,1,1.3,1.3,0.00%
106,Ernest Wilford (FA),1,2,3,3,3,0,0,0,0,0,0,2,1.3,0.7,0.00%
107,Dennis Pitta (FA),1,5,1,1,1,0,0,0,0,0,0,11,1.1,0.1,0.00%
108,Anthony McCoy (FA),0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.00%
109,Garrett Graham (FA),0,0,0,0,0,0,0,0,0,0,0,6,0,0,0.00%
110,Mike Leach (FA),0,0,0,0,0,0,0,0,0,0,0,16,0,0,0.00%
111,Dorin Dickerson (FA),0,1,0,0,0,0,0,0,0,0,0,7,0,0,0.00%
112,Brian Jennings (FA),0,0,0,0,0,0,0,0,0,0,0,16,0,0,0.00%
113,Clark Harris (FA),0,0,0,0,0,0,0,0,0,0,0,16,0,0,0.00%
114,Colin Cloherty (FA),0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.00%
115,Daniel Coats (FA),0,2,0,0,0,0,0,0,0,0,0,5,0,0,0.00%
116,Darcy Johnson (FA),0,2,0,0,0,0,0,0,0,0,0,3,0,0,0.00%
117,Matthew Mulligan (FA),0,1,0,0,0,0,0,0,0,0,0,13,0,0,0.00%
118,Gary Barnidge (FA),0,9,0,0,0,0,0,0,0,0,0,16,0,0,0.10%
119,Martin Rucker (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00%
120,Jeron Mastrud (FA),0,1,0,0,0,0,0,0,0,0,0,8,0,0,0.00%
121,Jake Ballard (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00%
