"Rank","Player","ATT","YDS","Y/A","LG","20+","TD","REC","TGT","YDS","Y/R","TD","FL","G","FPTS","FPTS/G","ROST"
"16","Frank Gore (FA)","203","853","4.2","64","0","3","46","72","452","9.8","2","2","11","202.5","18.4","12.1%"
"17","BenJarvus Green-Ellis (FA)","229","1,008","4.4","33","0","13","12","16","85","7.1","0","0","16","199.3","12.5","0.0%"
"18","Cedric Benson (FA)","321","1,111","3.5","26","0","7","28","37","178","6.4","1","5","16","196.9","12.3","0.0%"
"19","Jahvid Best (FA)","171","555","3.2","45","0","4","58","80","487","8.4","2","1","16","196.2","12.3","0.0%"
"20","Knowshon Moreno (FA)","182","779","4.3","35","0","5","37","48","372","10.1","3","2","13","196.1","15.1","0.0%"
"21","Fred Jackson (FA)","222","927","4.2","39","0","5","31","54","215","6.9","2","2","16","183.2","11.5","0.0%"
"22","Felix Jones (FA)","185","800","4.3","34","0","1","48","52","450","9.4","1","1","16","183.0","11.4","0.0%"
"23","Mike Tolbert (FA)","182","735","4.0","36","0","11","25","29","216","8.6","0","3","15","182.1","12.1","0.0%"
"24","Brandon Jackson (FA)","190","703","3.7","71","0","3","43","50","342","8.0","1","0","16","171.5","10.7","0.0%"
"25","Danny Woodhead (FA)","97","547","5.6","36","0","5","34","44","379","11.1","1","1","15","160.6","10.7","20.6%"
"26","Ronnie Brown (FA)","200","734","3.7","51","0","5","33","42","242","7.3","0","2","16","156.6","9.8","0.0%"
"27","Michael Bush (FA)","158","655","4.1","30","0","8","18","24","194","10.8","0","0","14","150.9","10.8","0.0%"
"28","Thomas Jones (FA)","245","896","3.7","70","0","6","14","20","122","8.7","0","1","16","149.8","9.4","0.0%"
"29","Brandon Jacobs (FA)","147","823","5.6","73","0","9","7","13","59","8.4","0","2","16","145.2","9.1","0.0%"
"30","Darren Sproles (FA)","50","267","5.3","34","0","0","59","75","520","8.8","2","3","16","143.7","9.0","0.1%"
"31","Cadillac Williams (FA)","125","437","3.5","45","0","2","46","64","355","7.7","1","1","16","141.2","8.8","0.0%"
"32","Ryan Mathews (FA)","158","678","4.3","31","0","7","22","26","145","6.6","0","3","12","140.3","11.7","0.0%"
"33","Ryan Torain (FA)","164","742","4.5","54","0","4","18","27","125","6.9","2","1","10","138.7","13.9","0.0%"
"34","Marshawn Lynch (FA)","202","737","3.6","39","0","6","22","26","145","6.6","0","4","16","138.2","8.6","0.3%"
"35","LeGarrette Blount (FA)","201","1,007","5.0","53","0","6","5","7","14","2.8","0","3","13","137.1","10.5","0.1%"
"36","Jason Snelling (FA)","87","324","3.7","30","0","2","44","51","303","6.9","3","0","14","136.7","9.8","0.0%"
"37","Tim Hightower (FA)","153","736","4.8","80","0","5","21","42","136","6.5","0","4","16","130.2","8.1","0.0%"
"38","Mike Goodson (FA)","103","452","4.4","45","0","3","40","57","310","7.8","0","3","16","128.2","8.0","0.0%"
"39","Keiland Williams (FA)","65","261","4.0","32","0","3","39","58","309","7.9","2","1","15","124.0","8.3","0.0%"
"40","Justin Forsett (FA)","118","523","4.4","32","0","2","33","51","252","7.6","0","0","16","122.5","7.7","0.0%"
"41","Rashad Jennings (FA)","84","459","5.5","74","0","4","26","34","223","8.6","0","0","13","118.2","9.1","0.0%"
"42","Ricky Williams (FA)","159","673","4.2","45","0","2","19","30","141","7.4","1","2","16","114.4","7.2","0.0%"
"43","Shonn Greene (FA)","185","766","4.1","23","0","2","16","24","120","7.5","0","2","15","112.6","7.5","0.0%"
"44","Maurice Morris (FA)","90","336","3.7","26","0","5","25","31","170","6.8","0","0","13","105.6","8.1","0.0%"
"45","Jonathan Stewart (FA)","178","770","4.3","48","0","2","8","14","103","12.9","1","4","14","105.3","7.5","0.0%"
"46","Joseph Addai (FA)","116","495","4.3","46","0","4","19","26","124","6.5","0","1","8","102.9","12.9","0.0%"
"47","Donald Brown (FA)","129","497","3.9","49","0","2","20","28","205","10.3","0","0","13","102.2","7.9","0.0%"
"48","Chris Ivory (FA)","137","716","5.2","55","0","5","1","1","17","17.0","0","2","12","100.3","8.4","0.0%"
"49","Brian Westbrook (FA)","77","340","4.4","30","0","4","16","24","150","9.4","1","0","13","95.0","7.3","0.0%"
"50","Marcel Reece (FA)","30","122","4.1","31","0","1","25","43","333","13.3","3","1","16","92.5","5.8","0.0%"
"51","Willis McGahee (FA)","100","380","3.8","30","0","5","14","17","55","3.9","1","2","15","89.5","6.0","0.0%"
"52","John Kuhn (FA)","84","281","3.3","18","0","4","15","18","97","6.5","2","0","16","88.8","5.6","0.0%"
"53","Correll Buckhalter (FA)","59","147","2.5","13","0","2","28","39","240","8.6","2","1","14","88.7","6.3","0.0%"
"54","Pierre Thomas (FA)","83","269","3.2","16","0","2","29","29","201","6.9","0","0","6","88.0","14.7","0.0%"
"55","Chester Taylor (FA)","112","267","2.4","24","0","3","20","26","139","7.0","0","0","16","78.6","4.9","0.0%"
"56","Marion Barber (FA)","113","374","3.3","25","0","4","11","15","49","4.5","0","0","13","77.3","5.9","0.0%"
"57","Reggie Bush (FA)","36","150","4.2","23","0","0","34","42","208","6.1","1","1","8","73.8","9.2","0.0%"
"58","Toby Gerhart (FA)","81","322","4.0","21","0","1","21","29","167","8.0","0","3","15","69.9","4.7","0.0%"
"59","Derrick Ward (FA)","50","315","6.3","38","0","4","7","11","61","8.7","0","0","14","68.6","4.9","0.0%"
"60","Tashard Choice (FA)","66","243","3.7","26","0","3","17","22","109","6.4","0","1","16","68.2","4.3","0.0%"
"61","C.J. Spiller (FA)","74","283","3.8","20","0","0","24","30","157","6.5","1","3","14","68.0","4.9","0.1%"
"62","Legedu Naanee (FA)","3","-2","-0.7","5","0","0","23","46","371","16.1","1","1","9","65.9","7.3","0.0%"
"63","Beanie Wells (FA)","116","397","3.4","24","0","2","5","8","74","14.8","0","0","13","64.1","4.9","0.0%"
"64","Ladell Betts (FA)","45","150","3.3","12","0","2","23","31","141","6.1","0","1","7","62.1","8.9","0.0%"
"65","Javarris James (FA)","46","112","2.4","11","0","6","9","11","63","7.0","0","1","10","60.5","6.1","0.0%"
"66","Mewelde Moore (FA)","33","99","3.0","18","0","0","26","31","205","7.9","0","0","14","60.4","4.3","0.0%"
"67","Jerome Harrison (FA)","71","330","4.6","50","0","1","12","13","85","7.1","0","1","12","57.5","4.8","0.0%"
"68","DeAngelo Williams (FA)","87","361","4.1","39","0","1","11","13","61","5.5","0","1","6","57.2","9.5","0.1%"
"69","Earnest Graham (FA)","20","99","5.0","61","0","1","16","19","130","8.1","1","1","11","53.0","4.8","0.0%"
"70","Dexter McCluster (FA)","18","71","3.9","20","0","0","21","39","209","10.0","1","1","11","53.0","4.8","0.0%"
"71","Isaac Redman (FA)","52","247","4.8","23","0","0","9","10","72","8.0","2","0","16","52.9","3.3","0.0%"
"72","Bernard Scott (FA)","61","299","4.9","18","0","1","11","13","60","5.5","0","1","16","50.9","3.2","0.0%"
"73","Jacob Hester (FA)","26","60","2.3","6","0","0","22","26","145","6.6","1","0","15","48.5","3.2","0.0%"
"74","Javon Ringer (FA)","51","239","4.7","54","0","2","7","8","44","6.3","0","0","16","47.3","3.0","0.0%"
"75","Brian Leonard (FA)","9","61","6.8","42","0","0","20","26","137","6.9","1","0","11","45.8","4.2","0.0%"
"76","Clinton Portis (FA)","54","227","4.2","27","0","2","5","9","55","11.0","0","0","5","45.2","9.0","0.0%"
"77","Kenneth Darby (FA)","34","107","3.1","13","0","2","10","13","61","6.1","1","0","13","44.8","3.4","0.0%"
"78","LaRod Stephens-Howling (FA)","23","113","4.9","30","0","1","16","23","111","6.9","0","0","13","44.4","3.4","0.0%"
"79","Le'Ron McClain (FA)","28","85","3.0","16","0","0","21","26","134","6.4","0","0","15","42.9","2.9","0.0%"
"80","Anthony Dixon (FA)","70","237","3.4","34","0","2","5","5","11","2.2","0","0","16","41.8","2.6","0.0%"
"81","Owen Schmitt (FA)","0","0","0","0","0","0","19","24","136","7.2","1","0","15","38.6","2.6","0.0%"
"82","Kevin Smith (FA)","34","133","3.9","15","0","0","11","16","123","11.2","0","0","6","36.6","6.1","0.0%"
"83","Ovie Mughelli (FA)","13","36","2.8","6","0","0","13","18","126","9.7","1","0","14","35.2","2.5","0.0%"
"84","Mike Hart (FA)","43","185","4.3","35","0","1","6","6","25","4.2","0","0","6","33.0","5.5","0.0%"
"85","Leon Washington (FA)","27","100","3.7","21","0","1","9","13","79","8.8","0","1","16","30.9","1.9","0.0%"
"86","Lousaka Polite (FA)","26","62","2.4","4","0","1","12","17","61","5.1","0","0","13","30.3","2.3","0.0%"
"87","Patrick Cobbs (FA)","4","0","0.0","4","0","0","8","19","91","11.4","2","0","13","29.1","2.2","0.0%"
"88","Tyrell Sutton (FA)","13","71","5.5","32","0","0","12","12","70","5.8","0","0","8","26.1","3.3","0.0%"
"89","Ahmard Hall (FA)","1","1","1.0","1","0","0","15","20","100","6.7","0","0","13","25.1","1.9","0.0%"
"90","Joe McKnight (FA)","39","189","4.8","18","0","0","3","4","20","6.7","0","0","9","23.9","2.7","0.0%"
"91","Mike Bell (FA)","47","99","2.1","11","0","0","7","10","67","9.6","0","0","13","23.6","1.8","0.0%"
"92","D.J. Ware (FA)","20","73","3.7","14","0","0","7","9","67","9.6","0","0","9","21.0","2.3","0.0%"
"93","Michael Robinson (FA)","12","77","6.4","17","0","0","8","13","37","4.6","0","0","11","20.5","1.9","0.0%"
"94","Lance Ball (FA)","41","158","3.9","19","0","0","3","6","16","5.3","0","0","10","20.4","2.0","0.0%"
"95","Deji Karim (FA)","35","160","4.6","15","0","0","3","7","10","3.3","0","0","11","20.0","1.8","0.0%"
"96","Jerome Felton (FA)","22","76","3.5","9","0","0","8","15","54","6.8","0","1","16","19.0","1.2","0.0%"
"97","Aaron Brown (FA)","17","58","3.4","9","0","0","8","13","45","5.6","0","0","3","18.3","6.1","0.0%"
"98","Sammy Morris (FA)","20","56","2.8","9","0","0","7","12","77","11.0","0","1","16","18.3","1.1","0.0%"
"99","Chris Gronkowski (FA)","5","17","3.4","8","0","0","7","14","35","5.0","1","0","14","18.2","1.3","0.0%"
"100","Fred Taylor (FA)","43","155","3.6","24","0","0","2","3","6","3.0","0","0","7","18.1","2.6","0.0%"
"101","Spencer Larsen (FA)","3","18","6.0","14","0","0","5","5","51","10.2","1","0","11","17.9","1.6","0.0%"
"102","Heath Evans (FA)","2","2","1.0","2","0","0","7","11","41","5.9","1","0","16","17.3","1.1","0.0%"
"103","Vonta Leach (FA)","0","0","0","0","0","0","8","15","91","11.4","0","0","16","17.1","1.1","0.0%"
"104","Kevin Faulk (FA)","8","45","5.6","11","0","0","6","10","62","10.3","0","0","2","16.7","8.4","0.0%"
"105","Dominic Rhodes (FA)","37","172","4.6","15","0","0","1","4","4","4.0","0","1","3","16.6","5.5","0.0%"
"106","Laurence Maroney (FA)","36","74","2.1","13","0","0","4","7","50","12.5","0","0","4","16.4","4.1","0.0%"
"107","Greg Jones (FA)","2","4","2.0","3","0","0","11","11","47","4.3","0","0","16","16.1","1.0","0.0%"
"108","Naufahu Tahi (FA)","1","1","1.0","1","0","0","6","6","39","6.5","1","0","8","16.0","2.0","0.0%"
"109","Dimitri Nance (FA)","36","95","2.6","11","0","0","3","4","30","10.0","0","0","9","15.5","1.7","0.0%"
"110","Tim Castille (FA)","5","3","0.6","3","0","0","10","12","43","4.3","0","0","8","14.6","1.8","0.0%"
"111","James Davis (FA)","19","60","3.2","14","0","0","4","5","45","11.3","0","0","4","14.5","3.6","0.0%"
"112","James Starks (FA)","29","101","3.5","16","0","0","2","4","15","7.5","0","0","3","13.6","4.5","0.0%"
"113","Steve Slaton (FA)","19","93","4.9","23","0","0","3","4","11","3.7","0","0","12","13.4","1.1","0.0%"
"114","John Conner (FA)","8","44","5.5","16","0","1","2","4","9","4.5","0","0","16","13.3","0.8","0.0%"
"115","Jason Wright (FA)","6","28","4.7","10","0","0","8","16","42","5.3","0","1","12","13.0","1.1","0.0%"
"116","Jackie Battle (FA)","20","50","2.5","7","0","1","1","3","9","9.0","0","0","16","12.9","0.8","0.0%"
"117","Corey McIntyre (FA)","4","5","1.3","2","0","1","4","8","32","8.0","0","1","13","11.7","0.9","0.0%"
"118","Tony Fiammetta (FA)","7","22","3.1","11","0","0","5","10","34","6.8","0","0","14","10.6","0.8","0.0%"
"119","Keith Toston (FA)","19","54","2.8","10","0","0","2","2","29","14.5","0","0","9","10.3","1.1","0.0%"
"120","Tony Richardson (FA)","5","13","2.6","4","0","0","5","5","31","6.2","0","0","6","9.4","1.6","0.0%"
"121","Darrel Young (FA)","4","19","4.8","16","0","0","1","1","3","3.0","1","0","16","9.2","0.6","0.0%"
"122","Mike Karney (FA)","6","12","2.0","4","0","0","5","5","14","2.8","0","0","7","7.6","1.1","0.0%"
"123","Stefan Logan (FA)","15","95","6.3","21","0","0","0","1","0","0","0","1","16","7.5","0.5","0.0%"
"124","Gartrell Johnson (FA)","10","36","3.6","23","0","0","3","5","6","2.0","0","0","7","7.2","1.0","0.0%"
"125","Josh Vaughan (FA)","3","7","2.3","6","0","1","0","0","0","0","0","0","3","6.7","2.2","0.0%"
"126","Eldra Buckley (FA)","21","67","3.2","13","0","0","1","2","10","10.0","0","1","10","6.7","0.7","0.0%"
"127","Mike Cox (FA)","0","0","0","0","0","0","4","4","27","6.8","0","0","7","6.7","1.0","0.0%"
"128","Lawrence Vickers (FA)","5","11","2.2","3","0","0","4","9","15","3.8","0","0","16","6.6","0.4","0.0%"
"129","Lorenzo Booker (FA)","0","0","0","0","0","0","5","6","32","6.4","0","1","4","6.2","1.6","0.0%"
"130","Moran Norris (FA)","3","0","0.0","1","0","0","4","9","20","5.0","0","0","8","6.0","0.8","0.0%"
"131","Albert Young (FA)","13","29","2.2","6","0","0","2","2","11","5.5","0","0","2","6.0","3.0","0.0%"
"132","Quinn Johnson (FA)","0","0","0","0","0","0","3","4","26","8.7","0","0","11","5.6","0.5","0.0%"
"133","Quinton Ganther (FA)","9","18","2.0","11","0","0","2","3","9","4.5","0","0","7","4.7","0.7","0.0%"
"134","Ryan Grant (FA)","8","45","5.6","18","0","0","0","0","0","0","0","0","1","4.5","4.5","0.0%"
"135","Rock Cartwright (FA)","9","22","2.4","10","0","0","1","3","10","10.0","0","0","15","4.2","0.3","0.0%"
"136","Michael Bennett (FA)","2","11","5.5","6","0","0","2","2","9","4.5","0","0","6","4.0","0.7","0.0%"
"137","Reagan Maui'a (FA)","0","0","0","0","0","0","2","6","20","10.0","0","0","9","4.0","0.4","0.0%"
"138","Kareem Huggins (FA)","4","11","2.8","7","0","0","1","2","7","7.0","0","0","2","2.8","1.4","0.0%"
"139","Jonathan Dwyer (FA)","9","28","3.1","7","0","0","0","0","0","0","0","0","1","2.8","2.8","0.0%"
"140","Jerious Norwood (FA)","2","8","4.0","6","0","0","1","3","9","9.0","0","0","2","2.7","1.4","0.0%"
"141","Brock Bolen (FA)","0","0","0","0","0","0","1","3","15","15.0","0","0","1","2.5","2.5","0.0%"
"142","Kregg Lumpkin (FA)","1","0","0.0","0","0","0","1","1","12","12.0","0","0","4","2.2","0.6","0.0%"
"143","Cedric Peerman (FA)","2","1","0.5","1","0","0","1","3","11","11.0","0","0","7","2.2","0.3","0.0%"
"144","Erik Lorig (FA)","0","0","0","0","0","0","1","2","10","10.0","0","0","9","2.0","0.2","0.0%"
"145","Korey Hall (FA)","0","0","0","0","0","0","1","1","9","9.0","0","0","12","1.9","0.2","0.0%"
"146","Thomas Clayton (FA)","7","17","2.4","5","0","0","0","0","0","0","0","0","2","1.7","0.9","0.0%"
"147","Chris Pressley (FA)","1","0","0.0","0","0","0","1","1","6","6.0","0","0","7","1.6","0.2","0.0%"
"148","Lex Hilliard (FA)","0","0","0","0","0","0","1","2","3","3.0","0","0","16","1.3","0.1","0.0%"
"149","Curtis Brinkley (FA)","2","11","5.5","9","0","0","0","0","0","0","0","0","3","1.1","0.4","0.0%"
"150","Garrett Wolfe (FA)","4","8","2.0","7","0","0","0","0","0","0","0","0","10","0.8","0.1","0.0%"
"151","Larry Johnson (FA)","5","2","0.4","7","0","0","0","0","0","0","0","0","2","0.2","0.1","0.0%"
"152","Jehuu Caulcrick (FA)","1","2","2.0","2","0","0","0","0","0","0","0","0","2","0.2","0.1","0.0%"
"153","Joique Bell (FA)","0","0","0","0","0","0","0","0","0","0","0","0","8","0.0","0.0","0.2%"
"154","Montell Owens (FA)","0","0","0","0","0","0","0","0","0","0","0","0","16","0.0","0.0","0.0%"
"155","Jerome Johnson (FA)","0","0","0","0","0","0","0","1","0","0","0","0","1","0.0","0.0","0.0%"
"156","Clifton Smith (FA)","0","0","0","0","0","0","0","0","0","0","0","0","4","0.0","0.0","0.0%"
"157","Chris Henry (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"158","Darius Reynaud (FA)","0","0","0","0","0","0","0","0","0","0","0","0","9","0.0","0.0","0.0%"
"159","Brit Miller (FA)","0","0","0","0","0","0","0","0","0","0","0","0","8","0.0","0.0","0.0%"
"160","Leonard Weaver (FA)","1","0","0.0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"161","DeShawn Wynn (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"162","Jalen Parmele (FA)","0","0","0","0","0","0","0","0","0","0","0","0","16","0.0","0.0","0.0%"
"163","Chris Massey (FA)","0","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"164","Alfonso Smith (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"165","Andre Brown (FA)","2","-1","-0.5","0","0","0","0","0","0","0","0","0","4","-0.1","0.0","0.0%"
"166","Antone Smith (FA)","1","-3","-3.0","0","0","0","0","1","0","0","0","0","9","-0.3","0.0","0.0%"
"167","Devin Moore (FA)","2","-2","-1.0","1","0","0","0","0","0","0","0","1","4","-2.2","-0.6","0.0%"
""
""
