"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"80","Kellen Winslow (FA)","5","11","50","10.0","21","0","0","0","0","0","0","2","10.0","5.0","0.0%"
"81","Mark Bruener (FA)","4","10","52","13.0","27","0","0","0","0","0","0","11","9.2","0.8","0.0%"
"82","Steve Bush (FA)","2","3","10","5.0","6","0","1","0","0","0","0","2","9.0","4.5","0.0%"
"83","Ben Steele (FA)","4","11","42","10.5","27","0","0","0","0","0","0","10","8.2","0.8","0.0%"
"84","Rickey Dudley (FA)","3","4","48","16.0","24","0","0","0","0","0","0","3","7.8","2.6","0.0%"
"85","Stephen Trejo (FA)","4","4","37","9.3","18","0","0","0","0","0","0","8","7.7","1.0","0.0%"
"86","Dwayne Blakley (FA)","4","8","35","8.8","13","0","0","0","0","0","0","6","7.5","1.3","0.0%"
"87","Michael Gaines (FA)","4","12","34","8.5","14","0","0","0","0","0","0","7","7.4","1.1","0.0%"
"88","Lamont Hall (FA)","1","1","4","4.0","4","0","1","0","0","0","0","4","7.4","1.9","0.0%"
"89","Ben Hartsock (FA)","4","8","33","8.3","17","0","0","0","0","0","0","6","7.3","1.2","0.0%"
"90","Brian Kozlowski (FA)","3","6","29","9.7","13","0","0","0","0","0","0","6","5.9","1.0","0.0%"
"91","Rod Trafford (FA)","3","4","25","8.3","10","0","0","0","0","0","0","4","5.5","1.4","0.0%"
"92","Lorenzo Diamond (FA)","3","5","19","6.3","8","0","0","0","0","0","0","4","4.9","1.2","0.0%"
"93","Dave Moore (FA)","3","4","17","5.7","10","0","0","0","0","0","0","4","4.7","1.2","0.0%"
"94","Jimmy Kleinsasser (FA)","2","3","24","12.0","18","0","0","0","0","0","0","1","4.4","4.4","0.0%"
"95","Randal Williams (FA)","1","3","14","14.0","14","0","0","1","13","0","0","2","3.7","1.9","0.0%"
"96","Dan Campbell (FA)","2","2","16","8.0","9","0","0","0","0","0","0","2","3.6","1.8","0.0%"
"97","Benjamin Watson (FA)","2","4","16","8.0","14","0","0","0","0","0","0","1","3.6","3.6","2.8%"
"98","Matt Cushing (FA)","1","1","17","17.0","17","0","0","0","0","0","0","7","2.7","0.4","0.0%"
"99","Nate Lawrie (FA)","1","1","15","15.0","15","0","0","0","0","0","0","1","2.5","2.5","0.0%"
"100","Mike Sellers (FA)","1","2","14","14.0","14","0","0","0","0","0","0","15","2.4","0.2","0.0%"
"101","John Gilmore (FA)","1","1","11","11.0","11","0","0","0","0","0","0","9","2.1","0.2","0.0%"
"102","Kevin Ware (FA)","1","1","9","9.0","9","0","0","0","0","0","0","3","1.9","0.6","0.0%"
"103","Billy Baber (FA)","1","1","7","7.0","7","0","0","0","0","0","0","1","1.7","1.7","0.0%"
"104","Keith Heinrich (FA)","1","1","1","1.0","1","0","0","0","0","0","0","1","1.1","1.1","0.0%"
"105","Roland Williams (FA)","0","1","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"106","Matt Murphy (FA)","0","1","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"107","Casey Cramer (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"108","Brett Pierce (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"109","Kendall Gammon (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"110","Ed Perry (FA)","0","0","0","0","0","0","0","0","0","0","0","5","0.0","0.0","0.0%"
"111","Jeff Dugan (FA)","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"112","Kris Wilson (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"113","John Owens (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"114","Brad St. Louis (FA)","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"115","Brian Jennings (FA)","0","1","0","0","0","0","0","0","0","0","0","13","0.0","0.0","0.0%"
"116","Mike Leach (FA)","0","0","0","0","0","0","0","0","0","0","0","10","0.0","0.0","0.0%"
"117","Sean Ryan (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
""
""
