"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Muhsin Muhammad (FA)","93","152","1,405","15.1","51","0","16","3","15","0","1","16","329.0","20.6","0.0%"
"2","Joe Horn (FA)","94","153","1,399","14.9","57","0","11","0","0","0","0","16","301.9","18.9","0.0%"
"3","Javon Walker (FA)","89","142","1,382","15.5","79","0","12","0","0","0","2","16","295.2","18.5","0.0%"
"4","Torry Holt (FA)","94","136","1,372","14.6","75","0","10","0","0","0","1","16","289.2","18.1","0.0%"
"5","Chad Johnson (FA)","95","170","1,274","13.4","53","0","9","4","39","0","0","16","280.3","17.5","0.0%"
"6","Terrell Owens (FA)","77","127","1,200","15.6","59","0","14","3","-5","0","1","14","278.5","19.9","0.0%"
"7","Drew Bennett (FA)","80","132","1,247","15.6","48","0","11","1","12","0","0","16","276.9","17.3","0.0%"
"8","Reggie Wayne (FA)","77","105","1,210","15.7","71","0","12","1","-4","0","0","16","269.6","16.9","0.0%"
"9","Donald Driver (FA)","84","130","1,208","14.4","50","0","9","3","4","0","2","16","257.2","16.1","0.0%"
"10","Derrick Mason (FA)","96","146","1,168","12.2","37","0","7","1","-3","0","0","16","254.5","15.9","0.0%"
"11","Darrell Jackson (FA)","87","156","1,199","13.8","56","0","7","0","0","0","1","16","248.9","15.6","0.0%"
"12","Isaac Bruce (FA)","89","148","1,292","14.5","56","0","6","0","0","0","4","16","246.2","15.4","0.0%"
"13","Michael Clayton (FA)","80","122","1,193","14.9","75","0","7","5","30","0","0","16","244.3","15.3","0.0%"
"14","Rod Smith (FA)","79","136","1,144","14.5","85","0","7","5","33","0","0","16","238.7","14.9","0.0%"
"15","Brandon Stokley (FA)","68","97","1,077","15.8","69","0","10","0","0","0","1","16","233.7","14.6","0.0%"
"16","Nate Burleson (FA)","68","102","1,006","14.8","68","0","9","6","49","0","0","16","229.5","14.3","0.0%"
"17","Andre Johnson (FA)","79","138","1,142","14.5","54","0","6","4","12","0","1","16","228.4","14.3","0.0%"
"18","Jimmy Smith (FA)","74","137","1,172","15.8","65","0","6","0","0","0","1","16","225.2","14.1","0.0%"
"19","Eric Moulds (FA)","88","152","1,043","11.9","49","0","5","5","19","0","1","16","222.2","13.9","0.0%"
"20","Eddie Kennison (FA)","62","106","1,086","17.5","70","0","8","2","15","0","1","14","220.1","15.7","0.0%"
"21","Hines Ward (FA)","80","108","1,004","12.6","58","0","4","7","25","1","0","16","212.9","13.3","0.0%"
"22","Chris Chambers (FA)","69","138","898","13.0","76","0","7","9","76","0","1","15","208.4","13.9","0.0%"
"23","Ashley Lelie (FA)","54","101","1,084","20.1","58","0","7","3","5","0","0","16","204.9","12.8","0.0%"
"24","Keyshawn Johnson (FA)","70","124","981","14.0","39","0","6","2","13","0","1","16","201.4","12.6","0.0%"
"25","Randy Moss (FA)","49","86","767","15.7","82","0","13","0","0","0","1","12","201.2","16.8","0.0%"
"26","T.J. Houshmandzadeh (FA)","73","109","978","13.4","62","0","4","6","51","0","0","16","199.9","12.5","0.0%"
"27","Lee Evans (FA)","48","75","843","17.6","69","0","9","5","85","0","1","16","192.8","12.1","0.0%"
"28","Laveranues Coles (FA)","90","168","950","10.6","45","0","1","3","-3","0","1","16","188.7","11.8","0.0%"
"29","Larry Fitzgerald (FA)","58","115","780","13.4","48","0","8","8","14","0","0","16","185.4","11.6","0.2%"
"30","Roy Williams (FA)","54","118","817","15.1","46","0","8","1","1","0","1","14","181.8","13.0","0.0%"
"31","Donte' Stallworth (FA)","58","106","767","13.2","45","0","5","6","37","0","0","16","168.4","10.5","0.0%"
"32","David Patten (FA)","44","95","800","18.2","48","0","7","1","5","0","0","16","166.5","10.4","0.0%"
"33","David Givens (FA)","56","106","874","15.6","50","0","3","0","0","0","0","15","161.4","10.8","0.0%"
"34","Antonio Bryant (FA)","58","99","812","14.0","55","0","4","0","0","0","1","15","161.2","10.7","0.0%"
"35","Marcus Robinson (FA)","47","79","657","14.0","50","0","8","0","0","0","0","16","160.7","10.0","0.0%"
"36","Santana Moss (FA)","45","78","838","18.6","69","0","5","6","18","0","0","15","160.6","10.7","0.0%"
"37","Justin McCareins (FA)","56","90","770","13.8","43","0","4","2","-5","0","0","16","156.5","9.8","0.0%"
"38","Johnnie Morton (FA)","55","79","795","14.5","52","0","3","7","43","0","1","13","154.8","11.9","0.0%"
"39","Keary Colbert (FA)","47","92","754","16.0","63","0","5","0","0","0","1","15","152.4","10.2","0.0%"
"40","Dennis Northcutt (FA)","55","94","806","14.7","58","0","2","8","19","0","1","16","147.5","9.2","0.0%"
"41","Rod Gardner (FA)","51","106","650","12.7","51","0","5","3","7","0","0","16","146.7","9.2","0.0%"
"42","Eric Parker (FA)","47","71","690","14.7","79","0","4","4","53","0","2","15","141.3","9.4","0.0%"
"43","Brandon Lloyd (FA)","43","89","565","13.1","52","0","6","0","0","0","0","13","137.5","10.6","0.0%"
"44","Plaxico Burress (FA)","35","60","698","19.9","48","0","5","0","0","0","0","11","134.8","12.3","0.0%"
"45","Cedrick Wilson (FA)","47","85","641","13.6","39","0","3","1","6","0","0","15","129.7","8.6","0.0%"
"46","Peerless Price (FA)","45","106","575","12.8","50","0","3","3","34","0","0","16","124.9","7.8","0.0%"
"47","Antwaan Randle El (FA)","43","63","601","14.0","39","0","3","8","34","0","2","16","124.9","7.8","0.0%"
"48","Amani Toomer (FA)","51","106","747","14.6","48","0","0","0","0","0","1","15","123.7","8.2","0.0%"
"49","Anquan Boldin (FA)","56","104","623","11.1","31","0","1","1","3","0","1","10","122.6","12.3","0.1%"
"50","Marty Booker (FA)","50","105","638","12.8","45","0","1","1","-8","0","0","15","120.9","8.1","0.0%"
"51","Jabar Gaffney (FA)","41","68","632","15.4","69","0","2","4","30","0","1","15","117.2","7.8","0.0%"
"52","David Terrell (FA)","42","90","699","16.6","63","0","1","3","10","0","1","16","116.9","7.3","0.0%"
"53","Todd Pinkston (FA)","36","63","676","18.8","80","0","1","0","0","0","0","14","109.6","7.8","0.0%"
"54","Bryant Johnson (FA)","49","102","537","11.0","40","0","1","2","-6","0","0","16","108.1","6.8","0.0%"
"55","Joey Galloway (FA)","33","53","416","12.6","36","0","5","2","19","0","0","10","106.5","10.7","0.0%"
"56","Troy Edwards (FA)","50","80","533","10.7","36","0","1","2","2","0","2","16","105.5","6.6","0.0%"
"57","Deion Branch (FA)","35","51","454","13.0","26","0","4","0","0","0","1","9","102.4","11.4","0.0%"
"58","Az-Zahir Hakim (FA)","31","57","533","17.2","39","0","3","1","0","0","0","10","102.3","10.2","0.0%"
"59","Shaun McDonald (FA)","37","68","494","13.4","52","0","3","4","0","0","2","16","100.4","6.3","0.0%"
"60","Curtis Conway (FA)","38","75","403","10.6","37","0","3","0","0","0","0","15","98.3","6.6","0.0%"
"61","Doug Gabriel (FA)","33","79","551","16.7","58","0","2","2","7","0","2","16","96.8","6.1","0.0%"
"62","Jerome Pathon (FA)","34","67","581","17.1","38","0","1","0","0","0","1","15","96.1","6.4","0.0%"
"63","Bobby Engram (FA)","36","53","499","13.9","60","0","2","0","0","0","1","13","95.9","7.4","0.0%"
"64","Ike Hilliard (FA)","49","81","437","8.9","43","0","0","3","34","0","1","16","94.1","5.9","0.0%"
"65","Koren Robinson (FA)","31","67","495","16.0","33","0","2","1","3","0","0","10","92.8","9.3","0.0%"
"66","Jerry Rice (FA)","30","64","429","14.3","56","0","3","0","0","0","0","15","90.9","6.1","0.0%"
"67","Quincy Morgan (FA)","31","68","404","13.0","53","0","3","2","23","0","1","15","89.7","6.0","0.0%"
"68","Kevin Curtis (FA)","32","50","421","13.2","41","0","2","3","24","0","1","14","88.5","6.3","0.0%"
"69","Kelley Washington (FA)","31","49","378","12.2","28","0","3","1","-1","0","0","14","86.7","6.2","0.0%"
"70","Corey Bradford (FA)","27","54","399","14.8","47","0","3","0","0","0","0","14","84.9","6.1","0.0%"
"71","Ricky Proehl (FA)","34","64","497","14.6","34","0","0","1","9","0","0","16","84.6","5.3","0.0%"
"72","Derrius Thompson (FA)","23","48","359","15.6","36","0","4","0","0","0","0","15","82.9","5.5","0.0%"
"73","Dez White (FA)","30","56","370","12.3","54","0","2","3","14","0","0","16","80.4","5.0","0.0%"
"74","Clarence Moore (FA)","24","58","293","12.2","52","0","4","0","0","0","0","14","79.3","5.7","0.0%"
"75","Darius Watts (FA)","31","53","385","12.4","28","0","1","5","33","0","0","16","78.8","4.9","0.0%"
"76","Wayne Chrebet (FA)","31","54","397","12.8","35","0","1","0","0","0","0","14","76.7","5.5","0.0%"
"77","Keenan McCardell (FA)","31","58","393","12.7","31","0","1","1","3","0","0","7","76.6","10.9","0.0%"
"78","Derick Armstrong (FA)","29","39","415","14.3","44","0","1","0","0","0","0","13","76.5","5.9","0.0%"
"79","Kevin Johnson (FA)","35","61","373","10.7","35","0","1","1","0","0","1","16","76.3","4.8","0.0%"
"80","Terry Glenn (FA)","24","37","400","16.7","48","0","2","1","-3","0","0","6","75.7","12.6","0.0%"
"81","Travis Taylor (FA)","34","80","421","12.4","47","0","0","0","0","0","1","10","74.1","7.4","0.0%"
"82","Joe Jerevicius (FA)","27","37","333","12.3","42","0","2","0","0","0","0","10","72.3","7.2","0.0%"
"83","Freddie Mitchell (FA)","22","44","377","17.1","60","0","2","0","0","0","0","15","71.7","4.8","0.0%"
"84","Reche Caldwell (FA)","18","29","310","17.2","58","0","3","4","45","0","0","6","71.5","11.9","0.0%"
"85","Randy Hymes (FA)","26","48","323","12.4","57","0","2","0","0","0","0","12","70.3","5.9","0.0%"
"86","Andre Davis (FA)","16","35","416","26.0","99","0","2","1","-3","0","0","7","69.3","9.9","0.0%"
"87","Robert Ferguson (FA)","24","46","367","15.3","48","0","1","0","0","0","0","13","68.7","5.3","0.0%"
"88","Tai Streets (FA)","28","56","260","9.3","22","0","1","0","0","0","0","13","62.0","4.8","0.0%"
"89","Reggie Williams (FA)","27","54","268","9.9","26","0","1","0","0","0","1","16","61.8","3.9","0.0%"
