"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"90","Kelly Campbell (FA)","19","32","364","19.2","61","0","1","3","4","0","1","16","59.8","3.7","0.0%"
"91","Brian Finneran (FA)","23","33","258","11.2","26","0","2","0","0","0","1","12","58.8","4.9","0.0%"
"92","Kassim Osgood (FA)","15","33","308","20.5","65","0","2","0","0","0","0","16","57.8","3.6","0.0%"
"93","Antonio Chatman (FA)","22","45","246","11.2","21","0","1","4","36","0","1","16","54.2","3.4","0.0%"
"94","Eddie Berlin (FA)","20","39","278","13.9","31","0","1","0","0","0","0","15","53.8","3.6","0.0%"
"95","Bernard Berrian (FA)","15","44","225","15.0","49","0","2","8","28","0","0","16","52.3","3.3","0.0%"
"96","Tim Brown (FA)","24","31","200","8.3","21","0","1","0","0","0","1","10","48.0","4.8","0.0%"
"97","Alvis Whitted (FA)","9","25","227","25.2","57","0","2","0","0","0","0","10","45.7","4.6","0.0%"
"98","Bryan Gilmore (FA)","15","34","206","13.7","37","0","1","0","0","0","0","14","41.6","3.0","0.0%"
"99","Troy Brown (FA)","17","29","184","10.8","22","0","1","0","0","0","0","11","41.4","3.8","0.0%"
"100","Chris Horn (FA)","15","27","178","11.9","30","0","1","1","12","0","0","12","40.0","3.3","0.0%"
"101","Tim Carter (FA)","12","18","182","15.2","38","0","1","2","23","0","0","5","38.5","7.7","0.0%"
"102","James Thrash (FA)","17","21","203","11.9","31","0","0","0","0","0","0","15","37.3","2.5","0.0%"
"103","Greg Lewis (FA)","17","37","183","10.8","25","0","0","4","16","0","0","14","36.9","2.6","0.0%"
"104","Karl Williams (FA)","18","30","197","10.9","33","0","0","2","6","0","2","15","34.3","2.3","0.0%"
"105","Bethel Johnson (FA)","10","21","174","17.4","48","0","1","2","8","0","0","13","34.2","2.6","0.0%"
"106","Charles Lee (FA)","15","22","207","13.8","35","0","0","0","0","0","1","6","33.7","5.6","0.0%"
"107","Patrick Crayton (FA)","12","15","162","13.5","39","0","1","0","0","0","0","6","32.2","5.4","0.0%"
"108","David Tyree (FA)","10","17","155","15.5","49","0","1","0","0","0","0","9","31.5","3.5","0.0%"
"109","Jonathan Carter (FA)","10","16","173","17.3","46","0","1","0","0","0","1","10","31.3","3.1","0.0%"
"110","Josh Reed (FA)","16","36","153","9.6","20","0","0","2","-1","0","0","12","31.2","2.6","0.0%"
"111","Dane Looker (FA)","13","26","183","14.1","29","0","0","0","0","0","1","9","29.3","3.3","0.0%"
"112","Cortez Hankton (FA)","9","9","81","9.0","14","0","2","0","0","0","0","7","29.1","4.2","0.0%"
"113","Rashaun Woods (FA)","7","23","160","22.9","59","0","1","0","0","0","0","7","29.0","4.1","0.0%"
"114","Samie Parker (FA)","9","13","137","15.2","48","0","1","0","0","0","0","3","28.7","9.6","0.0%"
"115","Bill Schroeder (FA)","7","11","156","22.3","54","0","1","0","0","0","0","4","28.6","7.2","0.0%"
"116","Frisman Jackson (FA)","13","19","168","12.9","24","0","0","1","4","0","1","9","28.2","3.1","0.0%"
"117","Justin Gage (FA)","12","28","156","13.0","32","0","0","0","0","0","0","11","27.6","2.5","0.0%"
"118","Sam Aiken (FA)","11","18","148","13.5","54","0","0","0","0","0","0","11","25.8","2.3","0.0%"
"119","Peter Warrick (FA)","11","17","127","11.5","30","0","0","2","14","0","0","3","25.1","8.4","0.0%"
"120","Arnaz Battle (FA)","8","15","143","17.9","65","0","0","2","5","0","0","14","22.8","1.6","0.0%"
"121","Lee Mays (FA)","9","23","137","15.2","46","0","0","0","0","0","0","10","22.7","2.3","0.0%"
"122","Jerheme Urban (FA)","6","9","117","19.5","33","0","1","0","0","0","1","4","21.7","5.4","0.0%"
"123","Terrance Copper (FA)","7","20","84","12.0","22","0","1","1","-1","0","0","10","21.3","2.1","0.0%"
"124","Jamaar Taylor (FA)","6","17","146","24.3","52","0","0","1","-8","0","0","6","19.8","3.3","0.0%"
"125","Michael Jenkins (FA)","7","20","119","17.0","46","0","0","1","2","0","0","13","19.1","1.5","0.0%"
"126","Michael Lewis (FA)","8","13","127","15.9","30","0","0","0","0","0","1","14","18.7","1.3","0.0%"
"127","Tim Dwight (FA)","2","5","31","15.5","23","0","1","4","54","0","0","12","16.5","1.4","0.0%"
"128","David Kircus (FA)","3","10","68","22.7","50","0","1","0","0","0","0","5","15.8","3.2","0.0%"
"129","Kevin Walter (FA)","8","9","67","8.4","18","0","0","0","0","0","0","13","14.7","1.1","0.0%"
"130","Malcom Floyd (FA)","3","9","49","16.3","27","0","1","0","0","0","0","3","13.9","4.6","0.0%"
"131","Darnerien McCants (FA)","5","9","71","14.2","27","0","0","0","0","0","0","5","12.1","2.4","0.0%"
"132","Jerricho Cotchery (FA)","6","11","60","10.0","18","0","0","0","0","0","0","11","12.0","1.1","0.0%"
"133","Nate Poole (FA)","5","11","70","14.0","24","0","0","0","0","0","0","7","12.0","1.7","0.0%"
"134","Steve Smith (FA)","6","0","60","10.0","15","0","0","0","0","0","0","2","12.0","6.0","0.0%"
"135","Bobby Shaw (FA)","5","13","59","11.8","20","0","0","1","1","0","0","5","11.0","2.2","0.0%"
"136","John Stone (FA)","3","5","80","26.7","55","0","0","0","0","0","0","2","11.0","5.5","0.0%"
"137","Andre King (FA)","5","8","49","9.8","16","0","0","0","0","0","0","5","9.9","2.0","0.0%"
"138","Triandos Luke (FA)","6","8","52","8.7","12","0","0","0","0","0","1","9","9.2","1.0","0.0%"
"139","Scottie Vines (FA)","3","9","51","17.0","26","0","0","0","0","0","0","4","8.1","2.0","0.0%"
"140","Jonathan Smith (FA)","3","6","21","7.0","11","0","0","2","11","0","0","9","6.2","0.7","0.0%"
"141","Billy McMullen (FA)","3","17","24","8.0","15","0","0","0","0","0","0","4","5.4","1.4","0.0%"
"142","Cliff Russell (FA)","1","3","21","21.0","21","0","0","3","15","0","0","13","4.6","0.4","0.0%"
"143","Karl Hankton (FA)","2","0","25","12.5","20","0","0","0","0","0","0","9","4.5","0.5","0.0%"
"144","Jason McAddley (FA)","2","4","38","19.0","36","0","0","0","0","0","1","9","3.8","0.4","0.0%"
"145","Tyrone Calico (FA)","2","4","13","6.5","9","0","0","0","0","0","0","1","3.3","3.3","0.0%"
"146","Talman Gardner (FA)","1","1","23","23.0","23","0","0","0","0","0","0","7","3.3","0.5","0.0%"
"147","Brad Pyatt (FA)","2","2","12","6.0","7","0","0","0","0","0","0","7","3.2","0.5","0.0%"
"148","Andrae Thurman (FA)","2","2","12","6.0","9","0","0","0","0","0","0","2","3.2","1.6","0.0%"
"149","Johnnie Morant (FA)","1","2","20","20.0","20","0","0","0","0","0","0","2","3.0","1.5","0.0%"
"150","Alex Bannister (FA)","2","3","10","5.0","8","0","0","0","0","0","0","6","3.0","0.5","0.0%"
"151","Dedric Ward (FA)","1","8","5","5.0","5","0","0","1","11","0","0","8","2.6","0.3","0.0%"
"152","Devard Darling (FA)","2","2","5","2.5","4","0","0","0","0","0","0","2","2.5","1.3","0.0%"
"153","Ronald Bellamy (FA)","1","2","8","8.0","8","0","0","0","0","0","0","1","1.8","1.8","0.0%"
"154","Sean Morey (FA)","1","3","8","8.0","8","0","0","0","0","0","0","12","1.8","0.2","0.0%"
"155","Aaron Moorehead (FA)","1","3","7","7.0","7","0","0","0","0","0","0","2","1.7","0.9","0.0%"
"156","Reggie Newhouse (FA)","1","2","5","5.0","5","0","0","0","0","0","0","1","1.5","1.5","0.0%"
"157","Troy Walters (FA)","1","1","5","5.0","5","0","0","0","0","0","0","5","1.5","0.3","0.0%"
"158","Jermaine Lewis (FA)","1","1","4","4.0","4","0","0","0","0","0","0","9","1.4","0.2","0.0%"
"159","Keenan Howry (FA)","1","1","3","3.0","3","0","0","0","0","0","0","3","1.3","0.4","0.0%"
"160","Eddie Drummond (FA)","0","0","0","0","0","0","0","1","9","0","0","11","0.9","0.1","0.0%"
"161","Frank Murphy (FA)","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"162","Kevin Kasper (FA)","0","3","0","0","0","0","0","0","0","0","0","4","0.0","0.0","0.0%"
"163","Daryl Jones (FA)","0","2","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"164","Darrell Hill (FA)","0","1","0","0","0","0","0","0","0","0","0","10","0.0","0.0","0.0%"
"165","Charles Rogers (FA)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"166","Jason Willis (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"167","Derrick Hamilton (FA)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"168","P.J. Fleck (FA)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"169","Ben Nelson (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"170","Richard Smith (FA)","0","2","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"171","Eugene Baker (FA)","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"172","Kendrick Starling (FA)","0","0","0","0","0","0","0","0","0","0","0","4","0.0","0.0","0.0%"
"173","Jimmy Farris (FA)","0","0","0","0","0","0","0","0","0","0","0","5","0.0","0.0","0.0%"
"174","Jake Schifino (FA)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"175","Micah Ross (FA)","0","1","0","0","0","0","0","0","0","0","0","4","0.0","0.0","0.0%"
"176","Mark Jones (FA)","0","0","0","0","0","0","0","0","0","0","0","13","0.0","0.0","0.0%"
"177","Tebucky Jones (FA)","0","0","0","0","0","0","0","0","0","0","0","16","0.0","0.0","0.0%"
"178","Willie Ponder (FA)","1","1","3","3.0","3","0","0","1","-4","0","1","11","-1.1","-0.1","0.0%"
"179","Antonio Brown (FA)","0","0","0","0","0","0","0","0","0","0","1","3","-2.0","-0.7","0.0%"
"180","J.J. Moses (FA)","0","0","0","0","0","0","0","0","0","0","1","15","-2.0","-0.1","0.0%"
"181","Carlos Francis (FA)","0","0","0","0","0","0","0","0","0","0","1","5","-2.0","-0.4","0.0%"
"182","Richard Alston (FA)","0","1","0","0","0","0","0","0","0","0","1","9","-2.0","-0.2","0.0%"
"183","Wes Welker (FA)","0","0","0","0","0","0","0","0","0","0","1","15","-2.0","-0.1","0.0%"
"184","Jamall Broussard (FA)","0","0","0","0","0","0","0","0","0","0","2","8","-4.0","-0.5","0.0%"
""
""
