"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"39","Adam Trautman (DEN)","22","35","204","9.3","24","2","3","0","0","0","0","17","60.4","3.6","0.2%"
"40","Tommy Tremble (CAR)","23","32","194","8.4","30","2","3","0","0","0","0","16","60.4","3.8","0.3%"
"41","Dawson Knox (BUF)","22","36","186","8.5","17","0","2","0","0","0","0","12","54.6","4.6","4.6%"
"42","Josh Oliver (MIN)","22","28","213","9.7","33","3","2","0","0","0","1","17","53.3","3.1","0.6%"
"43","Zach Ertz (WAS)","27","43","187","6.9","17","0","1","0","0","0","0","7","51.7","7.4","3.4%"
"44","Brevin Jordan (HOU)","17","21","219","12.9","27","3","2","0","0","0","0","13","50.9","3.9","5.1%"
"45","Daniel Bellinger (NYG)","25","28","255","10.2","26","4","0","0","0","0","0","17","50.5","3.0","0.8%"
"46","Drew Sample (CIN)","22","27","163","7.4","22","1","2","0","0","0","0","17","50.3","3.0","0.1%"
"47","Mo Alie-Cox (IND)","13","22","161","12.4","35","2","3","0","0","0","0","17","49.1","2.9","0.1%"
"48","Austin Hooper (NE)","25","31","234","9.4","21","2","0","0","0","0","0","17","48.4","2.8","0.3%"
"49","Foster Moreau (NO)","21","25","193","9.2","23","1","1","0","0","0","0","15","46.3","3.1","0.1%"
"50","Hayden Hurst (LAC)","18","32","184","10.2","48","1","1","0","0","0","0","10","42.4","4.2","2.2%"
"51","Johnny Mundt (MIN)","17","23","172","10.1","32","2","1","0","0","0","0","17","40.2","2.4","1.5%"
"52","Will Dissly (LAC)","17","22","172","10.1","21","2","1","0","0","0","0","16","40.2","2.5","0.2%"
"53","Connor Heyward (PIT)","23","34","167","7.3","13","0","0","1","0","0","0","17","39.7","2.3","0.2%"
"54","Andrew Beck (HOU)","11","13","55","5.0","26","1","2","5","3","1","1","15","38.8","2.6","0.1%"
"55","Will Mallory (IND)","18","26","207","11.5","43","1","0","0","0","0","0","12","38.7","3.2","0.1%"
"56","Harrison Bryant (LV)","13","20","81","6.2","23","1","3","5","8","0","1","17","37.9","2.2","0.1%"
"57","Pharaoh Brown (SEA)","13","15","208","16.0","58","5","1","0","0","0","1","17","37.8","2.2","0.1%"
"58","Elijah Higgins (ARI)","14","19","163","11.6","26","3","1","0","0","0","0","11","36.3","3.3","0.1%"
"59","Drew Ogletree (IND)","9","21","147","16.3","33","4","2","0","0","0","0","12","35.7","3.0","0.1%"
"60","John Bates (WAS)","19","28","151","7.9","35","1","0","0","0","0","0","17","34.1","2.0","0.0%"
"61","Jimmy Graham (FA)","6","7","39","6.5","12","0","4","0","0","0","0","13","33.9","2.6","0.0%"
"62","Irv Smith Jr. (KC)","18","26","115","6.4","14","0","1","0","0","0","1","12","33.5","2.8","1.7%"
"63","Stone Smartt (LAC)","11","21","155","14.1","51","3","1","0","0","0","0","16","32.5","2.0","0.1%"
"64","Jeremy Ruckert (NYJ)","16","22","151","9.4","23","1","0","0","0","0","0","15","31.1","2.1","0.2%"
"65","Luke Farrell (JAC)","13","15","155","11.9","42","2","0","0","0","0","0","17","28.5","1.7","0.1%"
"66","Jordan Akins (CLE)","15","23","132","8.8","28","1","0","0","0","0","0","17","28.2","1.7","0.1%"
"67","Brock Wright (DET)","13","14","91","7.0","25","1","1","0","0","0","0","14","28.1","2.0","0.2%"
"68","Luke Schoonmaker (DAL)","8","15","65","8.1","18","0","2","0","0","0","0","17","26.5","1.6","0.3%"
"69","MyCole Pruitt (PIT)","9","12","110","12.2","22","2","1","0","0","0","0","17","26.0","1.5","0.0%"
"70","Davis Allen (LAR)","10","11","95","9.5","21","1","1","0","0","0","0","15","25.5","1.7","0.1%"
"71","Stephen Sullivan (CAR)","12","24","125","10.4","20","1","0","0","0","0","0","11","24.5","2.2","0.1%"
"72","Josh Whyle (TEN)","9","15","94","10.4","24","1","1","0","0","0","0","11","24.4","2.2","0.1%"
"73","Lucas Krull (DEN)","8","14","95","11.9","35","1","1","0","0","0","0","7","23.5","3.4","0.1%"
"74","Cole Turner (WAS)","11","15","120","10.9","29","2","0","0","0","0","0","12","23.0","1.9","0.0%"
"75","Robert Tonyan (MIN)","11","17","112","10.2","24","1","0","0","0","0","0","17","22.2","1.3","0.1%"
"76","Charlie Kolar (BAL)","7","9","87","12.4","19","0","1","0","0","0","0","14","21.7","1.6","0.1%"
"77","C.J. Uzomah (PHI)","8","12","58","7.3","19","0","1","0","0","0","0","12","19.8","1.7","0.1%"
"78","Geoff Swaim (FA)","10","11","94","9.4","26","1","0","0","0","0","0","14","19.4","1.4","0.0%"
"79","Mitchell Wilcox (NE)","9","12","56","6.2","12","0","0","0","0","0","0","17","14.6","0.9","0.0%"
"80","Brenton Strange (JAC)","5","9","35","7.0","17","0","1","0","0","0","0","14","14.5","1.0","0.1%"
"81","Josiah Deguara (JAC)","8","8","65","8.1","19","0","0","0","0","0","0","15","14.5","1.0","0.0%"
"82","Darnell Washington (PIT)","7","10","61","8.7","12","0","0","0","0","0","0","17","13.1","0.8","0.3%"
"83","Marcedes Lewis (CHI)","4","5","29","7.3","16","0","1","0","0","0","0","17","12.9","0.8","0.1%"
"84","Brycen Hopkins (FA)","5","7","78","15.6","29","2","0","0","0","0","0","15","12.8","0.9","0.0%"
"85","Ben Sims (GB)","4","6","21","5.3","12","0","1","0","0","0","0","16","12.1","0.8","0.1%"
"86","Blake Bell (FA)","5","9","26","5.2","8","0","1","0","0","0","1","17","11.6","0.7","0.0%"
"87","Payne Durham (TB)","5","7","58","11.6","25","1","0","0","0","0","0","13","10.8","0.8","0.1%"
"88","Quintin Morris (BUF)","2","3","26","13.0","15","0","1","0","0","0","0","15","10.6","0.7","0.1%"
"89","Ian Thomas (CAR)","5","9","56","11.2","28","1","0","0","0","0","0","12","10.6","0.9","0.1%"
"90","Jack Stoll (NYG)","5","8","38","7.6","14","0","0","0","0","0","0","17","8.8","0.5","0.0%"
"91","Julian Hill (MIA)","6","9","48","8.0","18","0","0","0","0","0","1","15","8.8","0.6","0.0%"
"92","Grant Calcaterra (PHI)","4","4","39","9.8","12","0","0","0","0","0","0","14","7.9","0.6","0.1%"
"93","Peyton Hendershot (DAL)","4","7","38","9.5","24","1","0","1","0","0","0","8","7.8","1.0","0.1%"
"94","Ko Kieft (TB)","1","5","2","2.0","2","0","1","0","0","0","0","16","7.2","0.5","0.1%"
"95","Charlie Woerner (ATL)","3","3","32","10.7","20","1","0","0","0","0","0","17","6.2","0.4","0.1%"
"96","Nate Adkins (DEN)","4","5","22","5.5","11","0","0","0","0","0","0","10","6.2","0.6","0.0%"
"97","Greg Dulcich (DEN)","3","4","25","8.3","13","0","0","0","0","0","0","2","5.5","2.8","3.9%"
"98","Teagan Quitoriano (HOU)","2","3","33","16.5","22","1","0","0","0","0","0","7","5.3","0.8","0.0%"
"99","Kenny Yeboah (NYJ)","2","4","28","14.0","20","1","0","0","0","0","0","5","4.8","1.0","0.0%"
"100","James Mitchell (DET)","2","2","28","14.0","24","1","0","0","0","0","0","14","4.8","0.3","0.1%"
"101","Eric Saubert (SF)","3","3","12","4.0","5","0","0","0","0","0","0","8","4.2","0.5","0.0%"
"102","Chris Manhertz (NYG)","2","4","16","8.0","10","0","0","0","0","0","0","16","3.6","0.2","0.0%"
"103","Nick Muse (MIN)","1","1","22","22.0","22","1","0","0","0","0","0","1","3.2","3.2","0.0%"
"104","Trevon Wesco (FA)","1","3","21","21.0","21","1","0","0","0","0","0","15","3.1","0.2","0.0%"
"105","John FitzPatrick (ATL)","1","1","12","12.0","12","0","0","0","0","0","0","7","2.2","0.3","0.0%"
"106","Ross Dwelley (ATL)","1","2","12","12.0","12","0","0","0","0","0","0","12","2.2","0.2","0.0%"
"107","Tucker Fisk (FA)","1","1","9","9.0","9","0","0","0","0","0","0","6","1.9","0.3","0.1%"
"108","Kevin Rader (FA)","1","3","6","6.0","6","0","0","0","0","0","0","14","1.6","0.1","0.0%"
"109","Cole Fotheringham (LV)","1","1","6","6.0","6","0","0","0","0","0","0","2","1.6","0.8","0.0%"
"110","Jesper Horsted (NO)","1","1","4","4.0","4","0","0","0","0","0","0","5","1.4","0.3","0.0%"
"111","Nick Vannett (TEN)","1","1","3","3.0","3","0","0","0","0","0","0","8","1.3","0.2","0.0%"
"112","Giovanni Ricci (CLE)","1","1","2","2.0","2","0","0","0","0","0","0","6","1.2","0.2","0.0%"
"113","David Wells (TB)","2","2","-10","-5.0","1","0","0","0","0","0","0","5","1.0","0.2","0.0%"
"114","Matt Sokol (FA)","0","0","0","0","0","0","0","0","0","0","0","4","0.0","0.0","0.0%"
"115","Matt Orzech (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"116","Parker Hesse (DET)","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"117","Mitchell Fraboni (DEN)","0","0","0","0","0","0","0","0","0","0","0","6","0.0","0.0","0.0%"
"118","Dalton Keene (HOU)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"119","Tommy Sweeney (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"120","Tyree Jackson (NYG)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"121","Zach Gentry (LV)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"122","Stephen Carlson (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"123","Jody Fortson Jr. (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"124","Scotty Washington (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"125","Noah Togiai (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"126","Lawrence Cager (NYG)","4","5","36","9.0","10","0","1","0","0","0","0","9","0.0","0.0","0.0%"
"127","Tyler Mabry (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"128","Sean McKeon (DET)","0","2","0","0","0","0","0","0","0","0","0","9","0.0","0.0","0.0%"
"129","Tyler Davis (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"130","Tommy Hudson (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"131","Cade Stover (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.4%"
"132","Zack Kuntz (NYJ)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"133","Brayden Willis (SF)","0","0","0","0","0","0","0","0","0","0","0","7","0.0","0.0","0.0%"
"134","Derek Parish (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"135","Joel Wilson (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"136","Blake Whiteheart (ARI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"137","Henry Pearson (GB)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"138","Patrick Murtagh (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"139","Brady Russell (SEA)","0","0","0","0","0","0","0","0","0","0","0","10","0.0","0.0","0.0%"
"140","E.J. Jenkins (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"141","Travis Vokolek (ARI)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"142","Thomas Odukoya (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"143","Tanner Taula (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"144","Chris Pierce Jr. (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"145","Leroy Watson IV (TEN)","0","0","0","0","0","0","0","0","0","0","0","4","0.0","0.0","0.0%"
"146","Dallin Holker (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"147","Jaheim Bell (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"148","Kehinde Oginni Hassan (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"149","Jake Tonges (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"150","Rodney Williams (PIT)","0","2","0","0","0","0","0","0","0","0","0","13","0.0","0.0","0.0%"
"151","Zaire Mitchell-Paden (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"152","Alec Holler (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"153","Tip Reiman (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"154","Jacob Warren (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"155","Jack Westover (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"156","Brenden Bates (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"157","Messiah Swinson (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"158","Devin Culp (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"159","Luke Benson (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"160","Colson Yankoff (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"161","Steven Stilianos (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"162","Treyton Welch (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"163","Mason Pline (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"164","Thomas Yassmin (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"165","Neal Johnson (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"166","Trent Pennix (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"167","Kevin Foelsch (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"168","Shawn Bowman (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"169","Lincoln Sefcik (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"170","Mike Rigerman (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"171","Riley Sharp (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"172","David Martin-Robinson (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"173","Cam Grandy (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"174","John Samuel Shenker (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"175","Jordan Murray (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"176","Princeton Fant (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"177","John Stephens Jr. (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"178","Izaiah Gathings (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"179","Brevyn Spann-Ford (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"180","Zach Heins (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"181","McCallan Castles (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"182","Tanner McLachlan (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"183","Jared Wiley (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.3%"
"184","AJ Barner (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"185","Ben Sinnott (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5.2%"
"186","La'Michael Pettway (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"187","Matt Bushman (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"188","Trey Knox (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"189","Brock Bowers (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","84.0%"
"190","Miller Forristall (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"191","Austin Stogner (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"192","Theo Johnson (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"193","Baylor Cupp (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"194","Albert Okwuegbunam Jr. (PHI)","0","1","0","0","0","0","0","0","0","0","0","4","0.0","0.0","0.1%"
"195","Tre' McKitty (BUF)","0","0","0","0","0","0","0","0","0","0","0","6","0.0","0.0","0.0%"
"196","Hunter Long (LAR)","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.1%"
"197","Armani Rogers (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"198","Jelani Woods (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.2%"
"199","Erick All Jr. (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.3%"
"200","Nikola Kalinic (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"201","Tanner Conner (MIA)","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"202","Cameron Latu (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"203","Ja'Tavion Sanders (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"204","Sammis Reyes (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"205","Jacob Harris (PHI)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"206","Josh Pederson (JAC)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"207","Ben Mason (LAC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"208","Hunter Kampmoyer (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"209","Zach Davidson (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"210","Michael Jacobson (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"211","Bernhard Seikovits (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"212","Shane Zylstra (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"213","Dominique Curry (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"214","Drake Dunsmore (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"215","Jordan Matthews (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"216","Derek Fine (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"217","J.P. Foschi (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"218","Darnell Dinkins (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"219","Brad Cottam (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"220","Joey Haynos (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"221","James Dearth (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"222","Marquez Branson (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"223","Justin Snow (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"224","Keith Zinger (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"225","N'Keal Harry (MIN)","0","0","0","0","0","0","0","0","0","0","0","8","0.0","0.0","0.1%"
"226","Anthony Firkser (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"227","Darrell Daniels (FA)","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"228","J.P. Holtz (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"229","Zach Wood (NO)","0","0","0","0","0","0","0","0","0","0","0","4","0.0","0.0","0.0%"
"230","Jordan Thomas (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"231","Tyler Kroft (FA)","0","0","0","0","0","0","0","0","0","0","0","6","0.0","0.0","0.0%"
"232","Patrick Scales (CHI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"233","James Winchester (KC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"234","Tyler Ott (WAS)","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"235","Stephen Anderson (FA)","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"236","Andrew DePaola (MIN)","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"237","Eric Tomlinson (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"238","Hayden Rucci (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
""
""
