"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Antonio Gates (FA)","71","0","924","13.0","57","0","9","0","0","0","0","16","217.4","13.6","0.2%"
"2","Tony Gonzalez (FA)","73","0","900","12.3","57","0","5","0","0","0","0","15","195.0","13.0","0.0%"
"3","Kellen Winslow (FA)","89","0","875","9.8","40","0","3","0","0","0","0","16","194.5","12.2","0.0%"
"4","Todd Heap (FA)","73","0","765","10.5","30","0","6","0","0","0","0","16","185.5","11.6","0.0%"
"5","Alge Crumpler (FA)","56","0","780","13.9","46","0","8","0","0","0","0","16","182.0","11.4","0.0%"
"6","Jeremy Shockey (FA)","66","0","623","9.4","25","0","7","0","0","0","0","15","170.3","11.4","0.0%"
"7","Chris Cooley (FA)","57","0","734","12.9","66","0","6","0","0","0","0","16","168.4","10.5","0.0%"
"8","Jason Witten (FA)","64","0","754","11.8","42","0","1","0","0","0","0","16","145.4","9.1","0.0%"
"9","Randy McMichael (FA)","62","0","640","10.3","24","0","3","0","0","0","0","16","144.0","9.0","0.0%"
"10","Desmond Clark (FA)","45","0","626","13.9","33","0","6","0","0","0","0","14","143.6","10.3","0.0%"
"11","L.J. Smith (FA)","50","0","611","12.2","65","0","5","0","0","0","0","14","143.1","10.2","0.0%"
"12","Benjamin Watson (FA)","49","0","643","13.1","40","0","3","0","0","0","0","13","131.3","10.1","2.8%"
"13","Heath Miller (FA)","34","0","393","11.6","87","0","5","0","0","0","0","15","103.3","6.9","0.0%"
"14","Ernest Wilford (FA)","36","0","524","14.6","41","0","2","0","0","0","0","15","100.4","6.7","0.0%"
"15","Owen Daniels (FA)","34","0","352","10.4","33","0","5","0","0","0","0","14","99.2","7.1","0.0%"
"16","George Wrighster (FA)","39","0","353","9.1","23","0","3","0","0","0","0","15","92.3","6.2","0.0%"
"17","Bobby Wade (FA)","33","0","461","14.0","25","0","2","0","0","0","0","16","91.1","5.7","0.0%"
"18","Dallas Clark (FA)","30","0","367","12.2","40","0","4","0","0","0","0","12","90.7","7.6","0.0%"
"19","Jermaine Wiggins (FA)","46","0","386","8.4","24","0","1","0","0","0","0","15","90.6","6.0","0.0%"
"20","Bo Scaife (FA)","29","0","370","12.8","34","0","2","1","13","1","0","12","85.3","7.1","0.0%"
"21","Chris Baker (FA)","31","0","300","9.7","28","0","4","0","0","0","0","16","85.0","5.3","0.0%"
"22","Alex Smith (FA)","35","0","250","7.1","27","0","3","0","0","0","0","14","78.0","5.6","0.0%"
"23","Dan Campbell (FA)","21","0","308","14.7","30","0","4","0","0","0","0","14","75.8","5.4","0.0%"
"24","Eric Johnson (FA)","34","0","292","8.6","26","0","2","0","0","0","0","11","75.2","6.8","0.0%"
"25","Ben Utecht (FA)","37","0","377","10.2","26","0","0","0","0","0","0","13","74.7","5.7","0.0%"
"26","Steve Heiden (FA)","36","0","249","6.9","13","0","2","0","0","0","0","15","72.9","4.9","0.0%"
