"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"36","Chris Henry (FA)","36","0","605","16.8","71","0","9","0","0","0","0","11","150.5","13.7","0.0%"
"37","Arnaz Battle (FA)","59","0","686","11.6","56","0","3","5","25","0","0","16","148.1","9.3","0.0%"
"38","Santonio Holmes (FA)","49","0","824","16.8","67","0","2","1","13","0","0","16","144.7","9.0","0.0%"
"39","Devery Henderson (FA)","32","0","745","23.3","76","0","5","2","14","1","0","12","143.9","12.0","0.0%"
"40","Wes Welker (FA)","67","0","687","10.3","38","0","1","0","0","0","0","16","141.7","8.9","0.0%"
"41","Reggie Williams (FA)","52","0","616","11.8","48","0","4","7","33","0","0","16","140.9","8.8","0.0%"
"42","Travis Taylor (FA)","57","0","651","11.4","36","0","3","1","5","0","0","16","140.6","8.8","0.0%"
"43","Donte' Stallworth (FA)","38","0","725","19.1","84","0","5","0","0","0","0","12","140.5","11.7","0.0%"
"44","Drew Bennett (FA)","46","0","737","16.0","39","0","3","0","0","0","0","13","139.7","10.7","0.0%"
"45","Bryant Johnson (FA)","40","0","740","18.5","58","0","4","1","-3","0","0","16","137.7","8.6","0.0%"
"46","Antonio Bryant (FA)","40","0","733","18.3","72","0","3","0","0","0","0","14","131.3","9.4","0.0%"
"47","Joe Horn (FA)","37","0","679","18.4","72","0","4","0","0","0","0","10","130.9","13.1","0.0%"
"48","D.J. Hackett (FA)","45","0","610","13.6","47","0","4","0","0","0","0","13","130.0","10.0","0.0%"
"49","Matt Jones (FA)","41","0","643","15.7","49","0","4","2","-15","0","0","13","127.8","9.8","0.0%"
"50","Greg Jennings (FA)","45","0","632","14.0","75","0","3","0","0","0","0","14","126.2","9.0","0.0%"
"51","Michael Jenkins (FA)","39","0","436","11.2","34","0","7","1","2","0","0","16","124.8","7.8","0.0%"
"52","Nate Washington (FA)","35","0","624","17.8","49","0","4","3","8","0","0","16","122.2","7.6","0.0%"
"53","Rod Smith (FA)","52","0","512","9.8","20","0","3","1","-5","0","0","16","120.7","7.5","0.0%"
"54","Eric Moulds (FA)","57","0","557","9.8","29","0","1","1","6","0","0","15","119.3","8.0","0.0%"
"55","Eric Parker (FA)","48","0","659","13.7","38","0","0","2","19","0","0","15","115.8","7.7","0.0%"
"56","Randy Moss (FA)","42","0","553","13.2","51","0","3","0","0","0","0","12","115.3","9.6","0.0%"
"57","Kevin Curtis (FA)","40","0","479","12.0","42","0","4","4","4","0","0","14","112.3","8.0","0.0%"
"58","Vincent Jackson (FA)","27","0","453","16.8","55","0","6","3","16","0","0","16","111.9","7.0","0.0%"
"59","Patrick Crayton (FA)","36","0","516","14.3","53","0","4","0","0","0","0","15","111.6","7.4","0.0%"
"60","Troy Brown (FA)","43","0","384","8.9","23","0","4","2","18","0","0","15","109.2","7.3","0.0%"
"61","Peerless Price (FA)","49","0","402","8.2","25","0","3","5","18","0","0","16","109.0","6.8","0.0%"
"62","Joe Jerevicius (FA)","40","0","495","12.4","52","0","3","0","0","0","0","12","107.5","9.0","0.0%"
"63","Antwaan Randle El (FA)","32","0","351","11.0","34","0","3","19","118","0","0","16","104.4","6.5","0.0%"
"64","Samie Parker (FA)","41","0","561","13.7","43","0","1","3","7","0","0","16","103.8","6.5","0.0%"
"65","Cedrick Wilson (FA)","37","0","504","13.6","38","0","1","2","14","0","0","14","95.6","6.8","0.0%"
"66","Marcus Robinson (FA)","29","0","381","13.1","40","0","4","0","0","0","0","8","91.1","11.4","0.0%"
"67","Doug Gabriel (FA)","30","0","428","14.3","45","0","3","0","0","0","0","13","90.8","7.0","0.0%"
"68","Brandon Jones (FA)","27","0","384","14.2","53","0","4","1","3","0","0","13","89.7","6.9","0.0%"
"69","Josh Reed (FA)","34","0","410","12.1","52","0","2","4","13","0","0","12","88.3","7.4","0.0%"
"70","Amani Toomer (FA)","32","0","360","11.3","44","0","3","1","0","0","0","8","86.0","10.8","0.0%"
"71","Drew Carter (FA)","28","0","357","12.8","42","0","3","2","18","0","0","10","83.5","8.4","0.0%"
"72","Troy Williamson (FA)","37","0","455","12.3","46","0","0","0","0","0","0","12","82.5","6.9","0.0%"
"73","Roddy White (FA)","30","0","506","16.9","55","0","0","0","0","0","0","16","80.6","5.0","0.0%"
"74","Keenan McCardell (FA)","36","0","437","12.1","28","0","0","1","8","0","0","14","80.5","5.8","0.0%"
"75","Terrance Copper (FA)","23","0","385","16.7","48","0","3","1","8","0","0","15","80.3","5.4","0.0%"
"76","Ike Hilliard (FA)","34","0","339","10.0","44","0","2","0","0","0","0","15","79.9","5.3","0.0%"
"77","Michael Clayton (FA)","33","0","356","10.8","27","0","1","5","41","0","0","12","78.7","6.6","0.0%"
"78","Hank Baskett (FA)","22","0","464","21.1","89","0","2","0","0","0","0","13","78.4","6.0","0.0%"
"79","Ashley Lelie (FA)","28","0","430","15.4","51","0","1","0","0","0","0","13","77.0","5.9","0.0%"
"80","Demetrius Williams (FA)","22","0","396","18.0","77","0","2","0","0","0","0","14","73.6","5.3","0.0%"
"81","Greg Lewis (FA)","24","0","348","14.5","45","0","2","0","0","0","0","15","70.8","4.7","0.0%"
"82","Roscoe Parrish (FA)","23","0","320","13.9","51","0","2","2","18","0","0","16","68.8","4.3","0.0%"
"83","Billy McMullen (FA)","23","0","307","13.3","40","0","2","0","0","0","0","12","65.7","5.5","0.0%"
"84","Brandon Marshall (FA)","20","0","309","15.5","71","0","2","2","12","0","0","15","64.1","4.3","2.6%"
"85","Justin McCareins (FA)","23","0","347","15.1","50","0","1","0","0","0","0","12","63.7","5.3","0.0%"
"86","Ruvell Martin (FA)","21","0","358","17.0","36","0","1","0","0","0","0","13","62.8","4.8","0.0%"
"87","Mark Bradley (FA)","14","0","282","20.1","75","0","3","0","0","0","0","6","60.2","10.0","0.0%"
"88","Brandon Lloyd (FA)","23","0","365","15.9","52","0","0","0","0","0","0","15","59.5","4.0","0.0%"
"89","Bobby Engram (FA)","24","0","290","12.1","25","0","1","1","4","0","0","6","59.4","9.9","0.0%"
"90","Tim Carter (FA)","22","0","253","11.5","27","0","2","0","0","0","0","12","59.3","4.9","0.0%"
"91","Alvis Whitted (FA)","27","0","299","11.1","33","0","0","1","4","0","0","13","57.3","4.4","0.0%"
"92","Troy Walters (FA)","23","0","209","9.1","26","0","2","0","0","0","0","15","55.9","3.7","0.0%"
"93","Malcom Floyd (FA)","15","0","210","14.0","46","0","3","0","0","0","0","12","54.0","4.5","0.0%"
"94","David Tyree (FA)","19","0","197","10.4","33","0","2","0","0","0","0","13","50.7","3.9","0.0%"
"95","Nate Burleson (FA)","18","0","192","10.7","36","0","2","0","0","0","0","15","49.2","3.3","0.0%"
"96","Derek Hagan (FA)","21","0","221","10.5","24","0","1","0","0","0","0","16","49.1","3.1","0.0%"
"97","Chad Jackson (FA)","13","0","152","11.7","35","0","3","4","22","0","0","10","48.4","4.8","0.0%"
"98","Dennis Northcutt (FA)","22","0","228","10.4","43","0","0","3","32","0","0","13","48.0","3.7","0.0%"
"99","Bryan Gilmore (FA)","8","0","150","18.8","75","0","1","7","94","0","0","13","38.4","3.0","0.0%"
"100","Kevin Walter (FA)","17","0","160","9.4","15","0","0","1","3","0","0","16","33.3","2.1","0.0%"
"101","James Thrash (FA)","12","0","151","12.6","27","0","1","0","0","0","0","13","33.1","2.5","0.0%"
"102","Shaun McDonald (FA)","13","0","136","10.5","28","0","1","0","0","0","0","16","32.6","2.0","0.0%"
"103","Az-Zahir Hakim (FA)","17","0","147","8.6","23","0","0","1","1","0","0","5","31.8","6.4","0.0%"
"104","Jabar Gaffney (FA)","11","0","142","12.9","33","0","1","0","0","0","0","7","31.2","4.5","0.0%"
"105","Corey Bradford (FA)","14","0","164","11.7","23","0","0","0","0","0","0","7","30.4","4.3","0.0%"
"106","Tim Dwight (FA)","16","0","112","7.0","15","0","0","2","28","0","0","9","30.0","3.3","0.0%"
"107","David Kircus (FA)","9","0","187","20.8","45","0","0","0","0","0","0","11","27.7","2.5","0.0%"
"108","Kelley Washington (FA)","9","0","115","12.8","22","0","1","0","0","0","0","4","26.5","6.6","0.0%"
"109","Brad Smith (FA)","9","0","61","6.8","19","0","0","18","103","0","0","16","25.4","1.6","0.0%"
"110","Bethel Johnson (FA)","9","0","156","17.3","40","0","0","4","8","0","0","11","25.4","2.3","0.0%"
"111","Mike Williams (FA)","8","0","99","12.4","21","0","1","0","0","0","0","5","23.9","4.8","0.0%"
"112","Jamal Jones (FA)","6","0","108","18.0","41","0","1","0","0","0","0","11","22.8","2.1","0.0%"
"113","Brandon Stokley (FA)","8","0","85","10.6","23","0","1","0","0","0","0","4","22.5","5.6","0.0%"
"114","Aaron Moorehead (FA)","8","0","82","10.3","36","0","1","0","0","0","0","4","22.2","5.6","0.0%"
"115","Carlyle Holiday (FA)","9","0","126","14.0","35","0","0","0","0","0","0","4","21.6","5.4","0.0%"
"116","Josh Cribbs (FA)","10","0","91","9.1","14","0","0","2","11","0","0","16","20.2","1.3","0.0%"
"117","Roydell Williams (FA)","8","0","121","15.1","20","0","0","0","0","0","0","7","20.1","2.9","0.0%"
"118","Jason Avant (FA)","7","0","68","9.7","18","0","1","0","0","0","0","8","19.8","2.5","0.0%"
"119","David Givens (FA)","8","0","104","13.0","27","0","0","1","3","0","0","4","18.7","4.7","0.0%"
"120","Koren Robinson (FA)","7","0","89","12.7","24","0","0","0","0","0","0","4","15.9","4.0","0.0%"
"121","Robert Ferguson (FA)","5","0","31","6.2","10","0","1","0","0","0","0","4","14.1","3.5","0.0%"
"122","Johnnie Morant (FA)","7","0","70","10.0","18","0","0","0","0","0","0","3","14.0","4.7","0.0%"
"123","Tab Perry (FA)","5","0","81","16.2","30","0","0","2","4","0","0","2","13.5","6.8","0.0%"
"124","Sam Hurd (FA)","5","0","75","15.0","33","0","0","0","0","0","0","12","12.5","1.0","0.0%"
"125","Paris Warren (FA)","5","0","63","12.6","26","0","0","0","0","0","0","4","11.3","2.8","0.0%"
"126","Michael Jennings (FA)","5","0","49","9.8","20","0","0","2","12","0","0","4","11.1","2.8","0.0%"
"127","Justin Gage (FA)","4","0","68","17.0","34","0","0","0","0","0","0","2","10.8","5.4","0.0%"
"128","Keary Colbert (FA)","5","0","56","11.2","16","0","0","0","0","0","0","4","10.6","2.7","0.0%"
"129","Cortez Hankton (FA)","5","0","48","9.6","15","0","0","0","0","0","0","4","9.8","2.5","0.0%"
"130","Devale Ellis (FA)","4","0","41","10.3","19","0","0","2","3","0","0","5","8.4","1.7","0.0%"
"131","Clarence Moore (FA)","2","0","1","0.5","4","0","1","0","0","0","0","1","8.1","8.1","0.0%"
"132","Sinorice Moss (FA)","5","0","25","5.0","10","0","0","0","0","0","0","5","7.5","1.5","0.0%"
"133","Martin Nance (FA)","4","0","33","8.3","12","0","0","0","0","0","0","1","7.3","7.3","0.0%"
"134","Micheal Spurlock (FA)","4","0","31","7.8","15","0","0","0","0","0","0","1","7.1","7.1","0.0%"
"135","Taye Biddle (FA)","3","0","37","12.3","22","0","0","0","0","0","0","2","6.7","3.4","0.0%"
"136","Karl Hankton (FA)","3","0","31","10.3","18","0","0","0","0","0","0","11","6.1","0.6","0.0%"
"137","Ricky Proehl (FA)","3","0","30","10.0","13","0","0","0","0","0","0","2","6.0","3.0","0.0%"
"138","Edell Shepherd (FA)","3","0","22","7.3","8","0","0","2","5","0","0","5","5.7","1.1","0.0%"
"139","Jeff Webb (FA)","3","0","23","7.7","11","0","0","0","0","0","0","5","5.3","1.1","0.0%"
"140","Travis Wilson (FA)","2","0","32","16.0","16","0","0","0","0","0","0","2","5.2","2.6","0.0%"
"141","Antonio Chatman (FA)","3","0","22","7.3","10","0","0","0","0","0","0","3","5.2","1.7","0.0%"
"142","Courtney Roby (FA)","2","0","28","14.0","21","0","0","1","3","0","0","11","5.1","0.5","0.0%"
"143","Sean Morey (FA)","2","0","29","14.5","15","0","0","0","0","0","0","13","4.9","0.4","0.0%"
"144","Rod Gardner (FA)","2","0","17","8.5","13","0","0","0","0","0","0","6","3.7","0.6","0.0%"
"145","David Anderson (FA)","1","0","27","27.0","27","0","0","0","0","0","0","4","3.7","0.9","0.0%"
"146","Chris Francies (FA)","2","0","16","8.0","12","0","0","0","0","0","0","3","3.6","1.2","0.0%"
"147","David Patten (FA)","1","0","25","25.0","25","0","0","0","0","0","0","1","3.5","3.5","0.0%"
"148","Cliff Russell (FA)","2","0","14","7.0","9","0","0","0","0","0","0","2","3.4","1.7","0.0%"
"149","Eddie Drummond (FA)","2","0","10","5.0","8","0","0","1","4","0","0","14","3.4","0.2","0.0%"
"150","Andre Davis (FA)","2","0","13","6.5","8","0","0","0","0","0","0","13","3.3","0.3","0.0%"
"151","Brandon Childress (FA)","2","0","7","3.5","5","0","0","0","0","0","0","1","2.7","2.7","0.0%"
"152","Walter Young (FA)","1","0","17","17.0","17","0","0","0","0","0","0","1","2.7","2.7","0.0%"
"153","Kelvin Kight (FA)","1","0","9","9.0","9","0","0","1","8","0","0","3","2.7","0.9","0.0%"
"154","Lance Moore (FA)","1","0","10","10.0","10","0","0","0","0","0","0","4","2.0","0.5","0.0%"
"155","Will Buchanon (FA)","1","0","9","9.0","9","0","0","0","0","0","0","1","1.9","1.9","0.0%"
"156","Derrick Lewis (FA)","1","0","5","5.0","5","0","0","0","0","0","0","2","1.5","0.8","0.0%"
"157","Dane Looker (FA)","0","0","0","0","0","0","0","1","13","0","0","9","1.3","0.1","0.0%"
"158","Glenn Holt (FA)","1","0","3","3.0","3","0","0","0","0","0","0","7","1.3","0.2","0.0%"
"159","Reggie McNeal (FA)","0","0","0","0","0","0","0","1","8","0","0","2","0.8","0.4","0.0%"
"160","Alex Bannister (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"161","Terrence Wilkins (FA)","0","0","0","0","0","0","0","0","0","0","0","15","0.0","0.0","0.0%"
"162","Michael Lewis (FA)","0","0","0","0","0","0","0","0","0","0","0","10","0.0","0.0","0.0%"
"163","Skyler Green (FA)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"164","Willie Reid (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"165","Shaun Bodiford (FA)","0","0","0","0","0","0","0","0","0","0","0","4","0.0","0.0","0.0%"
"166","Brandon Williams (FA)","0","0","0","0","0","0","0","0","0","0","0","13","0.0","0.0","0.0%"
"167","Jamaica Rector (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"168","Jamin Elliott (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"169","Jerome Mathis (FA)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"170","Willie Ponder (FA)","0","0","0","0","0","0","0","0","0","0","0","12","0.0","0.0","0.0%"
"171","Chad Owens (FA)","0","0","0","0","0","0","0","0","0","0","0","4","0.0","0.0","0.0%"
"172","Todd Devoe (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"173","Quincy Morgan (FA)","0","0","0","0","0","0","0","0","0","0","0","7","0.0","0.0","0.0%"
"174","Sam Aiken (FA)","0","0","0","0","0","0","0","0","0","0","0","9","0.0","0.0","0.0%"
"175","Wallace Wright (FA)","0","0","0","0","0","0","0","0","0","0","0","4","0.0","0.0","0.0%"
"176","Miles Austin (FA)","0","0","0","0","0","0","0","0","0","0","0","9","0.0","0.0","0.0%"
"177","Mark Jones (FA)","0","0","0","0","0","0","0","0","0","0","0","6","0.0","0.0","0.0%"
"178","Devin Hester (FA)","0","0","0","0","0","0","0","0","0","0","0","16","0.0","0.0","0.4%"
"179","Brian Clark (FA)","0","0","0","0","0","0","0","0","0","0","0","6","0.0","0.0","0.0%"
"180","Kassim Osgood (FA)","0","0","0","0","0","0","0","0","0","0","0","15","0.0","0.0","0.0%"
"181","Greg Camarillo (FA)","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"182","Adam Jennings (FA)","0","0","0","0","0","0","0","1","-4","0","0","11","-0.4","0.0","0.0%"
""
""
