"Rank","Player","ATT","YDS","Y/A","LG","20+","TD","REC","TGT","YDS","Y/R","TD","FL","G","FPTS","FPTS/G","ROST"
"31","Tatum Bell (FA)","233","1,025","4.4","51","0","2","24","0","115","4.8","0","0","13","150.0","11.5","0.0%"
"32","Shaun Alexander (FA)","252","896","3.6","33","0","7","12","0","48","4.0","0","0","10","148.4","14.8","0.0%"
"33","Reuben Droughns (FA)","220","758","3.4","22","0","4","27","0","169","6.3","0","0","14","143.7","10.3","0.0%"
"34","Leon Washington (FA)","151","650","4.3","23","0","4","25","0","270","10.8","0","0","16","141.0","8.8","0.0%"
"35","Cadillac Williams (FA)","225","798","3.5","38","0","1","30","0","196","6.5","0","0","14","135.4","9.7","0.0%"
"36","Clinton Portis (FA)","127","523","4.1","38","0","7","17","0","170","10.0","0","0","8","128.3","16.0","0.0%"
"37","Wali Lundy (FA)","124","476","3.8","35","0","4","33","0","204","6.2","0","0","13","127.0","9.8","0.0%"
"38","DeAngelo Williams (FA)","121","501","4.1","31","0","1","33","0","313","9.5","1","0","13","126.4","9.7","0.1%"
"39","Brandon Jacobs (FA)","96","423","4.4","16","0","9","11","0","149","13.5","0","0","15","122.2","8.1","0.0%"
"40","Michael Pittman (FA)","50","245","4.9","32","0","1","47","0","405","8.6","0","0","16","118.0","7.4","0.0%"
"41","Mewelde Moore (FA)","24","131","5.5","15","0","0","46","0","468","10.2","1","0","16","116.5","7.3","0.0%"
"42","Ron Dayne (FA)","151","612","4.1","19","0","5","14","0","77","5.5","0","0","10","114.9","11.5","0.0%"
"43","Cedric Benson (FA)","157","647","4.1","30","0","6","8","0","54","6.8","0","0","15","114.1","7.6","0.0%"
"44","Kevin Faulk (FA)","25","123","4.9","11","0","1","43","0","356","8.3","2","0","15","108.9","7.3","0.0%"
"45","Correll Buckhalter (FA)","83","345","4.2","20","0","2","24","0","256","10.7","1","0","16","102.1","6.4","0.0%"
"46","Jerious Norwood (FA)","99","633","6.4","78","0","2","12","0","102","8.5","0","0","14","97.5","7.0","0.0%"
"47","Justin Fargas (FA)","178","659","3.7","48","0","1","13","0","91","7.0","0","0","16","94.0","5.9","0.0%"
"48","Anthony Thomas (FA)","107","378","3.5","19","0","2","22","0","139","6.3","0","0","14","85.7","6.1","0.0%"
"49","Vernand Morency (FA)","96","434","4.5","39","0","2","17","0","118","6.9","0","0","14","84.2","6.0","0.0%"
"50","Sammy Morris (FA)","92","400","4.3","55","0","1","21","0","162","7.7","0","0","12","83.2","6.9","0.0%"
"51","Noah Herron (FA)","37","150","4.1","19","0","1","29","0","211","7.3","2","0","15","83.1","5.5","0.0%"
"52","Kevan Barlow (FA)","131","370","2.8","12","0","6","7","0","21","3.0","0","0","12","82.1","6.8","0.0%"
"53","Cedric Houston (FA)","113","374","3.3","31","0","5","7","0","43","6.1","0","0","8","78.7","9.8","0.0%"
"54","Maurice Morris (FA)","161","604","3.8","29","0","0","11","0","46","4.2","0","0","16","76.0","4.8","0.0%"
"55","Justin Griffith (FA)","19","106","5.6","21","0","1","23","0","168","7.3","3","0","13","74.4","5.7","0.0%"
"56","LaMont Jordan (FA)","114","434","3.8","59","0","2","10","0","74","7.4","0","0","9","72.8","8.1","0.0%"
"57","Michael Turner (FA)","80","502","6.3","73","0","2","3","0","47","15.7","0","0","13","69.9","5.4","0.0%"
"58","Najeh Davenport (FA)","60","221","3.7","48","0","1","15","0","193","12.9","1","0","13","68.4","5.3","0.0%"
"59","Mack Strong (FA)","33","149","4.5","17","0","1","29","0","159","5.5","0","0","16","65.8","4.1","0.0%"
"60","Mike Alstott (FA)","60","171","2.9","17","0","3","21","0","85","4.0","0","0","14","64.6","4.6","0.0%"
"61","Kenny Watson (FA)","25","138","5.5","18","0","1","23","0","213","9.3","0","0","16","64.1","4.0","0.0%"
"62","Dante Hall (FA)","3","11","3.7","9","0","0","26","0","204","7.8","2","0","15","59.5","4.0","0.0%"
"63","Ovie Mughelli (FA)","12","50","4.2","12","0","0","21","0","182","8.7","2","0","13","56.2","4.3","0.0%"
"64","Arlen Harris (FA)","49","158","3.2","20","0","1","18","0","132","7.3","0","0","8","53.0","6.6","0.0%"
"65","Reshard Lee (FA)","21","72","3.4","13","0","2","20","0","138","6.9","0","0","14","53.0","3.8","0.0%"
"66","Sam Gado (FA)","56","210","3.8","34","0","1","17","0","85","5.0","0","0","9","52.5","5.8","0.0%"
"67","Musa Smith (FA)","36","153","4.3","30","0","0","22","0","135","6.1","0","0","12","50.8","4.2","0.0%"
"68","Mike Karney (FA)","11","33","3.0","8","0","1","15","0","96","6.4","2","0","13","45.9","3.5","0.0%"
"69","Brad Hoover (FA)","22","73","3.3","17","0","1","20","0","122","6.1","0","0","15","45.5","3.0","0.0%"
"70","Lorenzo Neal (FA)","29","140","4.8","43","0","1","17","0","83","4.9","0","0","15","45.3","3.0","0.0%"
"71","Stephen Davis (FA)","40","177","4.4","16","0","0","12","0","90","7.5","1","0","14","44.7","3.2","0.0%"
"72","LenDale White (FA)","61","244","4.0","26","0","0","14","0","60","4.3","0","0","13","44.4","3.4","0.0%"
"73","Jason McKie (FA)","8","18","2.3","7","0","0","25","0","162","6.5","0","0","13","43.0","3.3","0.0%"
"74","Maurice Hicks (FA)","29","82","2.8","9","0","0","13","0","137","10.5","1","0","16","40.9","2.6","0.0%"
"75","Artose Pinner (FA)","43","190","4.4","21","0","3","2","0","15","7.5","0","0","11","40.5","3.7","0.0%"
"76","Marcel Shipp (FA)","17","41","2.4","9","0","4","6","0","60","10.0","0","0","12","40.1","3.3","0.0%"
"77","Aaron Stecker (FA)","4","11","2.8","4","0","0","19","0","190","10.0","0","0","11","39.1","3.6","0.0%"
"78","Mike Anderson (FA)","39","183","4.7","34","0","1","9","0","54","6.0","0","0","13","38.7","3.0","0.0%"
"79","Michael Robinson (FA)","38","116","3.1","33","0","2","9","0","47","5.2","0","0","16","37.3","2.3","0.0%"
"80","Michael Bennett (FA)","36","200","5.6","41","0","0","9","0","77","8.6","0","0","8","36.7","4.6","0.0%"
"81","Verron Haynes (FA)","15","78","5.2","13","0","0","18","0","95","5.3","0","0","7","35.3","5.0","0.0%"
"82","Obafemi Ayanbadejo (FA)","9","37","4.1","11","0","0","17","0","139","8.2","0","0","13","34.6","2.7","0.0%"
"83","Jason Wright (FA)","62","189","3.0","18","0","0","6","0","82","13.7","0","0","9","33.1","3.7","0.0%"
"84","Nick Goings (FA)","11","52","4.7","28","0","0","10","0","107","10.7","1","0","11","31.9","2.9","0.0%"
"85","Zack Crockett (FA)","39","163","4.2","17","0","0","10","0","53","5.3","0","0","12","31.6","2.6","0.0%"
"86","Thomas Tapeh (FA)","5","9","1.8","4","0","0","16","0","85","5.3","1","0","12","31.4","2.6","0.0%"
"87","Ahmard Hall (FA)","7","21","3.0","11","0","0","15","0","138","9.2","0","0","12","30.9","2.6","0.0%"
"88","Adrian Peterson (FA)","10","41","4.1","11","0","2","6","0","88","14.7","0","0","14","30.9","2.2","0.0%"
"89","Tony Fisher (FA)","6","9","1.5","4","0","0","14","0","159","11.4","0","0","7","30.8","4.4","0.0%"
"90","Jameel Cook (FA)","3","18","6.0","14","0","0","18","0","107","5.9","0","0","8","30.5","3.8","0.0%"
"91","T.J. Duckett (FA)","38","132","3.5","19","0","2","2","0","16","8.0","0","0","9","28.8","3.2","0.0%"
"92","Heath Evans (FA)","27","117","4.3","35","0","0","7","0","34","4.9","1","0","16","28.1","1.8","0.0%"
"93","Tony Richardson (FA)","5","12","2.4","3","0","0","13","0","111","8.5","0","0","7","25.3","3.6","0.0%"
"94","Chris Taylor (FA)","28","123","4.4","17","0","1","3","0","40","13.3","0","0","4","25.3","6.3","0.0%"
"95","Shawn Bryson (FA)","2","1","0.5","1","0","0","8","0","98","12.3","1","0","5","23.9","4.8","0.0%"
"96","Moran Norris (FA)","2","8","4.0","4","0","0","5","0","36","7.2","2","0","6","21.4","3.6","0.0%"
"97","Jeremi Johnson (FA)","15","56","3.7","15","0","1","6","0","37","6.2","0","0","10","21.3","2.1","0.0%"
"98","Ciatrick Fason (FA)","18","99","5.5","15","0","1","3","0","19","6.3","0","0","5","20.8","4.2","0.0%"
"99","Kyle Johnson (FA)","5","30","6.0","15","0","0","7","0","37","5.3","1","0","9","19.7","2.2","0.0%"
"100","Jerome Harrison (FA)","20","60","3.0","15","0","0","9","0","47","5.2","0","0","10","19.7","2.0","0.0%"
"101","Cecil Sapp (FA)","10","80","8.0","28","0","0","8","0","34","4.3","0","0","11","19.4","1.8","0.0%"
"102","Chris Perry (FA)","10","57","5.7","18","0","0","9","0","42","4.7","0","0","6","18.9","3.2","0.0%"
"103","William Henderson (FA)","0","0","0","0","0","0","12","0","62","5.2","0","0","11","18.2","1.7","0.0%"
"104","Vonta Leach (FA)","0","0","0","0","0","0","6","0","61","10.2","1","0","11","18.1","1.6","0.0%"
"105","Alvin Pearman (FA)","19","89","4.7","12","0","1","2","0","12","6.0","0","0","13","18.1","1.4","0.0%"
"106","Chris Brown (FA)","41","156","3.8","21","0","0","2","0","4","2.0","0","0","5","18.0","3.6","0.0%"
"107","Aveion Cason (FA)","24","94","3.9","16","0","0","5","0","26","5.2","0","0","5","17.0","3.4","0.0%"
"108","J.J. Arrington (FA)","14","19","1.4","9","0","0","8","0","58","7.3","0","0","16","15.7","1.0","0.0%"
"109","Jamaal Branch (FA)","10","29","2.9","9","0","0","5","0","14","2.8","1","0","1","15.3","15.3","0.0%"
"110","B.J. Askew (FA)","6","11","1.8","5","0","0","9","0","50","5.6","0","0","11","15.1","1.4","0.0%"
"111","Jim Finn (FA)","2","14","7.0","12","0","0","8","0","54","6.8","0","0","9","14.8","1.6","0.0%"
"112","Dan Kreider (FA)","1","5","5.0","5","0","0","8","0","62","7.8","0","0","6","14.7","2.5","0.0%"
"113","Damien Nash (FA)","18","66","3.7","26","0","0","4","0","41","10.3","0","0","3","14.7","4.9","0.0%"
"114","Brandon Miree (FA)","0","0","0","0","0","0","9","0","57","6.3","0","0","4","14.7","3.7","0.0%"
"115","Derrick Blaylock (FA)","25","44","1.8","6","0","0","5","0","29","5.8","0","0","2","12.3","6.2","0.0%"
"116","Lawrence Vickers (FA)","3","2","0.7","2","0","0","6","0","60","10.0","0","0","16","12.2","0.8","0.0%"
"117","Cory Schlesinger (FA)","0","0","0","0","0","0","8","0","36","4.5","0","0","7","11.6","1.7","0.0%"
"118","Terrelle Smith (FA)","8","14","1.8","3","0","0","8","0","21","2.6","0","0","11","11.5","1.0","0.0%"
"119","Travis Minor (FA)","19","74","3.9","9","0","0","3","0","2","0.7","0","0","13","10.6","0.8","0.0%"
"120","Daimon Shelton (FA)","0","0","0","0","0","0","7","0","35","5.0","0","0","5","10.5","2.1","0.0%"
"121","Fred McCrary (FA)","0","0","0","0","0","0","3","0","13","4.3","1","0","8","10.3","1.3","0.0%"
"122","Reno Mahe (FA)","4","18","4.5","11","0","0","5","0","23","4.6","0","0","12","9.1","0.8","0.0%"
"123","Tyson Thompson (FA)","13","30","2.3","7","0","1","0","0","0","0","0","0","7","9.0","1.3","0.0%"
"124","Earnest Graham (FA)","11","59","5.4","17","0","0","1","0","4","4.0","0","0","12","7.3","0.6","0.0%"
"125","Fred McAfee (FA)","3","12","4.0","6","0","1","0","0","0","0","0","0","2","7.2","3.6","0.0%"
"126","Ryan Moats (FA)","22","69","3.1","13","0","0","0","0","0","0","0","0","8","6.9","0.9","0.0%"
"127","Derrick Wimbush (FA)","1","3","3.0","3","0","0","4","0","23","5.8","0","0","7","6.6","0.9","0.0%"
"128","Patrick Pass (FA)","6","21","3.5","6","0","0","2","0","24","12.0","0","0","3","6.5","2.2","0.0%"
"129","Ran Carthon (FA)","3","4","1.3","3","0","1","0","0","0","0","0","0","2","6.4","3.2","0.0%"
"130","Brian Calhoun (FA)","7","19","2.7","7","0","0","2","0","20","10.0","0","0","5","5.9","1.2","0.0%"
"131","Lousaka Polite (FA)","7","18","2.6","4","0","0","2","0","21","10.5","0","0","2","5.9","3.0","0.0%"
"132","Ronnie Cruz (FA)","5","19","3.8","7","0","0","2","0","20","10.0","0","0","4","5.9","1.5","0.0%"
"133","Justin Green (FA)","0","0","0","0","0","0","4","0","17","4.3","0","0","7","5.7","0.8","0.0%"
"134","Darian Barnes (FA)","0","0","0","0","0","0","3","0","22","7.3","0","0","5","5.2","1.0","0.0%"
"135","John Kuhn (FA)","2","18","9.0","16","0","0","1","0","15","15.0","0","0","6","4.3","0.7","0.0%"
"136","Dee Brown (FA)","10","24","2.4","7","0","0","1","0","5","5.0","0","0","12","3.9","0.3","0.0%"
"137","Lee Suggs (FA)","6","26","4.3","7","0","0","0","0","13","0","0","0","3","3.9","1.3","0.0%"
"138","Eric Shelton (FA)","8","23","2.9","9","0","0","1","0","6","6.0","0","0","4","3.9","1.0","0.0%"
"139","Kay-Jay Harris (FA)","3","9","3.0","9","0","0","1","0","10","10.0","0","0","6","2.9","0.5","0.0%"
"140","Andrew Pinnock (FA)","4","25","6.3","15","0","0","0","0","0","0","0","0","3","2.5","0.8","0.0%"
"141","LaBrandon Toefield (FA)","10","22","2.2","12","0","0","0","0","0","0","0","0","4","2.2","0.6","0.0%"
"142","Chad Morton (FA)","1","22","22.0","22","0","0","0","0","0","0","0","0","15","2.2","0.1","0.0%"
"143","Josh Parry (FA)","0","0","0","0","0","0","1","0","11","11.0","0","0","5","2.1","0.4","0.0%"
"144","Chris Hetherington (FA)","0","0","0","0","0","0","2","0","0","0.0","0","0","2","2.0","1.0","0.0%"
"145","Corey McIntyre (FA)","0","0","0","0","0","0","1","0","10","10.0","0","0","3","2.0","0.7","0.0%"
"146","Jerald Sowell (FA)","0","0","0","0","0","0","1","0","6","6.0","0","0","3","1.6","0.5","0.0%"
"147","Rock Cartwright (FA)","5","15","3.0","9","0","0","0","0","0","0","0","0","16","1.5","0.1","0.0%"
"148","Keylon Kincade (FA)","4","9","2.3","7","0","0","0","0","0","0","0","0","1","0.9","0.9","0.0%"
"149","Cedric Cobbs (FA)","3","9","3.0","5","0","0","0","0","0","0","0","0","2","0.9","0.5","0.0%"
"150","Marquis Weeks (FA)","3","8","2.7","3","0","0","0","0","0","0","0","0","7","0.8","0.1","0.0%"
"151","Derrick Ross (FA)","3","8","2.7","4","0","0","0","0","0","0","0","0","4","0.8","0.2","0.0%"
"152","Rich Alexis (FA)","3","5","1.7","3","0","0","0","0","0","0","0","0","1","0.5","0.5","0.0%"
"153","Quincy Wilson (FA)","2","2","1.0","5","0","0","0","0","0","0","0","0","1","0.2","0.2","0.0%"
"154","Marlion Jackson (FA)","1","2","2.0","2","0","0","0","0","0","0","0","0","1","0.2","0.2","0.0%"
"155","Lamar Gordon (FA)","1","2","2.0","2","0","0","0","0","0","0","0","0","1","0.2","0.2","0.0%"
"156","Shaud Williams (FA)","2","2","1.0","2","0","0","0","0","0","0","0","0","4","0.2","0.1","0.0%"
"157","Keith Joseph (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"158","Bruce Perry (FA)","0","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"159","Nehemiah Broughton (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"160","James Sims (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"161","Diamond Ferri (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"162","Cory Ross (FA)","0","0","0","0","0","0","0","0","0","0","0","0","4","0.0","0.0","0.0%"
"163","DeDe Dorsey (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"164","Keith Smith (FA)","0","0","0","0","0","0","0","0","0","0","0","0","13","0.0","0.0","0.0%"
"165","Josh Scobey (FA)","0","0","0","0","0","0","0","0","0","0","0","0","10","0.0","0.0","0.0%"
"166","Jamar Martin (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"167","Adimchinobe Echemandu (FA)","0","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"168","Paul Smith (FA)","0","0","0","0","0","0","0","0","0","0","0","0","4","0.0","0.0","0.0%"
"169","Chris Massey (FA)","0","0","0","0","0","0","0","0","0","0","0","0","5","0.0","0.0","0.0%"
"170","Quinton Ganther (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"171","Montell Owens (FA)","0","0","0","0","0","0","0","0","0","0","0","0","11","0.0","0.0","0.0%"
"172","Derrick Ward (FA)","0","0","0","0","0","0","0","0","0","0","0","0","8","0.0","0.0","0.0%"
""
""
