"Rank","Player","ATT","YDS","Y/A","LG","20+","TD","REC","TGT","YDS","Y/R","TD","FL","G","FPTS","FPTS/G","ROST"
"66","Travis Henry (FA)","88","335","3.8","29","0","0","13","0","117","9.0","0","0","9","58.2","6.5","0.0%"
"67","Cedric Houston (FA)","81","302","3.7","17","0","2","8","0","66","8.3","0","0","10","56.8","5.7","0.0%"
"68","Justin Griffith (FA)","15","65","4.3","19","0","0","21","2","111","5.3","3","0","14","56.6","4.0","0.0%"
"69","Dominic Rhodes (FA)","40","118","3.0","24","0","4","12","0","88","7.3","0","0","13","56.6","4.4","0.0%"
"70","William Henderson (FA)","1","-5","-5.0","0","0","0","30","4","264","8.8","0","0","14","55.9","4.0","0.0%"
"71","Lorenzo Neal (FA)","29","98","3.4","9","0","0","24","2","145","6.0","1","0","15","54.3","3.6","0.0%"
"72","Michael Turner (FA)","57","335","5.9","83","0","3","0","0","0","0","0","0","15","51.5","3.4","0.0%"
"73","Zack Crockett (FA)","60","208","3.5","24","0","1","13","0","111","8.5","0","0","16","50.9","3.2","0.0%"
"74","Ryan Moats (FA)","55","278","5.1","59","0","3","4","0","7","1.8","0","0","7","50.5","7.2","0.0%"
"75","Brandon Jacobs (FA)","38","99","2.6","21","0","7","0","0","0","0","0","1","16","49.9","3.1","0.0%"
"76","Vernand Morency (FA)","46","184","4.0","25","0","2","10","5","87","8.7","0","0","9","49.1","5.5","0.0%"
"77","Mack Strong (FA)","17","78","4.6","16","0","0","22","5","166","7.5","0","0","16","46.4","2.9","0.0%"
"78","Heath Evans (FA)","52","192","3.7","21","0","0","14","0","105","7.5","0","0","12","45.7","3.8","0.0%"
"79","Shaud Williams (FA)","45","161","3.6","28","0","0","17","0","118","6.9","0","0","16","44.9","2.8","0.0%"
"80","Maurice Morris (FA)","71","288","4.1","49","0","1","5","0","48","9.6","0","0","14","44.6","3.2","0.0%"
"81","Lamar Gordon (FA)","54","182","3.4","11","0","1","11","0","79","7.2","0","0","14","43.1","3.1","0.0%"
"82","LaBrandon Toefield (FA)","36","142","3.9","32","0","4","3","0","17","5.7","0","0","7","42.9","6.1","0.0%"
"83","Nick Goings (FA)","37","133","3.6","17","0","0","14","0","151","10.8","0","0","12","42.4","3.5","0.0%"
"84","Jeremi Johnson (FA)","8","14","1.8","5","0","0","12","0","65","5.4","3","0","11","37.9","3.4","0.0%"
"85","Ron Dayne (FA)","53","270","5.1","55","0","1","3","2","17","5.7","0","0","8","37.7","4.7","0.0%"
"86","Rock Cartwright (FA)","27","199","7.4","52","0","2","2","1","23","11.5","0","0","13","36.2","2.8","0.0%"
"87","Jarrett Payton (FA)","33","105","3.2","15","0","2","6","0","30","5.0","0","0","11","31.5","2.9","0.0%"
"88","Duce Staley (FA)","38","148","3.9","17","0","1","6","0","34","5.7","0","0","4","30.2","7.6","0.0%"
"89","Ciatrick Fason (FA)","32","62","1.9","15","0","4","0","0","0","0","0","0","9","30.2","3.4","0.0%"
"90","Daimon Shelton (FA)","1","0","0.0","0","0","0","13","0","98","7.5","1","0","11","28.8","2.6","0.0%"
"91","Marc Edwards (FA)","0","0","0","0","0","0","10","1","66","6.6","2","0","8","28.6","3.6","0.0%"
"92","Cedric Benson (FA)","67","272","4.1","36","0","0","1","0","3","3.0","0","0","9","28.5","3.2","0.0%"
"93","Reno Mahe (FA)","20","87","4.4","13","0","0","12","3","68","5.7","0","0","11","27.5","2.5","0.0%"
"94","Sammy Morris (FA)","16","58","3.6","9","0","1","8","0","54","6.8","0","0","13","25.2","1.9","0.0%"
"95","Brad Hoover (FA)","10","22","2.2","4","0","0","14","0","87","6.2","0","0","11","24.9","2.3","0.0%"
"96","Najeh Davenport (FA)","30","105","3.5","24","0","2","2","0","3","1.5","0","0","5","24.8","5.0","0.0%"
"97","Terrelle Smith (FA)","6","9","1.5","4","0","0","12","0","58","4.8","1","0","8","24.7","3.1","0.0%"
"98","Noah Herron (FA)","48","123","2.6","17","0","2","0","0","0","0","0","0","5","24.3","4.9","0.0%"
"99","Tony Richardson (FA)","6","20","3.3","8","0","0","9","0","68","7.6","1","0","12","23.8","2.0","0.0%"
"100","Lousaka Polite (FA)","2","8","4.0","6","0","0","9","2","72","8.0","1","0","10","23.0","2.3","0.0%"
"101","Troy Fleming (FA)","0","0","0","0","0","0","10","0","69","6.9","1","0","10","22.9","2.3","0.0%"
"102","Tyson Thompson (FA)","46","182","4.0","16","0","0","3","0","16","5.3","0","0","15","22.8","1.5","0.0%"
"103","Jim Finn (FA)","0","0","0","0","0","0","13","6","98","7.5","0","0","7","22.8","3.3","0.0%"
"104","Josh Parry (FA)","0","0","0","0","0","0","13","0","89","6.8","0","0","11","21.9","2.0","0.0%"
"105","Terry Jackson (FA)","2","11","5.5","11","0","0","10","5","67","6.7","0","0","14","19.8","1.4","0.0%"
"106","Arlen Harris (FA)","13","21","1.6","10","0","1","4","0","34","8.5","0","0","13","17.5","1.3","0.0%"
"107","Jameel Cook (FA)","0","0","0","0","0","0","7","1","43","6.1","1","0","12","17.3","1.4","0.0%"
"108","Mike Karney (FA)","6","12","2.0","3","0","0","10","0","61","6.1","0","0","12","17.3","1.4","0.0%"
"109","Cory Schlesinger (FA)","1","1","1.0","1","0","0","8","0","31","3.9","1","0","6","17.2","2.9","0.0%"
"110","William Green (FA)","20","78","3.9","17","0","0","5","0","30","6.0","0","0","7","15.8","2.3","0.0%"
"111","Derrick Ward (FA)","35","123","3.5","12","0","0","2","1","13","6.5","0","0","12","15.6","1.3","0.0%"
"112","Moe Williams (FA)","13","20","1.5","9","0","0","8","0","52","6.5","0","0","5","15.2","3.0","0.0%"
"113","Derrick Wimbush (FA)","3","12","4.0","7","0","1","5","3","26","5.2","0","0","14","14.8","1.1","0.0%"
"114","Aveion Cason (FA)","10","65","6.5","14","0","1","1","0","11","11.0","0","0","1","14.6","14.6","0.0%"
"115","Anthony Thomas (FA)","43","92","2.1","12","0","0","4","1","13","3.3","0","0","9","14.5","1.6","0.0%"
"116","Dan Kreider (FA)","3","21","7.0","12","0","0","7","3","43","6.1","0","0","8","13.4","1.7","0.0%"
"117","Dee Brown (FA)","7","21","3.0","7","0","0","3","0","23","7.7","1","0","7","13.4","1.9","0.0%"
"118","Jason Wright (FA)","11","27","2.5","6","0","1","3","0","15","5.0","0","0","3","13.2","4.4","0.0%"
"119","Justin Green (FA)","5","4","0.8","4","0","0","7","3","32","4.6","0","0","8","12.6","1.6","0.0%"
"120","Paul Smith (FA)","4","16","4.0","6","0","0","6","0","49","8.2","0","0","7","12.5","1.8","0.0%"
"121","Leonard Weaver (FA)","17","80","4.7","24","0","0","1","0","12","12.0","0","0","8","10.2","1.3","0.0%"
"122","Lee Suggs (FA)","8","15","1.9","7","0","0","6","0","26","4.3","0","0","6","10.1","1.7","0.0%"
"123","Jamal Robertson (FA)","14","41","2.9","11","0","1","0","0","0","0","0","0","5","10.1","2.0","0.0%"
"124","Derrick Blaylock (FA)","17","53","3.1","11","0","0","3","0","17","5.7","0","0","6","10.0","1.7","0.0%"
"125","Ran Carthon (FA)","13","18","1.4","7","0","1","1","0","10","10.0","0","0","4","9.8","2.5","0.0%"
"126","Darren Sproles (FA)","8","50","6.3","21","0","0","3","0","10","3.3","0","0","15","9.0","0.6","0.1%"
"127","Joe Burns (FA)","0","0","0","0","0","0","1","0","19","19.0","1","0","9","8.9","1.0","0.0%"
"128","Earnest Graham (FA)","28","83","3.0","16","0","0","0","0","0","0","0","0","9","8.3","0.9","0.0%"
"129","B.J. Askew (FA)","13","59","4.5","14","0","0","1","0","11","11.0","0","0","5","8.0","1.6","0.0%"
"130","Chris Hetherington (FA)","1","3","3.0","3","0","0","5","2","26","5.2","0","0","10","7.9","0.8","0.0%"
"131","Jason McKie (FA)","3","22","7.3","13","0","0","4","0","15","3.8","0","0","4","7.7","1.9","0.0%"
"132","Damien Nash (FA)","6","32","5.3","8","0","0","3","0","14","4.7","0","0","2","7.6","3.8","0.0%"
"133","Moran Norris (FA)","0","0","0","0","0","0","1","0","4","4.0","1","0","8","7.4","0.9","0.0%"
"134","Bruce Perry (FA)","16","74","4.6","11","0","0","0","0","0","0","0","0","2","7.4","3.7","0.0%"
"135","James Mungro (FA)","7","15","2.1","7","0","0","3","0","28","9.3","0","0","8","7.3","0.9","0.0%"
"136","Bryan Johnson (FA)","1","5","5.0","5","0","0","5","0","15","3.0","0","0","4","7.0","1.8","0.0%"
"137","Vonta Leach (FA)","0","0","0","0","0","0","5","0","19","3.8","0","0","16","6.9","0.4","0.0%"
"138","James Jackson (FA)","4","11","2.8","3","0","0","2","0","31","15.5","0","0","6","6.2","1.0","0.0%"
"139","Michael Cloud (FA)","24","59","2.5","15","0","0","0","0","0","0","0","0","6","5.9","1.0","0.0%"
"140","Cecil Sapp (FA)","5","21","4.2","10","0","0","2","0","17","8.5","0","0","11","5.8","0.5","0.0%"
"141","Justin Fargas (FA)","5","28","5.6","15","0","0","1","0","9","9.0","0","0","9","4.7","0.5","0.0%"
"142","Ovie Mughelli (FA)","0","0","0","0","0","0","3","0","13","4.3","0","0","10","4.3","0.4","0.0%"
"143","Fred McCrary (FA)","0","0","0","0","0","0","3","1","12","4.0","0","0","7","4.2","0.6","0.0%"
"144","Alan Ricard (FA)","0","0","0","0","0","0","2","0","18","9.0","0","0","2","3.8","1.9","0.0%"
"145","Paul Irons (FA)","0","0","0","0","0","0","2","0","16","8.0","0","0","1","3.6","3.6","0.0%"
"146","Musa Smith (FA)","0","0","0","0","0","0","3","0","5","1.7","0","0","1","3.5","3.5","0.0%"
"147","Fred Beasley (FA)","0","0","0","0","0","0","2","0","12","6.0","0","0","2","3.2","1.6","0.0%"
"148","Reshard Lee (FA)","11","16","1.5","4","0","0","1","0","5","5.0","0","0","7","3.1","0.4","0.0%"
"149","Amos Zereoue (FA)","7","14","2.0","12","0","0","1","0","5","5.0","0","0","1","2.9","2.9","0.0%"
"150","Walter Williams (FA)","0","0","0","0","0","0","1","0","19","19.0","0","0","1","2.9","2.9","0.0%"
"151","Travis Minor (FA)","5","17","3.4","9","0","0","1","0","0","0.0","0","0","9","2.7","0.3","0.0%"
"152","Ronnie Cruz (FA)","0","0","0","0","0","0","1","0","15","15.0","0","0","6","2.5","0.4","0.0%"
"153","Jamel White (FA)","6","17","2.8","5","0","0","0","0","0","0","0","0","3","1.7","0.6","0.0%"
"154","Jarrod Baxter (FA)","0","0","0","0","0","0","1","0","4","4.0","0","0","3","1.4","0.5","0.0%"
"155","Damien Anderson (FA)","2","7","3.5","6","0","0","0","0","0","0","0","0","2","0.7","0.4","0.0%"
"156","Rod Smart (FA)","3","6","2.0","6","0","0","0","0","0","0","0","0","12","0.6","0.1","0.0%"
"157","Andrew Pinnock (FA)","1","4","4.0","4","0","0","0","0","0","0","0","0","5","0.4","0.1","0.0%"
"158","Nehemiah Broughton (FA)","1","3","3.0","3","0","0","0","0","0","0","0","0","2","0.3","0.2","0.0%"
"159","Fred McAfee (FA)","0","0","0","0","0","0","0","0","0","0","0","0","14","0.0","0.0","0.0%"
"160","Tony Hollings (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"161","Rich Alexis (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"162","Adimchinobe Echemandu (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"163","Keith Smith (FA)","0","0","0","0","0","0","0","0","0","0","0","0","8","0.0","0.0","0.0%"
"164","Jason Anderson (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"165","Terry Butler (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"166","DeAndra Cobb (FA)","0","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"167","Omar Easy (FA)","0","0","0","0","0","0","0","0","0","0","0","0","9","0.0","0.0","0.0%"
"168","Darian Barnes (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"169","Josh Scobey (FA)","0","0","0","0","0","0","0","0","0","0","0","0","16","0.0","0.0","0.0%"
"170","Kenny Watson (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"171","Nick Luchey (FA)","1","0","0.0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"172","Chad Morton (FA)","0","0","0","0","0","0","0","0","0","0","0","0","16","0.0","0.0","0.0%"
"173","Harold Morrow (FA)","0","0","0","0","0","0","0","0","0","0","0","0","9","0.0","0.0","0.0%"
"174","Chris Massey (FA)","0","0","0","0","0","0","0","0","0","0","0","0","6","0.0","0.0","0.0%"
"175","Luke Lawton (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"176","Corey McIntyre (FA)","0","0","0","0","0","0","0","0","0","0","0","0","9","0.0","0.0","0.0%"
""
""
