"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"40","Travis Taylor (FA)","50","0","604","12.1","31","0","4","2","3","0","0","16","134.7","8.4","0.0%"
"41","Ashley Lelie (FA)","42","4","770","18.3","56","0","1","5","84","0","0","16","133.4","8.3","0.0%"
"42","Antonio Chatman (FA)","49","1","549","11.2","25","0","4","8","34","0","0","16","131.3","8.2","0.0%"
"43","Brian Finneran (FA)","50","2","611","12.2","53","0","2","0","0","0","0","14","129.1","9.2","0.0%"
"44","Justin McCareins (FA)","43","7","713","16.6","45","0","2","1","8","0","0","16","127.1","7.9","0.0%"
"45","Marty Booker (FA)","39","0","686","17.6","60","0","3","0","0","0","0","14","125.6","9.0","0.0%"
"46","Reggie Brown (FA)","43","8","571","13.3","56","0","4","1","5","0","0","14","124.6","8.9","0.0%"
"47","Joe Horn (FA)","49","0","654","13.3","30","0","1","0","0","0","0","13","120.4","9.3","0.0%"
"48","Jabar Gaffney (FA)","55","14","492","8.9","29","0","2","4","13","0","0","14","117.5","8.4","0.0%"
"49","Matt Jones (FA)","36","9","432","12.0","42","0","5","12","51","0","0","15","114.7","7.6","0.0%"
"50","Marcus Robinson (FA)","31","0","515","16.6","68","0","5","0","0","0","0","15","114.5","7.6","0.0%"
"51","Mark Clayton (FA)","44","7","471","10.7","47","0","2","8","33","1","0","13","112.4","8.6","0.0%"
"52","Greg Lewis (FA)","48","6","561","11.7","34","0","1","2","13","0","0","16","111.4","7.0","0.0%"
"53","Doug Gabriel (FA)","37","0","554","15.0","38","0","3","1","5","0","0","13","110.9","8.5","0.0%"
"54","Antwaan Randle El (FA)","35","16","558","15.9","63","0","1","12","73","0","0","16","110.7","6.9","0.0%"
"55","Corey Bradford (FA)","34","8","436","12.8","50","0","5","1","-2","0","0","12","109.4","9.1","0.0%"
"56","Chris Henry (FA)","31","0","422","13.6","47","0","6","0","0","0","0","11","109.2","9.9","0.0%"
"57","Samie Parker (FA)","36","0","533","14.8","49","0","3","0","0","0","0","11","107.3","9.8","0.0%"
"58","Isaac Bruce (FA)","36","8","525","14.6","46","0","3","0","0","0","0","11","106.5","9.7","0.0%"
"59","Darrell Jackson (FA)","38","9","482","12.7","48","0","3","1","7","0","0","6","104.9","17.5","0.0%"
"60","Michael Jenkins (FA)","36","6","508","14.1","58","0","3","0","0","0","0","14","104.8","7.5","0.0%"
"61","Dennis Northcutt (FA)","42","0","441","10.5","58","0","2","2","33","0","0","16","101.4","6.3","0.0%"
"62","Brandon Stokley (FA)","41","0","543","13.2","45","0","1","0","0","0","0","13","101.3","7.8","0.0%"
"63","Braylon Edwards (FA)","32","0","512","16.0","80","0","3","0","0","0","0","10","101.2","10.1","0.0%"
"64","Shaun McDonald (FA)","46","2","523","11.4","31","0","0","1","7","0","0","15","99.0","6.6","0.0%"
"65","Troy Brown (FA)","39","0","466","11.9","71","0","2","0","0","0","0","12","97.6","8.1","0.0%"
"66","Az-Zahir Hakim (FA)","34","0","489","14.4","42","0","2","0","0","0","0","11","94.9","8.6","0.0%"
"67","Roddy White (FA)","29","8","446","15.4","54","0","3","4","12","0","0","14","92.8","6.6","0.0%"
"68","Ricky Proehl (FA)","25","0","441","17.6","69","0","4","1","-8","0","0","13","92.3","7.1","0.0%"
"69","Bryant Johnson (FA)","40","0","432","10.8","41","0","1","1","0","0","0","14","89.2","6.4","0.0%"
"70","Josh Reed (FA)","32","0","449","14.0","51","0","2","1","-3","0","0","16","88.6","5.5","0.0%"
"71","Arnaz Battle (FA)","32","6","363","11.3","39","0","3","8","11","0","0","9","88.5","9.8","0.0%"
"72","Robert Ferguson (FA)","27","8","366","13.6","51","0","3","0","0","0","0","11","83.6","7.6","0.0%"
"73","Scottie Vines (FA)","40","13","417","10.4","40","0","0","1","7","0","0","12","82.4","6.9","0.0%"
"74","D.J. Hackett (FA)","28","4","400","14.3","47","0","2","0","0","0","0","10","80.0","8.0","0.0%"
"75","Reggie Williams (FA)","35","15","445","12.7","41","0","0","2","3","0","1","12","77.8","6.5","0.0%"
"76","Justin Gage (FA)","31","4","346","11.2","25","0","2","0","0","0","0","12","77.6","6.5","0.0%"
"77","Troy Williamson (FA)","24","0","372","15.5","56","0","2","3","28","0","0","13","76.0","5.8","0.0%"
"78","Devery Henderson (FA)","22","0","343","15.6","66","0","3","1","9","0","0","14","75.2","5.4","0.0%"
"79","Wes Welker (FA)","29","0","434","15.0","47","0","0","1","5","0","0","16","72.9","4.6","0.0%"
"80","Koren Robinson (FA)","22","0","347","15.8","80","0","1","4","27","1","0","14","71.4","5.1","0.0%"
"81","Tim Dwight (FA)","19","0","332","17.5","59","0","3","4","11","0","0","16","71.3","4.5","0.0%"
"82","Cedrick Wilson (FA)","26","9","451","17.3","46","0","0","1","0","0","0","15","71.1","4.7","0.0%"
"83","Reche Caldwell (FA)","28","1","352","12.6","43","0","1","2","10","0","0","13","70.2","5.4","0.0%"
"84","Mike Williams (FA)","29","11","350","12.1","49","0","1","0","0","0","0","13","70.0","5.4","0.0%"
"85","Michael Clayton (FA)","32","1","372","11.6","41","0","0","1","2","0","0","11","69.4","6.3","0.0%"
"86","Ike Hilliard (FA)","35","2","282","8.1","22","0","1","0","0","0","0","13","69.2","5.3","0.0%"
"87","Nate Burleson (FA)","30","0","328","10.9","20","0","1","2","-6","0","0","12","68.2","5.7","0.0%"
"88","Patrick Crayton (FA)","22","4","341","15.5","63","0","2","1","0","0","0","11","68.1","6.2","0.0%"
"89","Keary Colbert (FA)","25","0","282","11.3","42","0","2","1","6","0","0","12","65.8","5.5","0.0%"
"90","Brandon Jones (FA)","23","0","299","13.0","38","0","2","1","1","0","0","9","65.0","7.2","0.0%"
"91","Roydell Williams (FA)","21","0","299","14.2","50","0","2","0","0","0","0","7","62.9","9.0","0.0%"
"92","Frisman Jackson (FA)","24","0","287","12.0","68","0","1","0","0","0","0","9","58.7","6.5","0.0%"
"93","Courtney Roby (FA)","21","0","289","13.8","32","0","1","2","16","0","0","12","57.5","4.8","0.0%"
"94","Billy McMullen (FA)","18","9","268","14.9","38","0","1","0","0","0","0","12","50.8","4.2","0.0%"
"95","Johnnie Morton (FA)","21","0","288","13.7","30","0","0","0","0","0","0","12","49.8","4.2","0.0%"
"96","Troy Walters (FA)","14","0","152","10.9","39","0","3","0","0","0","0","15","47.2","3.1","0.0%"
"97","Dane Looker (FA)","23","0","237","10.3","23","0","0","0","0","0","0","11","46.7","4.2","0.0%"
"98","Kevin Walter (FA)","19","0","211","11.1","33","0","1","0","0","0","0","16","46.1","2.9","0.0%"
"99","Jerricho Cotchery (FA)","19","0","251","13.2","45","0","0","1","4","0","0","16","44.5","2.8","0.0%"
"100","David Patten (FA)","22","7","217","9.9","32","0","0","0","0","0","0","8","43.7","5.5","0.0%"
"101","LeRon McCoy (FA)","18","0","191","10.6","24","0","1","0","0","0","0","7","43.1","6.2","0.0%"
"102","Tyrone Calico (FA)","22","0","191","8.7","18","0","0","0","0","0","0","11","41.1","3.7","0.0%"
"103","Mark Bradley (FA)","18","5","230","12.8","54","0","0","0","0","0","0","7","41.0","5.9","0.0%"
"104","Bernard Berrian (FA)","13","0","246","18.9","54","0","0","2","31","0","0","7","40.7","5.8","0.0%"
"105","Charles Rogers (FA)","14","1","197","14.1","35","0","1","0","0","0","0","9","39.7","4.4","0.0%"
"106","Alvis Whitted (FA)","14","0","183","13.1","26","0","0","2","51","0","0","9","37.4","4.2","0.0%"
"107","Chris Horn (FA)","18","0","187","10.4","50","0","0","0","0","0","0","12","36.7","3.1","0.0%"
"108","Randy Hymes (FA)","11","4","132","12.0","21","0","2","0","0","0","0","11","36.2","3.3","0.0%"
"109","Quincy Morgan (FA)","9","5","150","16.7","31","0","2","0","0","0","0","14","36.0","2.6","0.0%"
"110","Roscoe Parrish (FA)","15","0","148","9.9","28","0","1","2","-2","0","0","10","35.7","3.6","0.0%"
"111","James Thrash (FA)","14","3","194","13.9","41","0","0","1","8","0","0","11","34.2","3.1","0.0%"
"112","Rod Gardner (FA)","13","0","151","11.6","33","0","1","0","0","0","0","6","34.1","5.7","0.0%"
"113","Andre Davis (FA)","9","0","190","21.1","60","0","1","0","0","0","0","7","34.0","4.9","0.0%"
"114","Tim Carter (FA)","10","6","186","18.6","44","0","0","6","46","0","0","12","33.2","2.8","0.0%"
"115","Kevin Johnson (FA)","17","0","133","7.8","25","0","0","0","0","0","0","5","30.3","6.1","0.0%"
"116","Wayne Chrebet (FA)","15","2","153","10.2","20","0","0","0","0","0","0","6","30.3","5.1","0.0%"
"117","Peter Warrick (FA)","11","1","180","16.4","42","0","0","1","5","0","0","10","29.5","3.0","0.0%"
"118","Charles Lee (FA)","11","0","152","13.8","49","0","0","0","0","0","0","6","26.2","4.4","0.0%"
"119","Kelley Washington (FA)","10","0","101","10.1","18","0","1","0","0","0","0","5","26.1","5.2","0.0%"
"120","Todd Devoe (FA)","9","1","87","9.7","44","0","1","0","0","0","0","10","23.7","2.4","0.0%"
"121","Jerheme Urban (FA)","7","0","151","21.6","46","0","0","0","0","0","0","4","22.1","5.5","0.0%"
"122","Marc Boerigter (FA)","8","0","119","14.9","38","0","0","0","0","0","0","6","21.9","3.7","0.0%"
"123","Bryan Gilmore (FA)","5","0","105","21.0","44","0","1","0","0","0","0","10","21.5","2.2","0.0%"
"124","Drew Carter (FA)","5","0","103","20.6","40","0","1","0","0","0","0","2","21.3","10.7","0.0%"
"125","Derick Armstrong (FA)","9","0","115","12.8","28","0","0","0","0","0","0","7","20.5","2.9","0.0%"
"126","Edell Shepherd (FA)","6","0","103","17.2","46","0","1","0","0","0","1","12","20.3","1.7","0.0%"
"127","Jason McAddley (FA)","7","0","125","17.9","38","0","0","0","0","0","0","9","19.5","2.2","0.0%"
"128","Tab Perry (FA)","4","0","21","5.3","13","0","1","3","9","1","0","16","19.0","1.2","0.0%"
"129","Jerome Mathis (FA)","5","4","65","13.0","34","0","1","0","0","0","0","12","17.5","1.5","0.0%"
"130","Bethel Johnson (FA)","4","0","67","16.8","55","0","1","0","0","0","0","11","16.7","1.5","0.0%"
"131","Jonathan Smith (FA)","5","0","56","11.2","19","0","1","1","1","0","0","5","16.7","3.3","0.0%"
"132","Peerless Price (FA)","6","2","96","16.0","58","0","0","1","9","0","0","6","16.5","2.8","0.0%"
"133","David Tyree (FA)","5","0","52","10.4","18","0","1","0","0","0","0","10","16.2","1.6","0.0%"
"134","Andrae Thurman (FA)","7","1","92","13.1","33","0","0","0","0","0","0","14","16.2","1.2","0.0%"
"135","Aaron Moorehead (FA)","7","0","75","10.7","24","0","0","0","0","0","0","2","14.5","7.3","0.0%"
"136","Darnerien McCants (FA)","5","2","87","17.4","22","0","0","0","0","0","0","7","13.7","2.0","0.0%"
"137","David Boston (FA)","4","0","80","20.0","54","0","0","0","0","0","0","3","12.0","4.0","0.0%"
"138","Dez White (FA)","2","0","25","12.5","14","0","1","0","0","0","0","3","10.5","3.5","0.0%"
"139","Sam Aiken (FA)","4","0","57","14.3","22","0","0","0","0","0","0","15","9.7","0.6","0.0%"
"140","Nate Poole (FA)","3","0","63","21.0","42","0","0","0","0","0","0","4","9.3","2.3","0.0%"
"141","Clarence Moore (FA)","3","0","59","19.7","24","0","0","0","0","0","0","3","8.9","3.0","0.0%"
"142","Vincent Jackson (FA)","3","3","59","19.7","21","0","0","0","0","0","0","8","8.9","1.1","0.0%"
"143","Terrence Murphy (FA)","5","0","36","7.2","12","0","0","0","0","0","0","3","8.6","2.9","0.0%"
"144","Reggie Newhouse (FA)","4","0","45","11.3","17","0","0","0","0","0","0","2","8.5","4.3","0.0%"
"145","Donovan Morgan (FA)","4","6","42","10.5","14","0","0","0","0","0","0","3","8.2","2.7","0.0%"
"146","Javon Walker (FA)","4","0","27","6.8","9","0","0","0","0","0","0","1","6.7","6.7","0.0%"
"147","Brandon Childress (FA)","3","0","32","10.7","21","0","0","0","0","0","0","1","6.2","6.2","0.0%"
"148","Pat Johnson (FA)","2","1","31","15.5","19","0","0","0","0","0","0","5","5.1","1.0","0.0%"
"149","Dante Ridgeway (FA)","2","0","26","13.0","17","0","0","0","0","0","0","1","4.6","4.6","0.0%"
"150","Cortez Hankton (FA)","3","0","15","5.0","8","0","0","0","0","0","0","1","4.5","4.5","0.0%"
"151","Kassim Osgood (FA)","2","1","21","10.5","15","0","0","1","4","0","0","12","4.5","0.4","0.0%"
"152","Darius Watts (FA)","2","0","22","11.0","12","0","0","0","0","0","0","2","4.2","2.1","0.0%"
"153","Troy Edwards (FA)","2","0","15","7.5","8","0","0","0","0","0","0","1","3.5","3.5","0.0%"
"154","Eddie Berlin (FA)","2","0","9","4.5","9","0","0","0","0","0","0","3","2.9","1.0","0.0%"
"155","Jerome Pathon (FA)","1","0","18","18.0","18","0","0","0","0","0","0","5","2.8","0.6","0.0%"
"156","Jimmy Farris (FA)","1","1","18","18.0","18","0","0","0","0","0","0","1","2.8","2.8","0.0%"
"157","Dominique Thompson (FA)","1","0","13","13.0","13","0","0","0","0","0","0","1","2.3","2.3","0.0%"
"158","Glenn Martinez (FA)","1","1","11","11.0","11","0","0","0","0","0","0","4","2.1","0.5","0.0%"
"159","Josh Cribbs (FA)","1","0","7","7.0","7","0","0","0","0","0","0","14","1.7","0.1","0.0%"
"160","O.J. Small (FA)","1","0","6","6.0","6","0","0","0","0","0","0","1","1.6","1.6","0.0%"
"161","Terrance Copper (FA)","1","1","5","5.0","5","0","0","0","0","0","0","15","1.5","0.1","0.0%"
"162","Antonio Brown (FA)","0","0","0","0","0","0","0","2","7","0","0","7","0.7","0.1","0.0%"
"163","Willie Ponder (FA)","0","0","0","0","0","0","0","1","4","0","0","10","0.4","0.0","0.0%"
"164","Rasheed Marshall (FA)","1","0","-1","-1.0","0","0","0","1","-7","0","0","10","0.2","0.0","0.0%"
"165","J.J. Moses (FA)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"166","Keenan Howry (FA)","0","0","0","0","0","0","0","0","0","0","0","4","0.0","0.0","0.0%"
"167","Alex Bannister (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"168","Michael Lewis (FA)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"169","Karl Hankton (FA)","0","0","0","0","0","0","0","0","0","0","0","10","0.0","0.0","0.0%"
"170","Johnnie Morant (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"171","Jamaar Taylor (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"172","Devard Darling (FA)","0","0","0","0","0","0","0","0","0","0","0","6","0.0","0.0","0.0%"
"173","Sloan Thomas (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"174","Rich Parson (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"175","Carl Ford (FA)","0","0","0","0","0","0","0","0","0","0","0","5","0.0","0.0","0.0%"
"176","Jamal Jones (FA)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"177","Romby Bryant (FA)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"178","Chad Owens (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"179","Otis Amey (FA)","0","0","0","0","0","0","0","0","0","0","0","8","0.0","0.0","0.0%"
"180","Nate Washington (FA)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"181","Mark Jones (FA)","0","0","0","0","0","0","0","0","0","0","0","16","0.0","0.0","0.0%"
"182","Sean Morey (FA)","0","0","0","0","0","0","0","0","0","0","0","12","0.0","0.0","0.0%"
"183","Tebucky Jones (FA)","0","0","0","0","0","0","0","0","0","0","0","6","0.0","0.0","0.0%"
"184","Eddie Drummond (FA)","0","0","0","0","0","0","0","1","-3","0","0","12","-0.3","0.0","0.0%"
""
""
