"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Antonio Gates (FA)","89","9","1,101","12.4","38","0","10","0","0","0","0","15","259.1","17.3","0.2%"
"2","Todd Heap (FA)","75","7","855","11.4","48","0","7","0","0","0","0","16","202.5","12.7","0.0%"
"3","Jerry Porter (FA)","76","0","942","12.4","49","0","5","1","-8","0","0","16","199.4","12.5","0.0%"
"4","Jeremy Shockey (FA)","65","43","891","13.7","59","0","7","0","0","0","0","15","198.1","13.2","0.0%"
"5","Chris Cooley (FA)","71","11","774","10.9","32","0","7","0","0","0","0","16","190.4","11.9","0.0%"
"6","Alge Crumpler (FA)","65","6","877","13.5","48","0","5","0","0","0","0","16","184.7","11.5","0.0%"
"7","Tony Gonzalez (FA)","78","0","905","11.6","39","0","2","0","0","0","0","16","180.5","11.3","0.0%"
"8","Jason Witten (FA)","66","14","757","11.5","34","0","6","0","0","0","0","16","177.7","11.1","0.0%"
"9","Ernest Wilford (FA)","41","5","681","16.6","39","0","7","0","0","0","0","16","151.1","9.4","0.0%"
"10","Randy McMichael (FA)","60","0","582","9.7","30","0","5","0","0","0","0","16","148.2","9.3","0.0%"
"11","L.J. Smith (FA)","61","4","682","11.2","48","0","3","0","0","0","0","16","147.2","9.2","0.0%"
"12","Ben Troupe (FA)","55","0","530","9.6","35","0","4","0","0","0","0","14","132.0","9.4","0.0%"
"13","Jermaine Wiggins (FA)","69","0","568","8.2","24","0","1","0","0","0","0","15","131.8","8.8","0.0%"
"14","Jerramy Stevens (FA)","45","9","554","12.3","35","0","5","0","0","0","0","15","130.4","8.7","0.0%"
"15","Erron Kinney (FA)","55","0","543","9.9","27","0","2","0","0","0","0","13","121.3","9.3","0.0%"
"16","Heath Miller (FA)","39","12","459","11.8","50","0","6","0","0","0","0","14","120.9","8.6","0.0%"
"17","Marcus Pollard (FA)","46","7","516","11.2","86","0","3","0","0","0","0","15","115.6","7.7","0.0%"
"18","Dallas Clark (FA)","37","0","488","13.2","56","0","4","0","0","0","0","14","109.8","7.8","0.0%"
"19","Steve Heiden (FA)","43","0","401","9.3","62","0","3","0","0","0","0","15","101.1","6.7","0.0%"
"20","Benjamin Watson (FA)","29","0","441","15.2","35","0","4","0","0","0","0","15","97.1","6.5","2.8%"
"21","Alex Smith (FA)","41","12","367","9.0","24","0","2","0","0","0","0","16","89.7","5.6","0.0%"
"22","Jeb Putzier (FA)","37","4","481","13.0","32","0","0","0","0","0","0","15","87.1","5.8","0.0%"
"23","Zach Hilton (FA)","35","0","396","11.3","29","0","1","0","0","0","0","12","80.6","6.7","0.0%"
"24","Bo Scaife (FA)","37","0","273","7.4","19","0","2","0","0","0","0","13","76.3","5.9","0.0%"
"25","Donald Lee (FA)","33","3","294","8.9","27","0","2","0","0","0","0","14","74.4","5.3","0.0%"
"26","Courtney Anderson (FA)","24","0","303","12.6","36","0","3","0","0","0","0","12","72.3","6.0","0.0%"
"27","David Martin (FA)","27","5","224","8.3","21","0","3","0","0","0","0","10","69.4","6.9","0.0%"
"28","Doug Jolley (FA)","29","0","324","11.2","60","0","1","0","0","0","0","11","67.4","6.1","0.0%"
"29","Mike Sellers (FA)","12","1","72","6.0","19","0","7","1","1","1","0","12","67.3","5.6","0.0%"
"30","Adam Bergen (FA)","28","0","270","9.6","32","0","1","0","0","0","0","14","61.0","4.4","0.0%"
"31","Desmond Clark (FA)","24","4","229","9.5","31","0","2","0","0","0","0","14","58.9","4.2","0.0%"
"32","Daniel Graham (FA)","16","0","235","14.7","45","0","3","0","0","0","0","7","57.5","8.2","0.0%"
"33","Bryan Fletcher (FA)","18","0","202","11.2","23","0","3","0","0","0","0","10","56.2","5.6","0.0%"
"34","Kris Mangum (FA)","23","0","202","8.8","24","0","2","0","0","0","0","12","55.2","4.6","0.0%"
"35","Bubba Franks (FA)","25","0","207","8.3","24","0","1","0","0","0","0","7","51.7","7.4","0.0%"
"36","Chris Baker (FA)","18","3","269","14.9","47","0","1","0","0","0","0","8","50.9","6.4","0.0%"
"37","Matt Schobel (FA)","18","0","193","10.7","28","0","1","0","0","0","0","13","45.3","3.5","0.0%"
"38","Stephen Alexander (FA)","21","0","170","8.1","15","0","1","0","0","0","0","15","44.0","2.9","0.0%"
"39","Daniel Wilcox (FA)","20","0","154","7.7","17","0","1","0","0","0","0","12","41.4","3.5","0.0%"
"40","Marcellus Rivers (FA)","24","8","168","7.0","20","0","0","0","0","0","0","12","40.8","3.4","0.0%"
"41","Kyle Brady (FA)","18","3","157","8.7","33","0","1","0","0","0","0","13","39.7","3.1","0.0%"
"42","Michael Gaines (FA)","12","0","155","12.9","38","0","2","0","0","0","0","7","39.5","5.6","0.0%"
"43","Aaron Shea (FA)","18","0","153","8.5","27","0","1","0","0","0","0","9","39.3","4.4","0.0%"
"44","Jimmy Kleinsasser (FA)","22","0","171","7.8","15","0","0","0","0","0","0","13","39.1","3.0","0.0%"
"45","Robert Royal (FA)","18","7","131","7.3","29","0","1","0","0","0","0","11","37.1","3.4","0.0%"
"46","George Wrighster (FA)","13","1","120","9.2","27","0","2","0","0","0","0","11","37.0","3.4","0.0%"
"47","Ernie Conwell (FA)","13","0","165","12.7","31","0","1","0","0","0","0","6","35.5","5.9","0.0%"
"48","Mark Campbell (FA)","19","0","139","7.3","27","0","0","0","0","0","0","11","32.9","3.0","0.0%"
"49","Brandon Manumaleuna (FA)","13","0","129","9.9","33","0","1","1","2","0","0","12","32.1","2.7","0.0%"
"50","Eric Edwards (FA)","12","0","133","11.1","63","0","1","0","0","0","0","8","31.3","3.9","0.0%"
"51","Reggie Kelly (FA)","15","0","90","6.0","16","0","1","0","0","0","0","10","30.0","3.0","0.0%"
"52","Randal Williams (FA)","13","0","164","12.6","34","0","0","0","0","0","0","12","29.4","2.5","0.0%"
"53","Ryan Hannam (FA)","13","5","89","6.8","20","0","1","0","0","0","0","10","27.9","2.8","0.0%"
"54","Anthony Becht (FA)","16","2","112","7.0","17","0","0","0","0","0","0","12","27.2","2.3","0.0%"
"55","Bobby Wade (FA)","14","2","120","8.6","17","0","0","1","1","0","0","14","26.1","1.9","0.0%"
"56","Christian Fauria (FA)","8","0","57","7.1","18","0","2","0","0","0","0","7","25.7","3.7","0.0%"
"57","Ben Utecht (FA)","3","0","59","19.7","26","0","2","0","0","0","0","3","20.9","7.0","0.0%"
"58","Justin Peelle (FA)","11","0","38","3.5","11","0","1","0","0","0","0","10","20.8","2.1","0.0%"
"59","Casey Fitzsimmons (FA)","10","1","45","4.5","11","0","1","0","0","0","0","10","20.5","2.1","0.0%"
"60","Visanthe Shiancoe (FA)","8","2","91","11.4","17","0","0","0","0","0","0","7","17.1","2.4","0.0%"
"61","Terry Jones (FA)","9","2","76","8.4","21","0","0","0","0","0","0","6","16.6","2.8","0.0%"
"62","Madison Hedgecock (FA)","9","1","69","7.7","15","0","0","1","0","0","0","12","15.9","1.3","0.0%"
"63","Mike Bartrum (FA)","2","0","6","3.0","3","0","2","0","0","0","0","6","14.6","2.4","0.0%"
"64","Lorenzo Diamond (FA)","8","0","54","6.8","18","0","0","0","0","0","0","9","13.4","1.5","0.0%"
"65","Dwayne Blakley (FA)","4","0","30","7.5","10","0","1","0","0","0","0","3","13.0","4.3","0.0%"
"66","Cameron Cleeland (FA)","5","0","17","3.4","9","0","1","0","0","0","0","4","12.7","3.2","0.0%"
"67","Chad Lewis (FA)","5","0","64","12.8","17","0","0","0","0","0","0","5","11.4","2.3","0.0%"
"68","Dan Campbell (FA)","3","2","24","8.0","18","0","1","0","0","0","0","5","11.4","2.3","0.0%"
"69","Stephen Spach (FA)","7","0","42","6.0","8","0","0","0","0","0","0","7","11.2","1.6","0.0%"
"70","Billy Bajema (FA)","5","1","54","10.8","24","0","0","0","0","0","0","14","10.4","0.7","0.0%"
"71","Jason Dunn (FA)","5","0","53","10.6","24","0","0","0","0","0","0","7","10.3","1.5","0.0%"
"72","Wesley Duke (FA)","2","0","22","11.0","21","0","1","0","0","0","0","2","10.2","5.1","0.0%"
"73","John Paul Foschi (FA)","6","0","37","6.2","11","0","0","0","0","0","0","4","9.7","2.4","0.0%"
"74","Lamont Hall (FA)","6","0","36","6.0","8","0","0","0","0","0","0","8","9.6","1.2","0.0%"
"75","Joel Dreessen (FA)","5","0","41","8.2","17","0","0","0","0","0","0","12","9.1","0.8","0.0%"
"76","Jerame Tuman (FA)","3","0","57","19.0","27","0","0","0","0","0","0","3","8.7","2.9","0.0%"
"77","Brian Jones (FA)","3","2","49","16.3","41","0","0","0","0","0","0","8","7.9","1.0","0.0%"
"78","Will Heller (FA)","1","0","1","1.0","1","0","1","0","0","0","0","7","7.1","1.0","0.0%"
"79","John Gilmore (FA)","1","0","1","1.0","1","0","1","0","0","0","0","7","7.1","1.0","0.0%"
"80","Kris Wilson (FA)","3","0","33","11.0","16","0","0","1","6","0","0","7","6.9","1.0","0.0%"
"81","Tony Stewart (FA)","4","0","26","6.5","10","0","0","0","0","0","0","9","6.6","0.7","0.0%"
