"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"82","Teyo Johnson (FA)","3","0","29","9.7","13","0","0","0","0","0","0","2","5.9","3.0","0.0%"
"83","Steve Bush (FA)","3","0","21","7.0","10","0","0","0","0","0","0","6","5.1","0.9","0.0%"
"84","Roland Williams (FA)","3","0","21","7.0","12","0","0","0","0","0","0","3","5.1","1.7","0.0%"
"85","Gabriel Reid (FA)","3","0","20","6.7","10","0","0","0","0","0","0","8","5.0","0.6","0.0%"
"86","Tim Euhus (FA)","3","0","17","5.7","9","0","0","0","0","0","0","5","4.7","0.9","0.0%"
"87","Brian Kozlowski (FA)","2","0","26","13.0","18","0","0","0","0","0","0","4","4.6","1.2","0.0%"
"88","Matt Murphy (FA)","2","0","26","13.0","14","0","0","0","0","0","0","5","4.6","0.9","0.0%"
"89","Mark Bruener (FA)","2","1","22","11.0","19","0","0","0","0","0","0","6","4.2","0.7","0.0%"
"90","Richard Owens (FA)","2","0","18","9.0","12","0","0","0","0","0","0","12","3.8","0.3","0.0%"
"91","Trent Smith (FA)","3","0","7","2.3","6","0","0","0","0","0","0","2","3.7","1.9","0.0%"
"92","Brett Pierce (FA)","2","0","15","7.5","10","0","0","0","0","0","0","5","3.5","0.7","0.0%"
"93","Gregg Guenther (FA)","2","0","13","6.5","8","0","0","0","0","0","0","2","3.3","1.7","0.0%"
"94","Ben Hartsock (FA)","2","0","8","4.0","7","0","0","0","0","0","0","5","2.8","0.6","0.0%"
"95","Robert Johnson (FA)","1","1","14","14.0","14","0","0","0","0","0","0","1","2.4","2.4","0.0%"
"96","Richard Angulo (FA)","1","0","11","11.0","11","0","0","0","0","0","0","1","2.1","2.1","0.0%"
"97","Ryan Neufeld (FA)","1","0","9","9.0","9","0","0","0","0","0","0","8","1.9","0.2","0.0%"
"98","Matt Kranchick (FA)","1","0","6","6.0","6","0","0","0","0","0","0","5","1.6","0.3","0.0%"
"99","Dave Moore (FA)","1","0","5","5.0","5","0","0","0","0","0","0","1","1.5","1.5","0.0%"
"100","Sean Berton (FA)","1","0","3","3.0","3","0","0","0","0","0","0","3","1.3","0.4","0.0%"
"101","Alex Holmes (FA)","1","0","2","2.0","2","0","0","0","0","0","0","1","1.2","1.2","0.0%"
"102","Sean McHugh (FA)","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"103","John Bronson (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"104","Mike Seidman (FA)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"105","Nate Lawrie (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"106","Zeron Flemister (FA)","0","0","0","0","0","0","0","0","0","0","0","4","0.0","0.0","0.0%"
"107","Mike Leach (FA)","0","0","0","0","0","0","0","0","0","0","0","14","0.0","0.0","0.0%"
"108","Billy Miller (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"109","Brad St. Louis (FA)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"110","Brian Jennings (FA)","0","0","0","0","0","0","0","0","0","0","0","15","0.0","0.0","0.0%"
""
""
