"Rank","Player","ATT","YDS","Y/A","LG","20+","TD","REC","TGT","YDS","Y/R","TD","FL","G","FPTS","FPTS/G","ROST"
"20","Garrison Hearst (FA)","215","972","4.5","40","0","8","48","69","317","6.6","1","3","16","226.9","14.2","0.0%"
"21","James Stewart (FA)","231","1,021","4.4","56","0","4","46","70","333","7.2","2","0","14","217.4","15.5","0.0%"
"22","Edgerrin James (FA)","277","989","3.6","20","0","2","61","80","354","5.8","1","2","14","211.3","15.1","0.0%"
"23","Marcel Shipp (FA)","188","834","4.4","56","0","6","38","49","413","10.9","3","4","15","208.7","13.9","0.0%"
"24","Antowain Smith (FA)","252","982","3.9","42","0","6","31","42","243","7.8","2","1","16","201.5","12.6","0.0%"
"25","Michael Pittman (FA)","204","718","3.5","21","0","1","59","86","477","8.1","0","2","16","180.5","11.3","0.0%"
"26","Jamel White (FA)","106","470","4.4","54","0","3","63","86","452","7.2","0","0","14","173.2","12.4","0.0%"
"27","Amos Zereoue (FA)","193","762","3.9","42","0","4","42","53","341","8.1","0","2","16","172.3","10.8","0.0%"
"28","Moe Williams (FA)","84","414","4.9","44","0","11","27","41","251","9.3","0","0","16","159.5","10.0","0.0%"
"29","Stephen Davis (FA)","207","820","4.0","33","0","7","23","33","142","6.2","1","4","12","159.2","13.3","0.0%"
"30","Mike Alstott (FA)","146","548","3.8","32","0","5","35","48","242","6.9","2","2","16","152.0","9.5","0.0%"
"31","Emmitt Smith (FA)","254","975","3.8","30","0","5","16","24","89","5.6","0","1","16","150.4","9.4","0.0%"
"32","Lamar Smith (FA)","209","737","3.5","59","0","7","20","26","167","8.4","0","2","11","148.4","13.5","0.0%"
"33","William Green (FA)","243","887","3.7","64","0","6","16","27","113","7.1","0","2","16","148.0","9.3","0.0%"
"34","Anthony Thomas (FA)","214","721","3.4","34","0","6","24","41","163","6.8","0","3","12","142.4","11.9","0.0%"
"35","James Allen (FA)","155","519","3.3","32","0","0","47","57","302","6.4","0","1","16","133.3","8.3","0.0%"
"36","Jerome Bettis (FA)","187","666","3.6","41","0","9","7","9","57","8.1","0","1","12","131.3","10.9","0.0%"
"37","Kevin Faulk (FA)","52","271","5.2","45","0","2","37","53","379","10.2","3","1","15","130.0","8.7","0.0%"
"38","Kevan Barlow (FA)","145","675","4.7","35","0","4","14","21","136","9.7","1","1","14","123.1","8.8","0.0%"
"39","Kenny Watson (FA)","116","534","4.6","24","0","1","32","43","253","7.9","1","0","16","122.7","7.7","0.0%"
"40","Stacey Mack (FA)","98","436","4.4","23","0","9","11","13","79","7.2","0","0","16","116.5","7.3","0.0%"
"41","Larry Centers (FA)","11","56","5.1","13","0","2","43","63","388","9.0","0","0","16","99.4","6.2","0.0%"
"42","James Mungro (FA)","97","336","3.5","49","0","8","13","16","81","6.2","0","2","9","98.7","11.0","0.0%"
"43","Mike Anderson (FA)","84","386","4.6","32","0","2","18","24","167","9.3","2","1","15","95.3","6.4","0.0%"
"44","Lamar Gordon (FA)","65","228","3.5","29","0","1","30","38","278","9.3","2","3","12","92.6","7.7","0.0%"
"45","Thomas Jones (FA)","138","511","3.7","58","0","2","20","30","113","5.7","0","2","9","90.4","10.0","0.0%"
"46","T.J. Duckett (FA)","130","507","3.9","33","0","4","9","11","61","6.8","0","0","12","89.8","7.5","0.0%"
"47","Dee Brown (FA)","102","360","3.5","24","0","4","17","33","86","5.1","1","3","12","83.6","7.0","0.0%"
"48","Cory Schlesinger (FA)","49","139","2.8","17","0","2","35","54","263","7.5","0","2","15","83.2","5.5","0.0%"
"49","Jonathan Wells (FA)","197","529","2.7","37","0","3","9","12","48","5.3","0","1","16","82.7","5.2","0.0%"
"50","Dorsey Levens (FA)","75","411","5.5","47","0","1","19","28","124","6.5","1","1","16","82.5","5.2","0.0%"
"51","Richie Anderson (FA)","5","27","5.4","16","0","0","45","56","257","5.7","1","0","16","79.4","5.0","0.0%"
"52","LaMont Jordan (FA)","84","316","3.8","61","0","3","17","23","160","9.4","0","2","14","78.6","5.6","0.0%"
"53","Ron Dayne (FA)","125","428","3.4","30","0","3","11","12","49","4.5","0","1","16","74.7","4.7","0.0%"
"54","Dante Hall (FA)","11","54","4.9","21","0","0","20","35","322","16.1","3","1","16","73.6","4.6","0.0%"
"55","Rob Konrad (FA)","3","2","0.7","2","0","0","34","45","233","6.9","3","1","15","73.5","4.9","0.0%"
"56","Tyrone Wheatley (FA)","108","419","3.9","36","0","2","12","20","71","5.9","0","0","14","73.0","5.2","0.0%"
"57","Aveion Cason (FA)","26","107","4.1","40","0","0","19","32","288","15.2","2","0","10","70.5","7.1","0.0%"
"58","William Henderson (FA)","7","27","3.9","10","0","1","26","32","168","6.5","3","0","14","69.5","5.0","0.0%"
"59","Troy Hambrick (FA)","79","317","4.0","18","0","1","21","24","99","4.7","0","1","16","66.6","4.2","0.0%"
"60","Leon Johnson (FA)","103","329","3.2","23","0","1","16","26","125","7.8","0","2","16","64.5","4.0","0.0%"
"61","Tony Fisher (FA)","70","283","4.0","28","0","2","18","22","70","3.9","0","1","13","63.3","4.9","0.0%"
"62","Ladell Betts (FA)","65","307","4.7","27","0","1","12","17","154","12.8","0","2","11","60.1","5.5","0.0%"
"63","Zack Crockett (FA)","40","118","3.0","33","0","8","0","0","0","0","0","0","14","59.8","4.3","0.0%"
"64","Brad Hoover (FA)","31","129","4.2","11","0","0","17","30","187","11.0","2","1","16","58.6","3.7","0.0%"
"65","Bob Christian (FA)","31","119","3.8","16","0","3","13","24","174","13.4","0","1","15","58.3","3.9","0.0%"
"66","Tony Richardson (FA)","22","81","3.7","14","0","2","18","23","125","6.9","1","0","13","56.6","4.4","0.0%"
"67","John Simon (FA)","9","18","2.0","13","0","1","16","17","167","10.4","3","1","11","56.5","5.1","0.0%"
"68","Mack Strong (FA)","23","94","4.1","9","0","0","22","32","120","5.5","2","0","15","55.4","3.7","0.0%"
"69","Olandis Gary (FA)","37","147","4.0","26","0","1","18","20","148","8.2","0","0","9","53.5","5.9","0.0%"
"70","Robert Edwards (FA)","20","107","5.4","19","0","1","18","23","126","7.0","1","0","11","53.3","4.8","0.0%"
"71","Marc Edwards (FA)","31","96","3.1","17","0","0","23","32","196","8.5","0","0","15","52.2","3.5","0.0%"
"72","Chester Taylor (FA)","33","122","3.7","17","0","0","14","22","129","9.2","2","1","15","51.1","3.4","0.0%"
"73","Fred Beasley (FA)","26","75","2.9","9","0","0","22","32","152","6.9","1","0","15","50.7","3.4","0.0%"
"74","Michael Wiley (FA)","22","168","7.6","46","0","1","13","29","144","11.1","0","0","16","50.2","3.1","0.0%"
"75","Fred McCrary (FA)","2","1","0.5","2","0","0","22","31","96","4.4","3","1","14","47.7","3.4","0.0%"
"76","Joel Makovicka (FA)","5","54","10.8","22","0","0","15","19","81","5.4","3","0","10","46.5","4.7","0.0%"
"77","Nick Goings (FA)","50","188","3.8","20","0","0","18","29","91","5.1","0","1","13","45.9","3.5","0.0%"
"78","Lorenzo Neal (FA)","9","31","3.4","9","0","0","21","29","133","6.3","1","0","16","43.4","2.7","0.0%"
"79","Brandon Bennett (FA)","33","155","4.7","29","0","0","18","25","109","6.1","0","1","12","42.4","3.5","0.0%"
"80","Stanley Pritchett (FA)","1","2","2.0","2","0","0","19","27","165","8.7","1","0","12","41.7","3.5","0.0%"
"81","Robert Holcombe (FA)","47","242","5.1","39","0","0","10","11","91","9.1","0","1","8","41.3","5.2","0.0%"
"82","Dan Kreider (FA)","6","16","2.7","5","0","0","18","25","122","6.8","1","0","14","39.8","2.8","0.0%"
"83","Brian Westbrook (FA)","46","193","4.2","18","0","0","9","13","86","9.6","0","2","14","37.9","2.7","0.0%"
"84","Charles Stackhouse (FA)","0","0","0","0","0","0","13","18","88","6.8","3","1","14","37.8","2.7","0.0%"
"85","Terry Kirby (FA)","16","51","3.2","13","0","0","17","22","115","6.8","1","2","6","35.6","5.9","0.0%"
"86","Terrell Fletcher (FA)","26","128","4.9","15","0","1","10","17","62","6.2","0","0","8","35.0","4.4","0.0%"
"87","Michael Cloud (FA)","49","115","2.3","9","0","2","6","9","48","8.0","0","0","12","34.3","2.9","0.0%"
"88","Alan Ricard (FA)","14","58","4.1","19","0","2","10","14","60","6.0","0","0","12","33.8","2.8","0.0%"
"89","Aaron Stecker (FA)","28","174","6.2","59","0","0","13","16","69","5.3","0","2","16","33.3","2.1","0.0%"
"90","Rock Cartwright (FA)","3","22","7.3","20","0","0","11","13","121","11.0","1","0","12","31.3","2.6","0.0%"
"91","Najeh Davenport (FA)","39","184","4.7","43","0","1","5","9","33","6.6","0","1","8","30.7","3.8","0.0%"
"92","Travis Minor (FA)","44","180","4.1","23","0","2","0","0","0","0","0","0","16","30.0","1.9","0.0%"
"93","Nick Luchey (FA)","12","59","4.9","10","0","2","7","8","46","6.6","0","0","10","29.5","3.0","0.0%"
"94","Bryan Johnson (FA)","1","0","0.0","0","0","0","15","19","114","7.6","0","0","15","26.4","1.8","0.0%"
"95","Mike Green (FA)","21","71","3.4","12","0","0","7","10","57","8.1","1","0","12","25.8","2.2","0.0%"
"96","Cecil Martin (FA)","1","-4","-4.0","0","0","0","15","22","126","8.4","0","1","13","25.2","1.9","0.0%"
"97","Jerald Sowell (FA)","1","0","0.0","0","0","0","9","13","85","9.4","1","0","15","23.5","1.6","0.0%"
"98","Reuben Droughns (FA)","4","11","2.8","9","0","1","5","7","53","10.6","1","0","14","23.4","1.7","0.0%"
"99","Robert Thomas (FA)","10","31","3.1","14","0","0","12","16","80","6.7","0","0","13","23.1","1.8","0.0%"
"100","Jon Ritchie (FA)","0","0","0","0","0","0","10","21","66","6.6","1","0","14","22.6","1.6","0.0%"
"101","Lamont Warren (FA)","6","8","1.3","8","0","0","4","12","56","14.0","2","0","2","22.4","11.2","0.0%"
"102","Rondell Mealey (FA)","11","36","3.3","18","0","1","7","9","45","6.4","0","0","3","21.1","7.0","0.0%"
"103","Adrian Peterson (FA)","19","101","5.3","14","0","1","3","4","18","6.0","0","0","6","20.9","3.5","0.0%"
"104","James Fenderson (FA)","13","65","5.0","17","0","1","6","10","38","6.3","0","1","10","20.3","2.0","0.0%"
"105","Maurice Morris (FA)","32","153","4.8","24","0","0","3","3","25","8.3","0","1","11","18.8","1.7","0.0%"
"106","Paul Smith (FA)","18","90","5.0","16","0","0","5","8","33","6.6","0","0","10","17.3","1.7","0.0%"
"107","Derrick Blaylock (FA)","16","72","4.5","16","0","0","5","10","47","9.4","0","0","10","16.9","1.7","0.0%"
"108","Rudi Johnson (FA)","17","67","3.9","13","0","0","6","10","34","5.7","0","0","5","16.1","3.2","0.0%"
"109","Jarrod Baxter (FA)","7","14","2.0","6","0","0","5","10","33","6.6","1","0","13","15.7","1.2","0.0%"
"110","Heath Evans (FA)","17","53","3.1","8","0","0","8","12","41","5.1","0","1","9","15.4","1.7","0.0%"
"111","Greg Comella (FA)","1","0","0.0","0","0","0","10","15","70","7.0","0","1","7","15.0","2.1","0.0%"
"112","Chris Fuamatu-Ma'afala (FA)","23","115","5.0","17","0","0","2","3","12","6.0","0","0","8","14.7","1.8","0.0%"
"113","Damien Anderson (FA)","24","65","2.7","14","0","0","3","7","36","12.0","0","0","7","13.1","1.9","0.0%"
"114","Ricky Williams (FA)","11","35","3.2","10","0","0","1","2","20","20.0","1","0","5","12.5","2.5","0.0%"
"115","Randy Jordan (FA)","3","14","4.7","12","0","1","2","4","19","9.5","0","0","7","11.3","1.6","0.0%"
"116","Omar Easy (FA)","0","0","0","0","0","0","3","5","23","7.7","1","0","6","11.3","1.9","0.0%"
"117","Terrelle Smith (FA)","5","11","2.2","5","0","0","9","13","30","3.3","0","1","8","11.1","1.4","0.0%"
"118","Daimon Shelton (FA)","0","0","0","0","0","0","7","9","34","4.9","0","0","5","10.4","2.1","0.0%"
"119","Trung Canidate (FA)","17","48","2.8","22","0","0","4","6","31","7.8","0","1","10","9.9","1.0","0.0%"
"120","Jesse Chatman (FA)","6","19","3.2","11","0","0","3","3","44","14.7","0","0","6","9.3","1.6","0.0%"
"121","James Jackson (FA)","12","54","4.5","18","0","0","3","5","9","3.0","0","0","9","9.3","1.0","0.0%"
"122","Verron Haynes (FA)","10","51","5.1","20","0","0","3","7","10","3.3","0","0","10","9.1","0.9","0.0%"
"123","Doug Chapman (FA)","12","89","7.4","27","0","0","0","1","0","0","0","0","6","8.9","1.5","0.0%"
"124","Sean Bennett (FA)","0","0","0","0","0","0","5","6","37","7.4","0","0","6","8.7","1.5","0.0%"
"125","Jameel Cook (FA)","0","0","0","0","0","0","4","6","43","10.8","0","0","7","8.3","1.2","0.0%"
"126","Sammy Morris (FA)","2","5","2.5","5","0","0","3","4","48","16.0","0","0","15","8.3","0.6","0.0%"
"127","Jim Finn (FA)","5","8","1.6","5","0","0","6","9","31","5.2","0","1","10","7.9","0.8","0.0%"
"128","Phillip Crosby (FA)","0","0","0","0","0","0","4","8","33","8.3","0","0","10","7.3","0.7","0.0%"
"129","Rafael Cooper (FA)","12","57","4.8","18","0","0","1","3","4","4.0","0","0","5","7.1","1.4","0.0%"
"130","Brian Mitchell (FA)","0","0","0","0","0","0","0","0","0","0","0","0","16","6.3","0.4","0.0%"
"131","Shawn Bryson (FA)","13","35","2.7","10","0","0","1","3","9","9.0","0","0","4","5.4","1.4","0.0%"
"132","Chad Morton (FA)","4","8","2.0","6","0","0","3","5","19","6.3","0","1","16","3.7","0.2","0.0%"
"133","Jay Graham (FA)","1","3","3.0","3","0","0","2","2","6","3.0","0","0","2","2.9","1.5","0.0%"
"134","Patrick Pass (FA)","4","27","6.8","13","0","0","0","0","0","0","0","0","10","2.7","0.3","0.0%"
"135","J.R. Redmond (FA)","4","2","0.5","5","0","0","2","3","5","2.5","0","0","4","2.7","0.7","0.0%"
"136","Detron Smith (FA)","0","0","0","0","0","0","1","1","14","14.0","0","0","6","2.4","0.4","0.0%"
"137","Joe Montgomery (FA)","7","20","2.9","5","0","0","0","0","0","0","0","0","1","2.0","2.0","0.0%"
"138","Curtis Keaton (FA)","12","19","1.6","4","0","0","0","0","0","0","0","0","4","1.9","0.5","0.0%"
"139","Jason McKie (FA)","0","0","0","0","0","0","1","1","7","7.0","0","0","1","1.7","1.7","0.0%"
"140","Travis Jervey (FA)","10","17","1.7","9","0","0","0","0","0","0","0","0","5","1.7","0.3","0.0%"
"141","Travis Stephens (FA)","0","0","0","0","0","0","1","1","6","6.0","0","0","1","1.6","1.6","0.0%"
"142","George Layne (FA)","1","5","5.0","5","0","0","2","2","11","5.5","0","1","2","1.6","0.8","0.0%"
"143","Patrick Washington (FA)","0","0","0","0","0","0","1","3","5","5.0","0","0","8","1.5","0.2","0.0%"
"144","Chris Hetherington (FA)","1","0","0.0","0","0","0","1","2","2","2.0","0","0","3","1.2","0.4","0.0%"
"145","Fred McAfee (FA)","1","11","11.0","11","0","0","0","0","0","0","0","0","8","1.1","0.1","0.0%"
"146","Eric Metcalf (FA)","2","7","3.5","5","0","0","0","0","0","0","0","0","1","0.7","0.7","0.0%"
"147","Joe Burns (FA)","5","7","1.4","6","0","0","0","0","0","0","0","0","3","0.7","0.2","0.0%"
"148","Richard Huntley (FA)","3","4","1.3","3","0","0","0","0","0","0","0","0","1","0.4","0.4","0.0%"
"149","Autry Denson (FA)","2","2","1.0","3","0","0","0","0","0","0","0","0","1","0.2","0.2","0.0%"
"150","Rod Smart (FA)","1","2","2.0","2","0","0","0","0","0","0","0","0","14","0.2","0.0","0.0%"
"151","KaRon Coleman (FA)","0","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"152","Dennis McKinley (FA)","0","0","0","0","0","0","0","1","0","0","0","0","5","0.0","0.0","0.0%"
"153","Damon Washington (FA)","0","0","0","0","0","0","0","0","0","0","0","0","7","0.0","0.0","0.0%"
"154","Maurice Smith (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"155","Jarmar Julien (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"156","James Wofford (FA)","0","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"157","Antonio Carter (FA)","0","0","0","0","0","0","0","1","0","0","0","0","9","0.0","0.0","0.0%"
"158","Sam Gash (FA)","0","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"159","Joey Goodspeed (FA)","0","0","0","0","0","0","0","0","0","0","0","0","5","0.0","0.0","0.0%"
"160","Madre Hill (FA)","0","0","0","0","0","0","0","1","0","0","0","0","1","0.0","0.0","0.0%"
"161","Jamal Robertson (FA)","0","0","0","0","0","0","0","0","0","0","0","0","4","0.0","0.0","0.0%"
"162","Terry Jackson (FA)","0","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"163","Darian Barnes (FA)","0","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"164","Vinny Sutherland (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"165","Elvis Joseph (FA)","0","0","0","0","0","0","0","1","0","0","0","0","11","0.0","0.0","0.0%"
"166","Ronney Jenkins (FA)","0","0","0","0","0","0","0","0","0","0","0","0","12","0.0","0.0","0.0%"
"167","R.J. Bowers (FA)","0","0","0","0","0","0","0","1","0","0","0","0","3","0.0","0.0","0.0%"
"168","Deon Dyer (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"169","Harold Morrow (FA)","0","0","0","0","0","0","0","0","0","0","0","0","9","0.0","0.0","0.0%"
"170","Chris Massey (FA)","0","0","0","0","0","0","0","1","0","0","0","0","5","0.0","0.0","0.0%"
"171","Moran Norris (FA)","0","0","0","0","0","0","0","0","0","0","0","0","4","0.0","0.0","0.0%"
"172","Delvin Joyce (FA)","2","2","1.0","1","0","0","1","2","5","5.0","0","1","12","-0.3","0.0","0.0%"
"173","Rabih Abdullah (FA)","0","0","0","0","0","0","0","0","0","0","0","1","12","-2.0","-0.2","0.0%"
""
""
