"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Todd Heap (FA)","68","122","836","12.3","43","0","6","4","38","0","0","16","193.4","12.1","0.0%"
"2","Tony Gonzalez (FA)","63","99","773","12.3","42","0","7","0","0","0","0","16","182.3","11.4","0.0%"
"3","Jerry Porter (FA)","51","70","688","13.5","36","0","9","4","6","0","0","16","178.4","11.2","0.0%"
"4","Jeremy Shockey (FA)","74","127","894","12.1","30","0","2","0","0","0","2","15","171.4","11.4","0.0%"
"5","Shannon Sharpe (FA)","61","88","686","11.2","82","0","3","0","0","0","0","13","147.6","11.4","0.0%"
"6","Bubba Franks (FA)","54","71","442","8.2","20","0","7","0","0","0","0","16","145.4","9.1","0.0%"
"7","Billy Miller (FA)","51","80","613","12.0","42","0","3","0","0","0","0","14","130.3","9.3","0.0%"
"8","Marcus Pollard (FA)","43","69","478","11.1","41","0","6","0","0","0","1","15","126.8","8.5","0.0%"
"9","Kyle Brady (FA)","43","67","461","10.7","42","0","4","0","0","0","0","16","113.1","7.1","0.0%"
"10","Alge Crumpler (FA)","36","58","455","12.6","33","0","5","0","0","0","0","16","111.5","7.0","0.0%"
"11","Randy McMichael (FA)","39","68","485","12.4","45","0","4","1","8","0","1","16","110.3","6.9","0.0%"
"12","Itula Mili (FA)","43","64","508","11.8","49","0","2","0","0","0","0","15","105.8","7.1","0.0%"
"13","Stephen Alexander (FA)","45","76","510","11.3","32","0","1","0","0","0","0","14","102.0","7.3","0.0%"
"14","Chad Lewis (FA)","42","67","398","9.5","30","0","3","0","0","0","2","15","99.8","6.7","0.0%"
"15","Ernie Conwell (FA)","34","48","419","12.3","52","0","2","6","30","1","0","16","96.9","6.1","0.0%"
"16","Christian Fauria (FA)","27","40","253","9.4","33","0","7","0","0","0","0","15","96.3","6.4","0.0%"
"17","Freddie Jones (FA)","44","81","358","8.1","24","0","1","0","0","0","0","15","85.8","5.7","0.0%"
"18","Frank Wycheck (FA)","40","66","346","8.7","19","0","2","0","0","0","1","14","85.1","6.1","0.0%"
"19","Doug Jolley (FA)","32","37","409","12.8","33","0","2","0","0","0","0","14","84.9","6.1","0.0%"
"20","Anthony Becht (FA)","28","44","243","8.7","21","0","5","0","0","0","0","15","84.3","5.6","0.0%"
"21","Jimmy Kleinsasser (FA)","37","50","393","10.6","39","0","1","6","17","0","0","14","84.0","6.0","0.0%"
"22","Ken Dilger (FA)","34","48","329","9.7","40","0","2","0","0","0","0","15","78.9","5.3","0.0%"
"23","Mikhael Ricks (FA)","27","68","339","12.6","49","0","3","0","0","0","0","14","78.9","5.6","0.0%"
"24","Byron Chamberlain (FA)","34","50","389","11.4","61","0","0","0","0","0","0","13","72.9","5.6","0.0%"
"25","Jerramy Stevens (FA)","26","42","252","9.7","29","0","3","0","0","0","0","11","69.2","6.3","0.0%"
"26","Eric Johnson (FA)","36","65","321","8.9","38","0","0","0","0","0","0","12","68.1","5.7","0.0%"
"27","Wesley Walls (FA)","19","36","241","12.7","27","0","4","0","0","0","0","13","67.1","5.2","0.0%"
"28","Jay Riemersma (FA)","32","48","350","10.9","29","0","0","0","0","0","0","16","67.0","4.2","0.0%"
"29","Pete Mitchell (FA)","25","36","246","9.8","45","0","2","0","0","0","0","13","61.6","4.7","0.0%"
"30","Mark Campbell (FA)","25","46","179","7.2","26","0","3","0","0","0","0","15","60.9","4.1","0.0%"
"31","Matt Schobel (FA)","27","36","212","7.9","20","0","2","0","0","0","0","15","60.2","4.0","0.0%"
"32","Tony McGee (FA)","23","30","294","12.8","58","0","1","0","0","0","0","13","58.4","4.5","0.0%"
"33","John Davis (FA)","20","33","193","9.7","37","0","3","0","0","0","0","10","57.3","5.7","0.0%"
"34","Rickey Dudley (FA)","16","26","192","12.0","35","0","3","0","0","0","0","13","53.2","4.1","0.0%"
"35","Roland Williams (FA)","27","40","213","7.9","19","0","0","0","0","0","0","13","48.3","3.7","0.0%"
"36","Dan Campbell (FA)","22","31","175","8.0","27","0","1","0","0","0","0","15","45.5","3.0","0.0%"
"37","Josh Norman (FA)","16","25","201","12.6","29","0","1","0","0","0","0","9","42.1","4.7","0.0%"
"38","Dave Moore (FA)","16","24","141","8.8","19","0","2","0","0","0","0","10","42.1","4.2","0.0%"
"39","Boo Williams (FA)","13","31","143","11.0","32","0","2","0","0","0","0","12","41.3","3.4","0.0%"
"40","Dustin Lyman (FA)","14","20","121","8.6","21","0","2","0","0","0","0","6","38.1","6.4","0.0%"
"41","Steve Bush (FA)","19","27","121","6.4","13","0","1","0","0","0","0","13","37.1","2.9","0.0%"
"42","Zeron Flemister (FA)","10","26","146","14.6","25","0","2","0","0","0","0","14","36.6","2.6","0.0%"
"43","Daniel Graham (FA)","15","23","150","10.0","31","0","1","0","0","0","0","10","36.0","3.6","0.0%"
"44","Jeff Thomason (FA)","10","12","128","12.8","24","0","2","0","0","0","0","15","34.8","2.3","0.0%"
"45","Steve Heiden (FA)","17","19","105","6.2","12","0","1","0","0","0","0","14","33.5","2.4","0.0%"
"46","Cameron Cleeland (FA)","16","21","112","7.0","22","0","1","0","0","0","0","8","33.2","4.2","0.0%"
"47","James Whalen (FA)","17","29","152","8.9","33","0","0","0","0","0","0","15","32.2","2.1","0.0%"
"48","Kris Mangum (FA)","16","29","159","9.9","35","0","0","0","0","0","0","15","31.9","2.1","0.0%"
"49","Jed Weaver (FA)","6","9","75","12.5","25","0","3","0","0","0","0","11","31.5","2.9","0.0%"
