"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"83","Ron Dixon (FA)","22","36","377","17.1","33","0","2","0","0","0","1","10","69.7","7.0","0.0%"
"84","Robert Ferguson (FA)","22","52","293","13.3","40","0","3","0","0","0","0","14","69.3","5.0","0.0%"
"85","Jason McAddley (FA)","25","69","362","14.5","42","0","1","0","0","0","0","9","67.2","7.5","0.0%"
"86","Marcus Robinson (FA)","21","53","244","11.6","45","0","3","0","0","0","0","15","63.4","4.2","0.0%"
"87","Scotty Anderson (FA)","25","56","322","12.9","34","0","1","0","0","0","0","15","63.2","4.2","0.0%"
"88","Kevin Lockett (FA)","16","42","205","12.8","35","0","4","0","0","0","1","12","63.1","5.3","0.0%"
"89","Justin McCareins (FA)","19","48","301","15.8","55","0","2","2","18","0","0","16","62.9","3.9","0.0%"
"90","Javon Walker (FA)","23","50","319","13.9","30","0","1","1","11","0","1","14","60.0","4.3","0.0%"
"91","Reche Caldwell (FA)","22","43","208","9.5","26","0","3","2","9","0","3","14","58.5","4.2","0.0%"
"92","Darnerien McCants (FA)","21","41","256","12.2","32","0","2","1","9","0","1","8","57.5","7.2","0.0%"
"93","Terance Mathis (FA)","23","40","218","9.5","22","0","2","0","0","0","0","12","56.8","4.7","0.0%"
"94","Kevin Kasper (FA)","15","24","180","12.0","24","0","3","3","19","0","0","12","52.9","4.4","0.0%"
"95","MarTay Jenkins (FA)","21","43","250","11.9","65","0","1","3","6","0","0","8","52.6","6.6","0.0%"
"96","Chris Doering (FA)","18","42","192","10.7","33","0","2","0","0","0","0","14","51.2","3.7","0.0%"
"97","Darnay Scott (FA)","22","35","218","9.9","17","0","1","1","14","0","0","14","51.2","3.7","0.0%"
"98","Eric Parker (FA)","17","30","268","15.8","31","0","1","0","0","0","0","7","49.8","7.1","0.0%"
"99","Kelly Campbell (FA)","13","32","176","13.5","32","0","3","1","11","0","0","6","49.7","8.3","0.0%"
"100","JaJuan Dawson (FA)","21","39","286","13.6","28","0","0","0","0","0","0","13","49.6","3.8","0.0%"
"101","Germane Crowell (FA)","22","47","201","9.1","22","0","1","0","0","0","0","9","48.1","5.3","0.0%"
"102","Troy Edwards (FA)","18","24","157","8.7","48","0","2","3","21","0","1","11","45.8","4.2","0.0%"
"103","Quentin McCord (FA)","11","19","253","23.0","60","0","1","0","0","0","0","6","42.3","7.1","0.0%"
"104","David Terrell (FA)","9","10","127","14.1","52","0","3","0","0","0","0","5","39.7","7.9","0.0%"
"105","Pat Johnson (FA)","9","24","187","20.8","79","0","2","1","-9","0","0","8","38.8","4.9","0.0%"
"106","Oronde Gadsden (FA)","16","29","228","14.3","29","0","0","0","0","0","0","6","38.8","6.5","0.0%"
"107","Cedrick Wilson (FA)","15","22","166","11.1","22","0","1","0","0","0","0","13","37.6","2.9","0.0%"
"108","Donald Hayes (FA)","12","31","133","11.1","40","0","2","0","0","0","0","11","37.3","3.4","0.0%"
"109","Chris Walsh (FA)","14","19","172","12.3","28","0","1","0","0","0","0","14","37.2","2.7","0.0%"
"110","Dedric Ward (FA)","19","39","172","9.1","22","0","0","0","0","0","0","15","36.2","2.4","0.0%"
"111","Troy Walters (FA)","18","25","207","11.5","27","0","0","2","33","0","3","16","36.0","2.3","0.0%"
"112","Isaac Byrd (FA)","14","31","164","11.7","31","0","1","1","0","0","1","12","34.4","2.9","0.0%"
"113","Derrick Alexander (FA)","14","39","134","9.6","18","0","1","0","0","0","0","8","33.4","4.2","0.0%"
"114","Ken-Yon Rambo (FA)","14","33","211","15.1","47","0","0","0","0","0","1","13","33.1","2.5","0.0%"
"115","Nate Poole (FA)","13","22","108","8.3","15","0","1","0","0","0","0","5","29.8","6.0","0.0%"
"116","Michael Westbrook (FA)","8","26","94","11.8","26","0","2","1","1","0","0","8","29.5","3.7","0.0%"
"117","Larry Foster (FA)","14","30","152","10.9","22","0","0","0","0","0","0","13","29.2","2.2","0.0%"
"118","Ron Johnson (FA)","10","26","114","11.4","33","0","1","0","0","0","0","13","27.4","2.1","0.0%"
"119","David Givens (FA)","9","15","92","10.2","30","0","1","0","0","0","0","10","24.2","2.4","0.0%"
"120","Michael Lewis (FA)","8","19","200","25.0","59","0","0","1","15","0","3","16","23.5","1.5","0.0%"
"121","Karl Hankton (FA)","9","17","146","16.2","31","0","0","2","-4","0","0","13","23.2","1.8","0.0%"
"122","Freddie Mitchell (FA)","12","24","105","8.8","18","0","0","0","0","0","0","11","22.5","2.0","0.0%"
"123","Ahmad Merritt (FA)","14","26","100","7.1","25","0","0","1","5","0","2","11","20.5","1.9","0.0%"
"124","Danny Farmer (FA)","9","15","115","12.8","51","0","0","0","0","0","0","6","20.5","3.4","0.0%"
"125","Karl Williams (FA)","7","11","77","11.0","17","0","1","3","-5","0","0","16","20.2","1.3","0.0%"
"126","James Williams (FA)","9","20","99","11.0","18","0","0","0","0","0","0","10","18.9","1.9","0.0%"
"127","Cris Carter (FA)","8","17","66","8.3","15","0","1","0","0","0","1","5","18.6","3.7","0.0%"
"128","Randy Hymes (FA)","6","13","123","20.5","43","0","0","0","0","0","0","5","18.3","3.7","0.0%"
"129","Scottie Montgomery (FA)","4","6","51","12.8","21","0","1","4","27","0","0","11","17.8","1.6","0.0%"
"130","Daryl Jones (FA)","8","23","90","11.3","32","0","0","1","4","0","0","12","17.4","1.5","0.0%"
"131","Arnold Jackson (FA)","5","9","42","8.4","11","0","1","0","0","0","0","15","15.2","1.0","0.0%"
"132","Terrence Wilkins (FA)","5","6","31","6.2","14","0","0","6","56","0","0","13","13.7","1.1","0.0%"
"133","Jacquez Green (FA)","5","21","94","18.8","44","0","0","2","9","0","1","10","13.3","1.3","0.0%"
"134","Kevin Swayne (FA)","5","12","78","15.6","24","0","0","0","0","0","1","7","10.8","1.5","0.0%"
"135","Javin Hunter (FA)","5","11","35","7.0","8","0","0","1","9","0","0","8","9.4","1.2","0.0%"
"136","Avion Black (FA)","6","12","52","8.7","14","0","0","0","0","0","1","8","9.2","1.2","0.0%"
"137","Andre King (FA)","5","6","41","8.2","13","0","0","0","0","0","0","8","9.1","1.1","0.0%"
"138","Tim Carter (FA)","2","3","37","18.5","27","0","0","3","28","0","0","4","8.5","2.1","0.0%"
"139","Jake Soliday (FA)","4","8","39","9.8","16","0","0","0","0","0","0","3","7.9","2.6","0.0%"
"140","Yo Murphy (FA)","5","6","23","4.6","8","0","0","0","0","0","0","5","7.3","1.5","0.0%"
"141","Charles Johnson (FA)","3","5","39","13.0","22","0","0","0","0","0","0","8","6.9","0.9","0.0%"
"142","Karsten Bailey (FA)","3","6","26","8.7","10","0","0","0","0","0","0","5","5.6","1.1","0.0%"
"143","Reggie Barlow (FA)","3","5","23","7.7","13","0","0","0","0","0","0","2","5.3","2.7","0.0%"
"144","Cedric James (FA)","1","2","29","29.0","29","0","0","0","0","0","0","3","3.9","1.3","0.0%"
"145","Marcus Knight (FA)","3","5","26","8.7","12","0","0","0","0","0","1","12","3.6","0.3","0.0%"
"146","Eddie Drummond (FA)","2","3","-3","-1.5","0","0","0","4","38","0","1","9","3.5","0.4","0.0%"
"147","Jermaine Lewis (FA)","2","8","41","20.5","33","0","0","3","8","0","2","12","2.9","0.2","0.0%"
"148","Robert Baker (FA)","1","4","17","17.0","17","0","0","0","0","0","0","8","2.7","0.3","0.0%"
"149","Bryan Gilmore (FA)","1","4","14","14.0","14","0","0","0","0","0","0","3","2.4","0.8","0.0%"
"150","Eddie Berlin (FA)","1","1","14","14.0","14","0","0","0","0","0","0","11","2.4","0.2","0.0%"
"151","Drew Haddad (FA)","1","1","11","11.0","11","0","0","0","0","0","0","1","2.1","2.1","0.0%"
"152","Atnaf Harris (FA)","1","2","8","8.0","8","0","0","0","0","0","0","1","1.8","1.8","0.0%"
"153","Frisman Jackson (FA)","1","1","6","6.0","6","0","0","0","0","0","0","5","1.6","0.3","0.0%"
"154","Marvin Minnis (FA)","1","4","4","4.0","4","0","0","0","0","0","0","1","1.4","1.4","0.0%"
"155","Milton Wynn (FA)","0","1","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"156","J.J. Moses (FA)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"157","Justin Skaggs (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"158","Derek Dorris (FA)","0","2","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"159","Darrell Hill (FA)","0","0","0","0","0","0","0","0","0","0","0","5","0.0","0.0","0.0%"
"160","Jeff Ogden (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"161","Lee Mays (FA)","0","2","0","0","0","0","0","0","0","0","0","14","0.0","0.0","0.0%"
"162","Alex Bannister (FA)","0","1","0","0","0","0","0","0","0","0","0","11","0.0","0.0","0.0%"
"163","Herman Moore (FA)","0","3","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"164","Herb Haygood (FA)","0","1","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"165","Nathan Black (FA)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"166","Alvis Whitted (FA)","0","0","0","0","0","0","0","0","0","0","0","4","0.0","0.0","0.0%"
"167","James Jordan (FA)","0","2","0","0","0","0","0","0","0","0","0","4","0.0","0.0","0.0%"
"168","Anthony Bright (FA)","0","3","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"169","Jimmy Redmond (FA)","0","0","0","0","0","0","0","0","0","0","0","8","0.0","0.0","0.0%"
"170","Micah Ross (FA)","0","5","0","0","0","0","0","0","0","0","0","12","0.0","0.0","0.0%"
"171","Darrin Chiaverini (FA)","0","1","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"172","Dameane Douglas (FA)","0","0","0","0","0","0","0","0","0","0","0","14","0.0","0.0","0.0%"
"173","Albert Johnson (FA)","0","0","0","0","0","0","0","0","0","0","0","4","0.0","0.0","0.0%"
"174","Desmond Howard (FA)","0","0","0","0","0","0","0","0","0","0","0","7","0.0","0.0","0.0%"
"175","Jonathan Carter (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"176","Tebucky Jones (FA)","0","0","0","0","0","0","0","0","0","0","0","14","0.0","0.0","0.0%"
"177","Damon Gibson (FA)","0","0","0","0","0","0","0","0","0","0","1","2","-2.0","-1.0","0.0%"
"178","Tamarick Vanover (FA)","0","2","0","0","0","0","0","0","0","0","1","7","-2.0","-0.3","0.0%"
"179","Frank Murphy (FA)","0","0","0","0","0","0","0","0","0","0","1","4","-2.0","-0.5","0.0%"
"180","Kahlil Hill (FA)","0","0","0","0","0","0","0","0","0","0","1","1","-2.0","-2.0","0.0%"
"181","Nick Davis (FA)","0","0","0","0","0","0","0","1","11","0","2","15","-2.9","-0.2","0.0%"
""
""
