"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"19","Reggie Wayne (FA)","68","107","838","12.3","57","0","7","0","0","0","0","16","193.8","12.1","0.0%"
"20","Rod Smith (FA)","74","114","845","11.4","38","0","3","10","98","0","0","15","189.2","12.6","0.0%"
"21","Andre Johnson (FA)","66","119","976","14.8","46","0","4","5","-10","0","0","16","186.6","11.7","0.0%"
"22","Koren Robinson (FA)","65","119","896","13.8","38","0","4","4","15","0","1","15","178.1","11.9","0.0%"
"23","Eddie Kennison (FA)","56","99","853","15.2","51","0","5","2","9","0","1","16","170.2","10.6","0.0%"
"24","Justin McCareins (FA)","47","82","813","17.3","73","0","7","1","13","0","1","16","169.6","10.6","0.0%"
"25","Plaxico Burress (FA)","60","123","860","14.3","47","0","4","1","-7","0","0","16","169.3","10.6","0.0%"
"26","Peerless Price (FA)","64","141","838","13.1","49","0","3","2","3","0","0","16","166.1","10.4","0.0%"
"27","Javon Walker (FA)","41","74","716","17.5","66","0","9","2","1","0","1","16","164.7","10.3","0.0%"
"28","Terry Glenn (FA)","52","96","754","14.5","51","0","5","3","55","0","0","16","162.9","10.2","0.0%"
"29","Jerry Rice (FA)","63","124","869","13.8","47","0","2","0","0","0","1","16","159.9","10.0","0.0%"
"30","Rod Gardner (FA)","59","115","600","10.2","35","0","5","0","0","0","0","16","158.8","9.9","0.0%"
"31","Jimmy Smith (FA)","54","112","805","14.9","67","0","4","0","0","0","0","12","158.5","13.2","0.0%"
"32","Johnnie Morton (FA)","50","92","740","14.8","50","0","4","8","94","0","0","16","157.4","9.8","0.0%"
"33","Deion Branch (FA)","57","104","803","14.1","66","0","3","1","11","0","0","15","156.4","10.4","0.0%"
"34","Ike Hilliard (FA)","60","102","608","10.1","38","0","6","2","19","0","2","13","154.7","11.9","0.0%"
"35","Muhsin Muhammad (FA)","54","100","837","15.5","60","0","3","2","-2","0","1","15","153.5","10.2","0.0%"
"36","Dennis Northcutt (FA)","62","92","729","11.8","44","0","2","12","83","0","1","15","153.2","10.2","0.0%"
"37","Bobby Shaw (FA)","56","86","732","13.1","54","0","4","0","0","0","1","15","151.2","10.1","0.0%"
"38","Tai Streets (FA)","47","85","595","12.7","41","0","7","0","0","0","0","16","148.5","9.3","0.0%"
"39","Eric Moulds (FA)","64","121","780","12.2","49","0","1","0","0","0","0","13","148.0","11.4","0.0%"
"40","Bobby Engram (FA)","52","74","637","12.3","34","0","6","0","0","0","2","16","147.7","9.2","0.0%"
"41","Marty Booker (FA)","52","105","715","13.8","61","0","4","3","-7","0","0","13","146.8","11.3","0.0%"
"42","Kevin Johnson (FA)","58","95","634","10.9","41","0","3","0","0","0","0","15","139.4","9.3","0.0%"
"43","Donald Driver (FA)","52","86","621","11.9","41","0","2","5","51","0","0","15","131.2","8.7","0.0%"
"44","Josh Reed (FA)","58","104","588","10.1","26","0","2","3","38","0","1","16","130.6","8.2","0.0%"
"45","Andre Davis (FA)","40","62","576","14.4","49","0","5","5","28","0","1","16","128.4","8.0","0.0%"
"46","Dez White (FA)","49","107","583","11.9","49","0","3","2","13","0","0","15","126.6","8.4","0.0%"
"47","Travis Taylor (FA)","39","90","632","16.2","73","0","3","11","62","0","0","16","126.4","7.9","0.0%"
"48","Az-Zahir Hakim (FA)","49","108","449","9.2","28","0","4","3","51","0","1","14","123.8","8.8","0.0%"
"49","Jerome Pathon (FA)","44","79","578","13.1","40","0","4","0","0","0","1","16","123.8","7.7","0.0%"
"50","Keyshawn Johnson (FA)","45","73","600","13.3","39","0","3","0","0","0","0","10","123.0","12.3","0.0%"
"51","Curtis Conway (FA)","46","102","640","13.9","45","0","2","0","0","0","0","16","122.0","7.6","0.0%"
"52","Tim Brown (FA)","52","94","567","10.9","36","0","2","0","0","0","0","16","120.7","7.5","0.0%"
"53","David Givens (FA)","34","54","510","15.0","57","0","6","0","0","0","0","11","119.0","10.8","0.0%"
"54","Ashley Lelie (FA)","37","81","628","17.0","60","0","2","8","43","0","0","16","116.1","7.3","0.0%"
"55","James Thrash (FA)","49","92","558","11.4","51","0","1","5","52","0","0","16","116.0","7.3","0.0%"
"56","Joey Galloway (FA)","34","83","672","19.8","64","0","2","4","22","0","0","15","115.4","7.7","0.0%"
"57","Troy Brown (FA)","40","60","472","11.8","82","0","4","6","27","0","0","12","113.9","9.5","0.0%"
"58","Robert Ferguson (FA)","38","59","520","13.7","47","0","4","1","-8","0","0","15","113.2","7.5","0.0%"
"59","Dane Looker (FA)","47","75","495","10.5","41","0","3","0","0","0","1","16","112.9","7.1","0.0%"
"60","Marcus Robinson (FA)","31","62","451","14.5","50","0","6","0","0","0","0","15","112.1","7.5","0.0%"
"61","Quincy Morgan (FA)","38","79","516","13.6","71","0","3","3","-4","0","0","16","107.2","6.7","0.0%"
"62","Drew Bennett (FA)","32","54","504","15.8","48","0","4","0","0","0","0","12","107.0","8.9","0.0%"
"63","Kelly Campbell (FA)","25","44","522","20.9","72","0","4","10","71","0","1","14","106.3","7.6","0.0%"
"64","Antonio Bryant (FA)","39","83","550","14.1","54","0","2","2","0","0","0","16","106.0","6.6","0.0%"
"65","Darnerien McCants (FA)","27","55","360","13.3","32","0","6","0","0","0","0","15","103.0","6.9","0.0%"
"66","Todd Pinkston (FA)","36","86","575","16.0","59","0","2","1","-11","0","1","16","102.4","6.4","0.0%"
"67","Freddie Mitchell (FA)","35","59","498","14.2","39","0","2","0","0","0","0","16","101.8","6.4","0.0%"
"68","Troy Edwards (FA)","35","62","487","13.9","84","0","3","3","-9","0","0","12","100.8","8.4","0.0%"
"69","Troy Walters (FA)","36","52","456","12.7","46","0","3","1","6","0","0","13","100.2","7.7","0.0%"
"70","Corey Bradford (FA)","24","62","460","19.2","78","0","4","0","0","0","0","15","94.0","6.3","0.0%"
"71","Ricky Proehl (FA)","27","52","389","14.4","66","0","4","0","0","0","0","16","89.9","5.6","0.0%"
"72","Donte' Stallworth (FA)","25","55","485","19.4","76","0","3","1","3","0","1","11","89.8","8.2","0.0%"
"73","Charles Lee (FA)","33","46","432","13.1","72","0","2","2","14","0","0","7","89.6","12.8","0.0%"
"74","Bill Schroeder (FA)","36","80","397","11.0","26","0","2","0","0","0","0","16","87.7","5.5","0.0%"
"75","Jabar Gaffney (FA)","34","57","402","11.8","33","0","2","1","13","0","0","14","87.5","6.3","0.0%"
"76","Cedrick Wilson (FA)","35","63","396","11.3","29","0","2","1","-4","0","0","16","86.4","5.4","0.0%"
"77","David Terrell (FA)","43","84","361","8.4","35","0","1","1","4","0","0","16","85.5","5.3","0.0%"
"78","Antwaan Randle El (FA)","37","56","364","9.8","32","0","1","15","75","0","1","16","85.2","5.3","0.0%"
"79","Nate Burleson (FA)","29","57","455","15.7","52","0","2","0","0","0","1","16","84.5","5.3","0.0%"
"80","Bryant Johnson (FA)","35","77","438","12.5","54","0","1","0","0","0","1","15","82.8","5.5","0.0%"
"81","James McKnight (FA)","23","43","285","12.4","80","0","2","2","75","1","0","15","77.0","5.1","0.0%"
"82","Kelley Washington (FA)","22","47","299","13.6","51","0","4","1","5","0","0","15","76.4","5.1","0.0%"
"83","Brian Finneran (FA)","26","54","368","14.2","38","0","2","0","0","0","0","11","74.8","6.8","0.0%"
"84","Tyrone Calico (FA)","18","43","297","16.5","45","0","4","1","5","0","0","12","74.2","6.2","0.0%"
"85","Charles Rogers (FA)","22","52","243","11.0","33","0","3","2","17","0","0","5","66.0","13.2","0.0%"
"86","Scotty Anderson (FA)","17","31","325","19.1","72","0","2","0","0","0","0","7","63.5","9.1","0.0%"
"87","Eric Parker (FA)","18","31","244","13.6","33","0","3","3","21","0","0","8","62.5","7.8","0.0%"
"88","Wayne Chrebet (FA)","27","44","289","10.7","29","0","1","0","0","0","0","7","61.9","8.8","0.0%"
"89","Derrius Thompson (FA)","26","59","359","13.8","31","0","0","0","0","0","0","16","61.9","3.9","0.0%"
"90","Brandon Stokley (FA)","22","32","211","9.6","37","0","3","0","0","0","0","6","61.1","10.2","0.0%"
"91","Justin Gage (FA)","17","35","338","19.9","57","0","2","0","0","0","1","9","60.8","6.8","0.0%"
"92","Tim Carter (FA)","26","52","309","11.9","30","0","0","0","0","0","0","11","56.9","5.2","0.0%"
"93","Kassim Osgood (FA)","13","33","278","21.4","57","0","2","0","0","0","0","14","52.8","3.8","0.0%"
"94","Bryan Gilmore (FA)","17","45","208","12.2","32","0","2","1","0","0","0","14","49.8","3.6","0.0%"
"95","Brandon Lloyd (FA)","14","30","212","15.1","44","0","2","0","0","0","0","13","49.2","3.8","0.0%"
"96","Chris Doering (FA)","18","30","240","13.3","53","0","1","0","0","0","0","13","48.0","3.7","0.0%"
"97","Bethel Johnson (FA)","16","34","209","13.1","45","0","2","1","-12","0","0","15","47.7","3.2","0.0%"
"98","Matt Hatchette (FA)","15","28","203","13.5","45","0","2","0","0","0","0","6","47.3","7.9","0.0%"
"99","Tim Dwight (FA)","14","31","193","13.8","32","0","0","9","88","0","1","9","40.1","4.5","0.0%"
"100","Michael Lewis (FA)","12","24","226","18.8","39","0","1","1","2","0","1","13","38.8","3.0","0.0%"
"101","Ed McCaffrey (FA)","19","34","195","10.3","23","0","0","0","0","0","0","11","38.5","3.5","0.0%"
"102","Nate Poole (FA)","13","19","177","13.6","37","0","1","0","0","0","0","8","36.7","4.6","0.0%"
"103","David Tyree (FA)","16","31","211","13.2","48","0","0","1","-9","0","0","13","36.2","2.8","0.0%"
"104","Pat Johnson (FA)","15","28","170","11.3","31","0","1","0","0","0","1","16","36.0","2.3","0.0%"
"105","Joe Jerevicius (FA)","12","24","118","9.8","22","0","2","0","0","0","0","4","35.8","9.0","0.0%"
"106","Cortez Hankton (FA)","17","41","166","9.8","22","0","0","0","0","0","0","13","33.6","2.6","0.0%"
"107","Frank Sanders (FA)","14","29","170","12.1","44","0","0","0","0","0","0","10","31.0","3.1","0.0%"
"108","J.J. Stokes (FA)","15","19","154","10.3","31","0","0","0","0","0","0","7","30.4","4.3","0.0%"
"109","Antonio Freeman (FA)","14","22","141","10.1","15","0","0","0","0","0","0","14","28.1","2.0","0.0%"
"110","Jimmy Farris (FA)","6","15","100","16.7","42","0","2","0","0","0","0","11","28.0","2.5","0.0%"
"111","Alvis Whitted (FA)","7","24","106","15.1","36","0","1","6","37","0","0","14","27.3","2.0","0.0%"
"112","Marc Boerigter (FA)","11","26","158","14.4","30","0","0","0","0","0","0","14","26.8","1.9","0.0%"
"113","Dedric Ward (FA)","7","13","106","15.1","31","0","1","0","0","0","0","6","23.6","3.9","0.0%"
"114","David Patten (FA)","9","22","140","15.6","42","0","0","1","4","0","0","5","23.4","4.7","0.0%"
"115","Quentin McCord (FA)","9","23","121","13.4","33","0","0","2","2","0","0","8","21.3","2.7","0.0%"
"116","Karl Williams (FA)","7","17","114","16.3","43","0","0","1","2","0","0","11","20.6","1.9","0.0%"
"117","Jermaine Lewis (FA)","4","4","100","25.0","65","0","1","1","6","0","0","2","20.6","10.3","0.0%"
"118","Derick Armstrong (FA)","7","13","75","10.7","18","0","1","0","0","0","0","7","20.5","2.9","0.0%"
"119","Reche Caldwell (FA)","8","34","80","10.0","15","0","0","5","39","0","0","9","19.9","2.2","0.0%"
"120","Jonathan Carter (FA)","4","6","93","23.3","62","0","1","0","0","0","0","6","19.3","3.2","0.0%"
"121","Andre King (FA)","9","14","88","9.8","28","0","0","0","0","0","0","12","17.8","1.5","0.0%"
"122","Aaron Moorehead (FA)","7","10","101","14.4","35","0","0","0","0","0","0","3","17.1","5.7","0.0%"
"123","Shaun McDonald (FA)","10","21","62","6.2","13","0","0","2","7","0","0","5","16.9","3.4","0.0%"
"124","Dondre Gilliam (FA)","6","8","95","15.8","37","0","0","0","0","0","0","3","15.5","5.2","0.0%"
"125","Greg Lewis (FA)","6","9","95","15.8","25","0","0","0","0","0","0","8","15.5","1.9","0.0%"
"126","Alex Bannister (FA)","3","12","61","20.3","31","0","1","0","0","0","0","13","15.1","1.2","0.0%"
"127","Clarence Coleman (FA)","8","17","69","8.6","12","0","0","0","0","0","0","4","14.9","3.7","0.0%"
"128","Kevin Lockett (FA)","5","7","76","15.2","23","0","0","0","0","0","0","3","12.6","4.2","0.0%"
"129","Kevin Swayne (FA)","2","10","29","14.5","27","0","1","0","0","0","0","9","10.9","1.2","0.0%"
"130","Shawn Jefferson (FA)","6","11","46","7.7","13","0","0","1","3","0","0","7","10.9","1.6","0.0%"
"131","Willie Ponder (FA)","7","11","35","5.0","16","0","0","0","0","0","0","4","10.5","2.6","0.0%"
"132","Jimmy Redmond (FA)","3","7","67","22.3","29","0","0","0","0","0","0","10","9.7","1.0","0.0%"
"133","Reggie Barlow (FA)","3","6","27","9.0","13","0","1","0","0","0","1","9","9.7","1.1","0.0%"
"134","Jason McAddley (FA)","4","12","53","13.3","25","0","0","0","0","0","0","2","9.3","4.7","0.0%"
"135","Oronde Gadsden (FA)","4","9","48","12.0","23","0","0","0","0","0","0","4","8.8","2.2","0.0%"
"136","David Kircus (FA)","3","12","53","17.7","19","0","0","0","0","0","0","5","8.3","1.7","0.0%"
"137","Eddie Berlin (FA)","1","2","50","50.0","50","0","1","0","0","0","2","8","8.0","1.0","0.0%"
"138","Ahmad Merritt (FA)","3","10","50","16.7","25","0","0","0","0","0","0","11","8.0","0.7","0.0%"
"139","Edell Shepherd (FA)","4","6","38","9.5","14","0","0","0","0","0","0","1","7.8","7.8","0.0%"
"140","Zuriel Smith (FA)","3","3","46","15.3","32","0","0","0","0","0","0","9","7.6","0.8","0.0%"
"141","Chris Cole (FA)","3","8","36","12.0","18","0","0","2","8","0","0","11","7.4","0.7","0.0%"
"142","Sam Aiken (FA)","3","8","35","11.7","19","0","0","0","0","0","0","5","6.5","1.3","0.0%"
"143","Talman Gardner (FA)","3","15","29","9.7","11","0","0","0","0","0","0","5","5.9","1.2","0.0%"
"144","Kendall Newson (FA)","2","6","55","27.5","37","0","0","0","0","0","1","3","5.5","1.8","0.0%"
"145","Kevin Curtis (FA)","4","5","13","3.3","8","0","0","0","0","0","0","1","5.3","5.3","0.0%"
"146","Frisman Jackson (FA)","2","5","29","14.5","19","0","0","0","0","0","0","4","4.9","1.2","0.0%"
"147","Kevin Walter (FA)","3","4","18","6.0","9","0","0","0","0","0","0","7","4.8","0.7","0.0%"
"148","Karl Hankton (FA)","2","4","27","13.5","15","0","0","0","0","0","0","11","4.7","0.4","0.0%"
"149","Lee Mays (FA)","2","3","17","8.5","9","0","0","0","0","0","0","8","3.7","0.5","0.0%"
"150","Keenan Howry (FA)","2","6","15","7.5","8","0","0","0","0","0","0","16","3.5","0.2","0.0%"
"151","Kevin Dyson (FA)","2","2","15","7.5","9","0","0","0","0","0","0","1","3.5","3.5","0.0%"
"152","Cliff Russell (FA)","2","2","10","5.0","7","0","0","0","0","0","0","3","3.0","1.0","0.0%"
"153","Kevin Kasper (FA)","1","6","23","23.0","23","0","0","1","-4","0","0","4","2.9","0.7","0.0%"
"154","Doug Gabriel (FA)","1","1","17","17.0","17","0","0","0","0","0","0","11","2.7","0.2","0.0%"
"155","Ron Johnson (FA)","1","3","12","12.0","12","0","0","0","0","0","0","3","2.2","0.7","0.0%"
"156","Adrian Madise (FA)","2","3","10","5.0","5","0","0","1","10","0","1","4","2.0","0.5","0.0%"
"157","Larry Foster (FA)","1","1","7","7.0","7","0","0","0","0","0","0","1","1.7","1.7","0.0%"
"158","Antonio Brown (FA)","0","0","0","0","0","0","0","1","17","0","0","16","1.7","0.1","0.0%"
"159","Derrick Lewis (FA)","1","1","7","7.0","7","0","0","0","0","0","0","1","1.7","1.7","0.0%"
"160","Arnaz Battle (FA)","0","1","0","0","0","0","0","2","14","0","0","5","1.4","0.3","0.0%"
"161","Billy McMullen (FA)","1","3","2","2.0","2","0","0","0","0","0","0","3","1.2","0.4","0.0%"
"162","Eddie Drummond (FA)","0","0","0","0","0","0","0","1","1","0","0","6","0.1","0.0","0.0%"
"163","Walter Young (FA)","0","5","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"164","Jake Schifino (FA)","0","1","0","0","0","0","0","0","0","0","0","11","0.0","0.0","0.0%"
"165","Sam Simmons (FA)","0","2","0","0","0","0","0","0","0","0","0","7","0.0","0.0","0.0%"
"166","Arland Bruce (FA)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"167","LaTarence Dunbar (FA)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"168","Antonio Chatman (FA)","0","1","0","0","0","0","0","0","0","0","0","16","0.0","0.0","0.0%"
"169","J.J. Moses (FA)","0","0","0","0","0","0","0","0","0","0","0","15","0.0","0.0","0.0%"
"170","Grant Mattos (FA)","0","1","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"171","Darrell Hill (FA)","0","0","0","0","0","0","0","0","0","0","0","5","0.0","0.0","0.0%"
"172","Terrence Wilkins (FA)","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"173","Kenny Clark (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"174","James Jordan (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"175","James Williams (FA)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"176","Lawrence Hamilton (FA)","0","3","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"177","Nick Davis (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"178","Albert Johnson (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"179","Karsten Bailey (FA)","0","2","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"180","Micah Ross (FA)","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"181","Chris Jackson (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"182","Tebucky Jones (FA)","0","0","0","0","0","0","0","0","0","0","0","15","0.0","0.0","0.0%"
"183","Brad Pyatt (FA)","1","1","2","2.0","2","0","0","0","0","0","1","8","-0.8","-0.1","0.0%"
"184","LaShaun Ward (FA)","0","0","0","0","0","0","0","0","0","0","1","1","-2.0","-2.0","0.0%"
"185","Sean Morey (FA)","0","0","0","0","0","0","0","0","0","0","1","8","-2.0","-0.3","0.0%"
""
""
