"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"73","Walter Rasby (FA)","6","7","55","9.2","17","0","0","0","0","0","0","8","11.5","1.4","0.0%"
"74","Robert Royal (FA)","5","11","48","9.6","20","0","0","0","0","0","0","4","9.8","2.5","0.0%"
"75","Will Heller (FA)","2","4","15","7.5","11","0","1","0","0","0","0","5","9.5","1.9","0.0%"
"76","Mark Bruener (FA)","2","5","12","6.0","11","0","1","0","0","0","0","5","9.2","1.8","0.0%"
"77","Ryan Neufeld (FA)","3","5","41","13.7","25","0","0","1","14","0","0","8","8.5","1.1","0.0%"
"78","Mike Seidman (FA)","5","10","35","7.0","14","0","0","0","0","0","0","8","8.5","1.1","0.0%"
"79","Jeb Putzier (FA)","4","5","34","8.5","13","0","0","0","0","0","0","2","7.4","3.7","0.0%"
"80","Byron Chamberlain (FA)","4","4","29","7.3","15","0","0","0","0","0","0","3","6.9","2.3","0.0%"
"81","Chris Luzar (FA)","3","4","30","10.0","21","0","0","0","0","0","0","4","6.0","1.5","0.0%"
"82","Patrick Hape (FA)","3","4","30","10.0","12","0","0","0","0","0","0","4","6.0","1.5","0.0%"
"83","Joe Dean Davenport (FA)","3","8","23","7.7","9","0","0","0","0","0","0","5","5.3","1.1","0.0%"
"84","Kevin Ware (FA)","3","7","17","5.7","7","0","0","0","0","0","0","6","4.7","0.8","0.0%"
"85","Billy Baber (FA)","1","1","20","20.0","20","0","0","0","0","0","0","2","3.0","1.5","0.0%"
"86","Aaron Shea (FA)","2","5","9","4.5","7","0","0","0","0","0","0","4","2.9","0.7","0.0%"
"87","Stephen Alexander (FA)","0","6","0","0","0","0","0","0","0","0","0","2","2.0","1.0","0.0%"
"88","Stephen Trejo (FA)","1","1","2","2.0","2","0","0","0","0","0","0","7","1.2","0.2","0.0%"
"89","James Whalen (FA)","0","0","0","0","0","0","0","0","0","0","0","4","0.0","0.0","0.0%"
"90","Mike Bartrum (FA)","0","1","0","0","0","0","0","0","0","0","0","4","0.0","0.0","0.0%"
"91","Randal Williams (FA)","0","3","0","0","0","0","0","0","0","0","0","9","0.0","0.0","0.0%"
"92","Tony McGee (FA)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"93","Ryan Hannam (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"94","John Jones (FA)","0","0","0","0","0","0","0","0","0","0","0","7","0.0","0.0","0.0%"
"95","Matt Murphy (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"96","Mike Banks (FA)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"97","Sean Berton (FA)","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"98","Zach Hilton (FA)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"99","Kori Dickerson (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"100","Nate Jackson (FA)","0","2","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"101","Rashod Kent (FA)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"102","Fred Baxter (FA)","0","2","0","0","0","0","0","0","0","0","0","4","0.0","0.0","0.0%"
"103","Bradford Banta (FA)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"104","John Owens (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"105","John Gilmore (FA)","0","1","0","0","0","0","0","0","0","0","0","7","0.0","0.0","0.0%"
"106","Brian Jennings (FA)","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"107","Brad St. Louis (FA)","0","0","0","0","0","0","0","0","0","0","0","5","0.0","0.0","0.0%"
"108","Richard Angulo (FA)","0","1","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"109","Mike Leach (FA)","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
""
""
