"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Tony Gonzalez (FA)","71","106","916","12.9","67","0","10","0","0","0","0","16","222.6","13.9","0.0%"
"2","Shannon Sharpe (FA)","62","94","770","12.4","28","0","8","0","0","0","0","15","187.0","12.5","0.0%"
"3","Todd Heap (FA)","57","112","693","12.2","33","0","3","3","21","0","0","16","154.4","9.7","0.0%"
"4","Freddie Jones (FA)","55","89","517","9.4","34","0","3","0","0","0","0","16","124.7","7.8","0.0%"
"5","Randy McMichael (FA)","49","83","598","12.2","46","0","2","0","0","0","0","16","120.8","7.6","0.0%"
"6","Itula Mili (FA)","46","62","492","10.7","46","0","4","0","0","0","0","16","119.2","7.5","0.0%"
"7","Alge Crumpler (FA)","44","80","552","12.5","63","0","3","0","0","0","1","16","115.2","7.2","0.0%"
"8","Boo Williams (FA)","41","62","436","10.6","31","0","5","0","0","0","0","15","114.6","7.6","0.0%"
"9","Marcus Pollard (FA)","40","57","541","13.5","70","0","3","0","0","0","0","13","112.1","8.6","0.0%"
"10","Jimmy Kleinsasser (FA)","46","59","401","8.7","19","0","4","2","15","0","0","16","111.6","7.0","0.0%"
"11","Jeremy Shockey (FA)","48","70","535","11.1","46","0","2","0","0","0","1","9","111.5","12.4","0.0%"
"12","Daniel Graham (FA)","38","63","409","10.8","38","0","4","0","0","0","0","13","102.9","7.9","0.0%"
"13","Anthony Becht (FA)","40","58","356","8.9","29","0","4","0","0","0","0","16","101.6","6.4","0.0%"
"14","Erron Kinney (FA)","41","58","381","9.3","28","0","3","0","0","0","0","16","97.1","6.1","0.0%"
"15","Desmond Clark (FA)","44","71","433","9.8","31","0","2","0","0","0","2","15","95.3","6.4","0.0%"
"16","Billy Miller (FA)","40","65","355","8.9","25","0","3","0","0","0","0","16","93.5","5.8","0.0%"
"17","Mikhael Ricks (FA)","37","61","434","11.7","38","0","2","0","0","0","0","15","92.4","6.2","0.0%"
"18","Jed Weaver (FA)","35","53","437","12.5","30","0","1","0","0","0","0","16","84.7","5.3","0.0%"
"19","Bubba Franks (FA)","30","44","241","8.0","24","0","4","0","0","0","0","15","82.1","5.5","0.0%"
"20","Jason Witten (FA)","35","54","347","9.9","36","0","1","0","0","0","0","15","75.7","5.0","0.0%"
"21","Mark Campbell (FA)","34","50","339","10.0","31","0","1","0","0","0","0","14","73.9","5.3","0.0%"
"22","Antonio Gates (FA)","24","42","389","16.2","48","0","2","0","0","0","1","14","72.9","5.2","0.2%"
"23","Matt Schobel (FA)","24","30","332","13.8","45","0","2","0","0","0","0","12","69.2","5.8","0.0%"
"24","Jerry Porter (FA)","28","57","361","12.9","35","0","1","1","10","0","1","9","69.1","7.7","0.0%"
"25","Dallas Clark (FA)","29","42","340","11.7","42","0","1","0","0","0","0","10","69.0","6.9","0.0%"
"26","Christian Fauria (FA)","28","45","285","10.2","28","0","2","0","0","0","0","15","68.5","4.6","0.0%"
"27","Ernie Conwell (FA)","26","44","290","11.2","32","0","2","0","0","0","0","9","67.0","7.4","0.0%"
"28","Brandon Manumaleuna (FA)","29","45","238","8.2","39","0","2","4","15","0","0","16","66.3","4.1","0.0%"
"29","L.J. Smith (FA)","27","46","321","11.9","36","0","1","0","0","0","0","14","65.1","4.7","0.0%"
"30","Doug Jolley (FA)","31","53","250","8.1","26","0","1","0","0","0","0","12","62.0","5.2","0.0%"
"31","Kyle Brady (FA)","29","46","281","9.7","26","0","1","0","0","0","2","16","59.1","3.7","0.0%"
"32","Chad Lewis (FA)","23","40","293","12.7","29","0","1","0","0","0","0","15","58.3","3.9","0.0%"
"33","Terry Jones (FA)","19","25","159","8.4","25","0","3","0","0","0","0","15","52.9","3.5","0.0%"
"34","Ken Dilger (FA)","22","41","244","11.1","48","0","1","0","0","0","0","13","52.4","4.0","0.0%"
"35","Casey Fitzsimmons (FA)","23","40","160","7.0","22","0","2","0","0","0","0","13","51.0","3.9","0.0%"
"36","Wesley Walls (FA)","20","33","222","11.1","36","0","1","0","0","0","0","12","48.2","4.0","0.0%"
"37","Frank Wycheck (FA)","17","29","165","9.7","25","0","2","0","0","0","0","10","45.5","4.6","0.0%"
"38","Dan Campbell (FA)","20","30","195","9.8","23","0","1","0","0","0","0","14","45.5","3.3","0.0%"
"39","Tony Stewart (FA)","21","33","212","10.1","21","0","0","0","0","0","0","14","42.2","3.0","0.0%"
"40","George Wrighster (FA)","13","20","150","11.5","30","0","2","0","0","0","0","13","40.0","3.1","0.0%"
"41","Kris Mangum (FA)","17","29","199","11.7","34","0","0","0","0","0","0","14","36.9","2.6","0.0%"
"42","Justin Peelle (FA)","16","25","133","8.3","24","0","1","0","0","0","0","10","35.3","3.5","0.0%"
"43","David Martin (FA)","13","17","79","6.1","14","0","2","0","0","0","0","12","32.9","2.7","0.0%"
"44","Teyo Johnson (FA)","14","24","128","9.1","21","0","1","0","0","0","0","12","32.8","2.7","0.0%"
"45","Marcellus Rivers (FA)","17","22","155","9.1","27","0","0","0","0","0","0","8","32.5","4.1","0.0%"
"46","James Hodgins (FA)","14","19","58","4.1","9","0","2","2","6","0","0","10","32.4","3.2","0.0%"
"47","Steve Heiden (FA)","18","31","134","7.4","17","0","0","0","0","0","0","9","31.4","3.5","0.0%"
"48","Jay Riemersma (FA)","10","23","138","13.8","24","0","1","0","0","0","0","8","29.8","3.7","0.0%"
"49","Darnell Sanders (FA)","15","21","95","6.3","12","0","1","0","0","0","1","10","28.5","2.9","0.0%"
"50","Chris Baker (FA)","14","18","137","9.8","24","0","0","0","0","0","0","12","27.7","2.3","0.0%"
"51","Visanthe Shiancoe (FA)","10","23","56","5.6","10","0","2","0","0","0","0","9","27.6","3.1","0.0%"
"52","Dave Moore (FA)","7","18","82","11.7","28","0","2","0","0","0","0","10","27.2","2.7","0.0%"
"53","Reggie Kelly (FA)","13","21","81","6.2","13","0","1","0","0","0","0","11","27.1","2.5","0.0%"
"54","Shad Meier (FA)","13","19","159","12.2","27","0","0","0","0","0","1","8","26.9","3.4","0.0%"
"55","Jason Dunn (FA)","5","8","35","7.0","15","0","3","0","0","0","0","9","26.5","2.9","0.0%"
"56","Keith Heinrich (FA)","8","9","64","8.0","17","0","2","0","0","0","0","4","26.4","6.6","0.0%"
"57","Todd Yoder (FA)","7","11","68","9.7","20","0","2","0","0","0","0","10","25.8","2.6","0.0%"
"58","Aaron Walker (FA)","8","13","116","14.5","26","0","1","0","0","0","0","12","25.6","2.1","0.0%"
"59","Bobby Wade (FA)","12","18","137","11.4","24","0","0","5","14","0","1","10","25.1","2.5","0.0%"
"60","Steve Bush (FA)","11","17","71","6.5","14","0","1","0","0","0","0","8","24.1","3.0","0.0%"
"61","Donald Lee (FA)","7","11","110","15.7","25","0","1","0","0","0","0","8","24.0","3.0","0.0%"
"62","Cameron Cleeland (FA)","10","16","145","14.5","29","0","0","2","-5","0","0","10","24.0","2.4","0.0%"
"63","Jerame Tuman (FA)","12","19","113","9.4","23","0","0","0","0","0","0","11","23.3","2.1","0.0%"
"64","Jermaine Wiggins (FA)","8","20","80","10.0","23","0","1","0","0","0","0","11","22.0","2.0","0.0%"
"65","Josh Norman (FA)","6","12","72","12.0","21","0","1","0","0","0","0","5","19.2","3.8","0.0%"
"66","Dustin Lyman (FA)","11","13","80","7.3","12","0","0","0","0","0","0","6","19.0","3.2","0.0%"
"67","Rickey Dudley (FA)","7","11","42","6.0","9","0","1","0","0","0","0","5","17.2","3.4","0.0%"
"68","Brian Kozlowski (FA)","10","27","87","8.7","19","0","0","0","0","0","1","15","16.7","1.1","0.0%"
"69","Jabari Holloway (FA)","8","10","84","10.5","33","0","0","0","0","0","0","9","16.4","1.8","0.0%"
"70","Zeron Flemister (FA)","9","17","89","9.9","18","0","0","0","0","0","1","10","15.9","1.6","0.0%"
"71","Jerramy Stevens (FA)","6","19","72","12.0","26","0","0","0","0","0","0","11","13.2","1.2","0.0%"
"72","O.J. Santiago (FA)","5","7","69","13.8","36","0","0","0","0","0","0","9","11.9","1.3","0.0%"
