"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"77","Ben Obomanu (FA)","37","61","436","11.8","55","0","2","1","13","0","0","16","93.9","5.9","0.0%"
"78","Mike Thomas (FA)","44","91","415","9.4","47","1","1","3","11","0","0","15","92.6","6.2","0.0%"
"79","Golden Tate (FA)","35","58","382","10.9","33","0","3","5","14","0","0","16","92.6","5.8","0.0%"
"80","Arrelious Benn (FA)","30","51","441","14.7","65","0","3","6","-7","0","0","14","91.4","6.5","0.0%"
"81","Andre Caldwell (FA)","37","68","317","8.6","49","0","3","0","0","0","0","13","86.7","6.7","0.0%"
"82","Brandon Gibson (FA)","36","71","431","12.0","34","0","1","2","16","0","0","15","86.7","5.8","0.0%"
"83","Mohamed Massaquoi (FA)","31","74","384","12.4","56","0","2","0","0","0","0","14","81.4","5.8","0.0%"
"84","Danario Alexander (FA)","26","60","431","16.6","68","0","2","0","0","0","0","10","81.1","8.1","0.0%"
"85","Jason Hill (FA)","25","55","367","14.7","74","0","3","0","0","0","0","10","79.7","8.0","0.0%"
"86","Devin Aromashodu (FA)","26","84","468","18.0","60","1","1","0","0","0","0","16","78.8","4.9","0.0%"
"87","Dane Sanzenbacher (FA)","27","54","276","10.2","22","0","3","1","-4","0","0","16","72.2","4.5","0.0%"
"88","Jeremy Kerley (FA)","29","47","314","10.8","38","0","1","5","28","0","1","14","68.8","4.9","0.0%"
"89","Devin Hester (FA)","26","56","369","14.2","53","0","1","1","-6","0","0","16","68.3","4.3","0.4%"
"90","Earl Bennett (FA)","24","43","381","15.9","49","0","1","0","0","0","1","11","66.1","6.0","0.0%"
"91","Brad Smith (FA)","23","42","240","10.4","36","0","1","20","87","1","0","15","65.7","4.4","0.0%"
"92","Kyle Williams (FA)","20","31","241","12.1","56","0","3","2","32","0","0","13","65.3","5.0","0.0%"
"93","Donte' Stallworth (FA)","22","38","309","14.0","51","0","2","2","1","0","0","11","65.0","5.9","0.0%"
"94","Vincent Brown (FA)","19","40","329","17.3","31","0","2","0","0","0","0","14","63.9","4.6","0.0%"
"95","Emmanuel Sanders (FA)","22","43","288","13.1","32","0","2","0","0","0","0","11","63.4","5.8","0.0%"
"96","Randall Cobb (FA)","25","31","375","15.0","61","0","1","2","5","0","3","15","63.0","4.2","0.0%"
"97","Jarett Dillard (FA)","29","50","292","10.1","25","0","1","0","0","0","1","14","62.2","4.4","0.0%"
"98","Chaz Schilens (FA)","23","34","271","11.8","30","1","2","0","0","0","0","15","62.1","4.1","0.0%"
"99","Kenny Britt (FA)","17","26","289","17.0","80","1","3","0","0","0","1","3","61.9","20.6","0.0%"
"100","Jordan Norwood (FA)","23","34","268","11.7","51","0","1","0","0","0","0","14","55.8","4.0","0.0%"
"101","Derek Hagan (FA)","24","42","252","10.5","29","0","1","0","0","0","0","10","55.2","5.5","0.0%"
"102","Jacoby Ford (FA)","19","33","279","14.7","41","0","1","4","31","0","1","8","54.0","6.8","0.0%"
"103","Patrick Crayton (FA)","23","34","248","10.8","26","0","1","0","0","0","0","13","53.8","4.1","0.0%"
"104","Riley Cooper (FA)","16","35","315","19.7","58","0","1","0","0","0","0","16","53.5","3.3","0.0%"
"105","Jon Baldwin (FA)","21","53","254","12.1","39","0","1","0","0","0","0","11","52.4","4.8","0.0%"
"106","Donald Jones (FA)","23","46","231","10.0","48","0","1","1","2","0","0","8","52.3","6.5","0.0%"
"107","Greg Salas (FA)","27","38","264","9.8","21","0","0","1","8","0","1","6","52.2","8.7","0.0%"
"108","Jerricho Cotchery (FA)","16","30","237","14.8","36","0","2","1","3","0","0","13","52.0","4.0","0.0%"
"109","Austin Pettis (FA)","27","48","256","9.5","35","0","0","1","-6","0","0","12","52.0","4.3","0.0%"
"110","Louis Murphy (FA)","15","33","241","16.1","47","0","0","6","69","1","0","11","52.0","4.7","0.0%"
"111","Andrew Hawkins (FA)","23","34","263","11.4","26","0","0","5","25","0","0","13","51.8","4.0","0.0%"
"112","Matt Willis (FA)","18","36","267","14.8","42","0","1","0","0","0","0","16","50.7","3.2","0.0%"
"113","Chad Johnson (FA)","15","32","276","18.4","53","0","1","0","0","0","0","14","48.6","3.5","0.0%"
"114","Ted Ginn Jr. (FA)","19","33","220","11.6","26","0","0","8","68","0","0","14","47.8","3.4","0.0%"
"115","Naaman Roosevelt (FA)","16","26","257","16.1","60","0","1","0","0","0","0","10","47.7","4.8","0.0%"
"116","Mike Williams (FA)","18","38","236","13.1","55","0","1","0","0","0","0","12","47.6","4.0","0.0%"
"117","Eddie Royal (FA)","19","50","155","8.2","26","0","1","7","48","0","0","12","45.3","3.8","0.0%"
"118","Josh Morgan (FA)","15","20","220","14.7","30","0","1","0","0","0","0","5","43.0","8.6","0.0%"
"119","Chastin West (FA)","13","27","163","12.5","23","0","2","0","0","0","0","10","41.3","4.1","0.0%"
"120","Derrick Mason (FA)","19","35","170","8.9","30","0","0","0","0","0","0","11","36.0","3.3","0.0%"
"121","Braylon Edwards (FA)","15","34","181","12.1","24","0","0","0","0","0","0","9","33.1","3.7","0.0%"
"122","T.J. Houshmandzadeh (FA)","11","19","146","13.3","40","0","1","0","0","0","0","7","31.6","4.5","0.0%"
"123","Leonard Hankerson (FA)","13","20","163","12.5","23","0","0","0","0","0","0","4","31.3","7.8","0.0%"
"124","Anthony Armstrong (FA)","7","27","103","14.7","50","0","2","2","19","0","0","14","31.2","2.2","0.0%"
"125","Kevin Ogletree (FA)","15","26","164","10.9","33","0","0","2","3","0","1","14","29.7","2.1","0.0%"
"126","Steve Smith (FA)","11","20","124","11.3","20","0","1","0","0","0","0","5","29.4","5.9","0.0%"
"127","Mike Sims-Walker (FA)","12","33","150","12.5","33","0","0","0","0","0","0","6","27.0","4.5","0.0%"
"128","Jesse Holley (FA)","7","7","169","24.1","77","0","0","0","0","0","0","11","23.9","2.2","0.0%"
"129","Terrence Austin (FA)","12","26","137","11.4","32","0","0","0","0","0","1","13","23.7","1.8","0.0%"
"130","Patrick Turner (FA)","8","15","96","12.0","25","0","1","0","0","0","0","12","23.6","2.0","0.0%"
"131","Bryant Johnson (FA)","6","12","90","15.0","40","0","1","1","1","0","0","9","21.1","2.3","0.0%"
"132","Greg Camarillo (FA)","9","24","121","13.4","23","0","0","0","0","0","0","8","21.1","2.6","0.0%"
"133","David Anderson (FA)","7","16","79","11.3","23","0","1","0","0","0","0","5","20.9","4.2","0.0%"
"134","Eric Weems (FA)","11","14","90","8.2","18","0","0","0","0","0","0","16","20.0","1.3","0.0%"
"135","Terrance Copper (FA)","8","12","114","14.3","43","0","0","0","0","0","0","16","19.4","1.2","0.0%"
"136","Sam Hurd (FA)","8","15","109","13.6","28","0","0","0","0","0","0","10","18.9","1.9","0.0%"
"137","Ricardo Lockette (FA)","2","4","105","52.5","61","0","1","0","0","0","0","2","18.5","9.3","0.0%"
"138","Ramses Barden (FA)","9","19","94","10.4","26","0","0","0","0","0","0","8","18.4","2.3","0.0%"
"139","Keary Colbert (FA)","9","12","89","9.9","19","0","0","0","0","0","0","6","17.9","3.0","0.0%"
"140","Bernard Berrian (FA)","7","23","91","13.0","30","0","0","0","0","0","0","5","16.1","3.2","0.0%"
"141","Ruvell Martin (FA)","7","16","82","11.7","28","0","0","0","0","0","0","14","15.2","1.1","0.0%"
"142","Domenik Hixon (FA)","4","6","50","12.5","22","0","1","0","0","0","0","2","15.0","7.5","0.0%"
"143","Jerheme Urban (FA)","4","13","35","8.8","24","0","1","1","7","0","0","5","14.2","2.8","0.0%"
"144","Donnie Avery (FA)","3","11","45","15.0","23","0","1","0","0","0","0","8","13.5","1.7","0.0%"
"145","Chad Hall (FA)","3","9","20","6.7","16","0","1","3","13","0","0","7","12.3","1.8","0.0%"
"146","Lee Evans (FA)","4","26","74","18.5","32","0","0","0","0","0","0","9","11.4","1.3","0.0%"
"147","Deon Butler (FA)","6","7","51","8.5","15","0","0","0","0","0","0","5","11.1","2.2","0.0%"
"148","Cecil Shorts (FA)","2","12","30","15.0","25","0","1","0","0","0","0","10","11.0","1.1","0.0%"
"149","Danny Amendola (FA)","5","6","45","9.0","18","0","0","0","0","0","0","1","9.5","9.5","0.0%"
"150","Kassim Osgood (FA)","5","11","42","8.4","19","0","0","0","0","0","0","12","9.2","0.8","0.0%"
"151","LaQuan Williams (FA)","4","12","46","11.5","15","0","0","0","0","0","0","12","8.6","0.7","0.0%"
"152","Brandon Banks (FA)","1","1","10","10.0","10","0","0","1","1","0","0","16","8.1","0.5","0.0%"
"153","Marc Mariani (FA)","5","12","24","4.8","6","0","0","1","4","0","0","16","7.8","0.5","0.0%"
"154","Sammie Stroughter (FA)","4","7","52","13.0","29","0","0","0","0","0","1","6","7.2","1.2","0.0%"
"155","Devin Thomas (FA)","3","3","37","12.3","14","0","0","0","0","0","0","16","6.7","0.4","0.0%"
"156","Ryan Whalen (FA)","4","5","27","6.8","13","0","0","0","0","0","0","4","6.7","1.7","0.0%"
"157","DeMarco Sampson (FA)","3","8","36","12.0","15","0","0","0","0","0","0","12","6.6","0.6","0.0%"
"158","Julian Edelman (FA)","4","8","34","8.5","11","0","0","4","8","0","1","13","6.2","0.5","12.1%"
"159","Carlton Mitchell (FA)","3","4","31","10.3","19","0","0","0","0","0","0","11","6.1","0.6","0.0%"
"160","Kris Durham (FA)","3","4","30","10.0","12","0","0","0","0","0","0","3","6.0","2.0","0.0%"
"161","Tiquan Underwood (FA)","3","6","30","10.0","13","0","0","0","0","0","0","6","6.0","1.0","0.0%"
"162","Chansi Stuckey (FA)","4","8","39","9.8","12","0","0","0","0","0","1","4","5.9","1.5","0.0%"
"163","Taylor Price (FA)","2","4","39","19.5","21","0","0","0","0","0","0","5","5.9","1.2","0.0%"
"164","Stephen Burton (FA)","2","3","38","19.0","21","0","0","0","0","0","0","3","5.8","1.9","0.0%"
"165","Bryan Walters (FA)","3","4","27","9.0","13","0","0","0","0","0","0","4","5.7","1.4","0.0%"
"166","Mark Clayton (FA)","3","4","26","8.7","12","0","0","0","0","0","0","1","5.6","5.6","0.0%"
"167","Brian Robiskie (FA)","3","9","25","8.3","14","0","0","0","0","0","0","6","5.5","0.9","0.0%"
"168","Jordan Shipley (FA)","4","5","14","3.5","5","0","0","0","0","0","0","2","5.4","2.7","0.0%"
"169","Edmond Gates (FA)","2","12","19","9.5","11","0","0","1","4","0","0","15","4.3","0.3","0.0%"
"170","Matthew Slater (FA)","1","3","46","46.0","46","0","0","0","0","0","1","16","3.6","0.2","0.0%"
"171","Brett Swain (FA)","2","7","15","7.5","9","0","0","0","0","0","0","5","3.5","0.7","0.0%"
"172","Micheal Spurlock (FA)","2","6","13","6.5","7","0","0","0","0","0","0","12","3.3","0.3","0.0%"
"173","Roscoe Parrish (FA)","1","4","16","16.0","16","0","0","0","0","0","0","2","2.6","1.3","0.0%"
"174","Emmanuel Arceneaux (FA)","1","2","10","10.0","10","0","0","0","0","0","0","1","2.0","2.0","0.0%"
"175","Nick Miller (FA)","1","1","8","8.0","8","0","0","0","0","0","0","8","1.8","0.2","0.0%"
"176","Brandon Stokley (FA)","1","3","7","7.0","7","0","0","0","0","0","0","2","1.7","0.9","0.0%"
"177","Seyi Ajirotutu (FA)","1","2","4","4.0","4","0","0","0","0","0","0","14","1.4","0.1","0.0%"
"178","Armanti Edwards (FA)","0","0","0","0","0","0","0","1","5","0","0","16","0.9","0.1","0.0%"
"179","Jeremy Horne (FA)","0","2","0","0","0","0","0","1","5","0","0","9","0.5","0.1","0.0%"
"180","Dominique Curry (FA)","0","0","0","0","0","0","0","0","0","0","0","8","0.0","0.0","0.0%"
"181","Tom Nelson (FA)","0","0","0","0","0","0","0","0","0","0","0","4","0.0","0.0","0.0%"
"182","Richard Goodman (FA)","0","2","0","0","0","0","0","0","0","0","0","16","0.0","0.0","0.0%"
"183","Marlon Moore (FA)","0","0","0","0","0","0","0","0","0","0","0","6","0.0","0.0","0.0%"
"184","Roberto Wallace (FA)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"185","Blair White (FA)","0","0","0","0","0","0","0","0","0","0","0","7","0.0","0.0","0.0%"
"186","Brody Eldridge (FA)","9","10","45","5.0","8","0","0","0","0","0","0","13","0.0","0.0","0.0%"
"187","Stephen Williams (FA)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"188","Tandon Doss (FA)","0","2","0","0","0","0","0","0","0","0","0","6","0.0","0.0","0.0%"
"189","Jerrel Jernigan (FA)","0","2","0","0","0","0","0","0","0","0","0","8","0.0","0.0","0.0%"
"190","Kealoha Pilares (FA)","0","0","0","0","0","0","0","0","0","0","0","12","0.0","0.0","0.0%"
"191","Joe Hastings (FA)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"192","Trindon Holliday (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"193","Darvin Adams (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"194","Kamar Aiken (FA)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"195","Kerry Meier (FA)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"196","Jamar Newsome (FA)","0","1","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"197","Dwayne Harris (FA)","0","0","0","0","0","0","0","0","0","0","0","7","0.0","0.0","0.0%"
"198","Terrelle Pryor Sr. (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"199","Jeff Maehl (FA)","0","1","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"200","Anthony Gonzalez (FA)","0","2","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"201","Arnaz Battle (FA)","0","1","0","0","0","0","0","0","0","0","0","5","0.0","0.0","0.0%"
"202","Courtney Roby (FA)","0","0","0","0","0","0","0","0","0","0","0","16","0.0","0.0","0.0%"
"203","Michael Clayton (FA)","0","1","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"204","Julius Pruitt (FA)","0","0","0","0","0","0","0","0","0","0","0","4","0.0","0.0","0.0%"
"205","Kevin Cone (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"206","Brandon Tate (FA)","0","0","0","0","0","0","0","0","0","0","1","16","-2.0","-0.1","0.0%"
"207","Quan Cosby (FA)","0","0","0","0","0","0","0","0","0","0","1","10","-2.0","-0.2","0.0%"
"208","David Reed (FA)","0","2","0","0","0","0","0","1","16","0","2","11","-2.4","-0.2","0.0%"
""
""
