Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
24,Benjamin Watson (FA),49,81,501,10.2,27,5,3,0,0,0,0,16,117.1,7.3,2.80%
25,Dwayne Allen (FA),45,66,521,11.6,40,8,3,3,5,0,0,16,115.6,7.2,0.00%
26,Dallas Clark (FA),47,75,435,9.3,33,3,4,0,0,0,0,16,114.5,7.2,0.00%
27,Joel Dreessen (FA),41,58,356,8.7,30,3,5,0,0,0,0,16,106.6,6.7,0.00%
28,Anthony Fasano (FA),41,69,332,8.1,22,1,5,0,0,0,0,16,106.2,6.6,0.10%
29,Tony Scheffler (FA),42,85,504,12,57,4,1,0,0,0,0,15,98.4,6.6,0.00%
30,Zach Miller (SEA),38,53,396,10.4,30,6,3,0,0,0,1,16,93.6,5.9,0.00%
31,Rob Housler (FA),45,68,417,9.3,33,4,0,0,0,0,0,15,86.7,5.8,0.00%
32,James Casey (FA),34,44,330,9.7,30,1,3,1,6,0,0,16,85.6,5.4,0.00%
33,Tony Moeaki (FA),33,56,453,13.7,38,6,1,0,0,0,0,15,84.3,5.6,0.00%
34,Jeff Cumberland (FA),29,53,359,12.4,39,4,3,0,0,0,0,15,82.9,5.5,0.00%
35,Garrett Graham (FA),28,40,263,9.4,30,2,3,0,0,0,0,15,72.3,4.8,0.00%
36,Dustin Keller (FA),28,36,317,11.3,32,5,2,0,0,0,0,8,71.7,9,0.00%
37,Delanie Walker (FA),21,39,344,16.4,45,7,3,0,0,0,1,16,71.4,4.5,0.10%
38,Coby Fleener (FA),26,48,281,10.8,26,5,2,0,0,0,0,12,66.1,5.5,0.00%
39,Anthony McCoy (FA),18,28,291,16.2,67,3,3,0,0,0,0,16,65.1,4.1,0.00%
40,Logan Paulsen (FA),25,37,308,12.3,31,2,1,0,0,0,0,16,61.8,3.9,0.00%
41,Fred Davis (FA),24,32,325,13.5,29,4,0,1,1,0,0,7,56.6,8.1,0.00%
42,Craig Stevens (FA),23,33,275,12,46,1,1,0,0,0,0,15,56.5,3.8,0.00%
43,Clay Harbor (FA),25,39,186,7.4,19,0,2,0,0,0,1,14,53.6,3.8,0.00%
44,Kellen Davis (FA),19,44,229,12.1,25,3,2,0,0,0,1,16,51.9,3.2,0.20%
45,Charles Clay (FA),18,33,212,11.8,31,3,2,0,0,0,0,14,51.2,3.7,0.00%
46,Jordan Cameron (FA),20,40,226,11.3,28,4,1,0,0,0,0,14,48.6,3.5,0.10%
47,Tom Crabtree (FA),8,12,203,25.4,72,1,3,0,0,0,0,14,46.3,3.3,0.00%
48,David Thomas (FA),11,17,86,7.8,20,1,4,0,0,0,0,10,43.6,4.4,0.00%
49,Ed Dickson (FA),21,33,225,10.7,40,1,0,0,0,0,0,13,43.5,3.3,0.00%
50,Luke Stocker (FA),16,28,165,10.3,33,1,1,0,0,0,0,16,38.5,2.4,0.00%
51,Will Heller (FA),17,23,150,8.8,19,0,1,0,0,0,0,16,38,2.4,0.00%
52,Dante Rosario (FA),10,18,95,9.5,18,0,3,0,0,0,1,13,35.5,2.7,0.00%
53,Jeff King (FA),17,29,129,7.6,27,2,0,0,0,0,0,16,29.9,1.9,0.00%
54,Niles Paul (FA),8,15,152,19,37,3,1,1,-1,0,0,16,29.1,1.8,0.00%
55,Matthew Mulligan (FA),8,12,84,10.5,18,0,1,0,0,0,0,16,22.4,1.4,0.00%
56,Bruce Miller (FA),12,13,84,7,26,1,0,5,18,0,0,16,22.2,1.4,0.00%
57,Gary Barnidge (FA),6,6,78,13,24,2,1,0,0,0,0,16,19.8,1.2,0.10%
58,John Phillips (FA),8,10,55,6.9,19,0,1,0,0,0,0,16,19.5,1.2,0.00%
59,Konrad Reuland (FA),11,16,83,7.5,18,0,0,0,0,0,0,16,19.3,1.2,0.00%
60,Orson Charles (FA),8,10,101,12.6,25,1,0,0,0,0,0,16,18.1,1.1,0.00%
61,Dorin Dickerson (FA),9,15,117,13,24,3,0,1,-8,0,1,11,17.9,1.6,0.00%
62,Alex Smith (FA),13,18,47,3.6,17,0,0,0,0,0,0,12,17.7,1.5,0.00%
63,Todd Heap (FA),8,13,94,11.8,28,1,0,0,0,0,0,2,17.4,8.7,0.00%
64,Lee Smith (FA),4,4,13,3.3,5,0,2,0,0,0,0,16,17.3,1.1,0.00%
65,James Hanna (FA),8,11,86,10.8,29,1,0,0,0,0,0,16,16.6,1,0.00%
66,David Ausberry (FA),7,12,92,13.1,31,1,0,0,0,0,0,16,16.2,1,0.00%
67,Leonard Pope (FA),3,4,9,3,7,0,2,0,0,0,0,7,15.9,2.3,0.00%
68,Michael Hoomanawanui (FA),5,7,109,21.8,41,0,0,0,0,0,0,14,15.9,1.1,0.10%
69,Kevin Boss (FA),3,3,65,21.7,29,2,1,0,0,0,0,2,15.5,7.8,0.00%
70,Matt Spaeth (FA),6,10,28,4.7,13,0,1,0,0,0,0,16,14.8,0.9,0.00%
71,Michael Palmer (FA),6,6,22,3.7,6,0,1,0,0,0,0,13,14.2,1.1,0.00%
72,Randy McMichael (FA),9,13,51,5.7,13,0,0,0,0,0,0,11,14.1,1.3,0.00%
73,Bear Pascoe (FA),4,9,35,8.8,16,0,1,0,0,0,0,15,13.5,0.9,0.00%
74,Rhett Ellison (FA),7,9,65,9.3,29,1,0,0,0,0,0,16,13.5,0.8,0.00%
75,D.J. Williams (FA),7,15,57,8.1,12,0,0,0,0,0,0,13,12.7,1,0.00%
76,Daniel Fells (FA),4,9,85,21.3,35,1,0,0,0,0,0,13,12.5,1,0.00%
77,John Carlson (FA),8,14,43,5.4,14,0,0,0,0,0,0,14,12.3,0.9,0.00%
78,David Paulson (FA),7,11,51,7.3,9,0,0,0,0,0,0,16,12.1,0.8,0.00%
79,Tim Tebow (FA),0,1,0,0,0,0,0,32,102,0,0,12,11.8,1,0.50%
80,Virgil Green (FA),5,6,63,12.6,28,1,0,0,0,0,0,12,11.3,0.9,0.00%
81,Nate Byham (FA),3,4,18,6,10,0,1,0,0,0,0,11,10.8,1,0.00%
82,Taylor Thompson (FA),6,13,46,7.7,12,0,0,0,0,0,0,16,10.6,0.7,0.00%
83,Steve Maneri (FA),5,12,51,10.2,19,0,0,0,0,0,0,13,10.1,0.8,0.00%
84,Ladarius Green (FA),4,4,56,14,31,0,0,0,0,0,0,4,9.6,2.4,0.00%
85,Garrett Celek (FA),4,7,51,12.8,35,0,0,0,0,0,0,13,9.1,0.7,0.00%
86,Richard Gordon (FA),2,7,9,4.5,8,0,1,0,0,0,0,13,8.9,0.7,0.00%
87,Kyle Adams (FA),4,8,40,10,17,0,0,0,0,0,0,15,8,0.5,0.00%
88,Mike McNeill (FA),4,7,31,7.8,10,0,0,0,0,0,0,14,7.1,0.5,0.00%
89,Ben Hartsock (FA),2,3,30,15,25,1,0,0,0,0,0,15,5,0.3,0.00%
90,Jake O'Connell (FA),3,3,18,6,11,0,0,0,0,0,0,2,4.8,2.4,0.00%
91,Jim Dray (FA),2,2,15,7.5,12,0,0,0,0,0,0,13,3.5,0.3,0.00%
92,Weslye Saunders (FA),2,4,15,7.5,11,0,0,0,0,0,0,11,3.5,0.3,0.00%
93,Cory Harkey (FA),1,2,21,21,21,1,0,0,0,0,0,5,3.1,0.6,0.20%
94,Zach Potter (FA),2,6,6,3,4,0,0,0,0,0,0,16,2.6,0.2,0.00%
95,Hayden Smith (FA),1,1,16,16,16,0,0,0,0,0,0,5,2.6,0.5,0.00%
96,Allen Reisner (FA),1,1,13,13,13,0,0,0,0,0,0,4,2.3,0.6,0.00%
97,Kellen Winslow (FA),1,2,12,12,12,0,0,0,0,0,0,1,2.2,2.2,0.00%
98,Chase Coffman (FA),1,1,12,12,12,0,0,0,0,0,0,5,2.2,0.4,0.00%
99,Ryan Taylor (FA),1,1,11,11,11,0,0,0,0,0,0,16,2.1,0.1,0.00%
100,Dominique Jones (FA),1,1,8,8,8,0,0,0,0,0,0,4,1.8,0.5,0.00%
101,Chris Cooley (FA),1,3,8,8,8,0,0,0,0,0,0,3,1.8,0.6,0.00%
102,Tommy Gallarda (FA),1,4,7,7,7,0,0,0,0,0,0,9,1.7,0.2,0.00%
103,Isaiah Stanback (FA),1,1,6,6,6,0,0,0,0,0,0,2,1.6,0.8,0.00%
104,Evan Moore (FA),1,8,6,6,6,0,0,0,0,0,0,7,1.6,0.2,0.00%
105,Brad Smelley (FA),1,1,3,3,3,0,0,0,0,0,0,2,1.3,0.7,0.00%
106,Mike Higgins (FA),1,1,-3,-3,0,0,0,0,0,0,0,2,0.7,0.4,0.00%
107,Sean McGrath (FA),0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.00%
108,Kyle Nelson (FA),0,0,0,0,0,0,0,0,0,0,0,6,0,0,0.00%
109,Emil Igwenagu (FA),0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.00%
110,Josh Hill (FA),0,0,0,0,0,0,0,0,0,0,0,4,0,0,0.00%
111,Kory Sperry (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00%
112,Maurice Stovall (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00%
113,Mike Leach (FA),0,0,0,0,0,0,0,0,0,0,0,16,0,0,0.00%
114,Travis Beckum (FA),0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.00%
115,Billy Bajema (FA),0,1,0,0,0,0,0,0,0,0,0,8,0,0,0.00%
116,Brian Jennings (FA),0,0,0,0,0,0,0,0,0,0,0,16,0,0,0.00%
117,Clark Harris (FA),0,0,0,0,0,0,0,0,0,0,0,16,0,0,0.00%
118,Colin Cloherty (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00%
119,Daniel Graham (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00%
120,Visanthe Shiancoe (FA),0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.00%
121,Greg Scruggs (FA),0,0,0,0,0,0,0,0,0,0,0,11,0,0,0.20%
122,Danny Noble (FA),0,0,0,0,0,0,0,0,0,0,0,4,0,0,0.00%
123,Kyle Miller (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00%
124,Brandon Barden (FA),0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.00%
125,Jamie McCoy (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00%
126,Evan Rodriguez (FA),4,8,21,5.3,11,0,0,0,0,0,0,12,0,0,0.00%
127,Adrien Robinson (FA),0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.00%
128,Jake Bequette (FA),0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.00%
129,Zach Miller (JAC),0,0,0,0,0,0,0,0,0,0,0,16,0,0,0.00%
130,Julius Thomas (FA),0,0,0,0,0,0,0,0,0,0,0,4,0,0,0.00%
131,Richie Brockel (FA),0,1,0,0,0,0,0,0,0,0,0,16,0,0,0.00%
132,Jeron Mastrud (FA),0,0,0,0,0,0,0,0,0,0,0,14,0,0,0.00%
133,Michael Egnew (FA),0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.00%
134,Beau Brinkley (FA),0,0,0,0,0,0,0,0,0,0,0,16,0,0,0.20%
135,Dedrick Epps (FA),1,1,9,9,9,0,0,0,0,0,1,1,-0.1,-0.1,0.00%
