PickOrder,DraftPos,DraftScore,MinVal,MaxVal,StdDev,count
"('TE', 'RB', 'WR', 'WR', 'QB', 'RB', 'WR', 'FLEX')",3,0.9249510213919251,0.8736835774510641,0.976020498641753,0.017218001165136883,404
"('WR', 'WR', 'TE', 'RB', 'WR', 'RB', 'QB', 'FLEX')",3,0.9231993755291775,0.8882177156277921,0.9758683142970326,0.015048593298177109,398
"('WR', 'TE', 'QB', 'WR', 'RB', 'RB', 'WR', 'FLEX')",5,0.9330020450816848,0.8737572423628722,0.9757188203492329,0.018026555077478,461
"('TE', 'WR', 'WR', 'WR', 'RB', 'RB', 'QB', 'FLEX')",5,0.9313427372648104,0.870134958900752,0.9757025010395091,0.019894249369071637,399
"('TE', 'WR', 'WR', 'QB', 'RB', 'RB', 'WR', 'FLEX')",5,0.9343660577927254,0.8667881108447568,0.9755825487490662,0.019991686684508566,389
"('WR', 'TE', 'RB', 'WR', 'WR', 'RB', 'QB', 'FLEX')",3,0.9245248256123327,0.8808028546357944,0.975464818743004,0.01744201952752035,389
"('WR', 'RB', 'TE', 'WR', 'QB', 'RB', 'WR', 'FLEX')",1,0.9101390798030795,0.8728108908409886,0.9754199907001586,0.01847986169015409,396
"('TE', 'WR', 'QB', 'WR', 'RB', 'RB', 'WR', 'FLEX')",3,0.9318096196987332,0.8781440104104398,0.9754068282545276,0.01791161686389537,395
"('TE', 'QB', 'WR', 'RB', 'WR', 'WR', 'RB', 'FLEX')",1,0.9247405717925038,0.8917935583279075,0.9753636941453719,0.012998333254480281,432
"('WR', 'TE', 'RB', 'QB', 'RB', 'WR', 'WR', 'FLEX')",5,0.9316548898796533,0.8867198141297657,0.975135367894929,0.01679059277742858,400
"('TE', 'WR', 'WR', 'RB', 'RB', 'WR', 'QB', 'FLEX')",5,0.9267521540432355,0.8832477993433532,0.9750565597819767,0.017470862856592228,416
"('TE', 'WR', 'WR', 'RB', 'WR', 'RB', 'QB', 'FLEX')",3,0.9310880748810975,0.8859266861316666,0.9750337138622548,0.01791730300340957,378
"('QB', 'WR', 'RB', 'TE', 'WR', 'RB', 'WR', 'FLEX')",5,0.917758382500457,0.8807976696795027,0.9750172380501477,0.013818448052323056,431
"('WR', 'TE', 'RB', 'WR', 'RB', 'QB', 'WR', 'FLEX')",5,0.9280143929010967,0.8887768754633045,0.9749615977120506,0.01714399369954477,391
"('TE', 'RB', 'WR', 'RB', 'WR', 'QB', 'WR', 'FLEX')",3,0.9296786661020505,0.8930476652671905,0.9748299508926569,0.014711980276878936,379
"('WR', 'TE', 'WR', 'RB', 'WR', 'RB', 'QB', 'FLEX')",3,0.9265818987931673,0.884191910877342,0.974783219710605,0.0178467752582115,386
"('WR', 'TE', 'WR', 'RB', 'RB', 'WR', 'QB', 'FLEX')",5,0.9273468212114138,0.8746456109617715,0.9747560053387054,0.016832785064414366,378
"('WR', 'WR', 'TE', 'QB', 'RB', 'RB', 'WR', 'FLEX')",1,0.914241818800396,0.8716531993761651,0.9747427512421539,0.017470872796810415,414
"('WR', 'WR', 'WR', 'TE', 'QB', 'RB', 'RB', 'FLEX')",1,0.9132984018730453,0.8711197189170775,0.9747217731098382,0.02025343716970197,396
"('WR', 'TE', 'RB', 'WR', 'QB', 'RB', 'WR', 'FLEX')",5,0.9270524076576153,0.8755976508679724,0.9746609781360488,0.01740131692371443,407
"('WR', 'WR', 'TE', 'QB', 'RB', 'WR', 'RB', 'FLEX')",1,0.9140320862221432,0.8776808015021742,0.9746245534461123,0.01676159694762526,388
"('TE', 'RB', 'WR', 'WR', 'QB', 'RB', 'WR', 'FLEX')",5,0.9241203238419259,0.8801176108068572,0.9744170586570089,0.016016730267098555,412
"('WR', 'WR', 'WR', 'QB', 'TE', 'RB', 'RB', 'FLEX')",2,0.9230847395795028,0.8779610707393475,0.9741693334143191,0.01535524079068926,418
"('WR', 'WR', 'TE', 'WR', 'RB', 'QB', 'RB', 'FLEX')",2,0.9251373989038685,0.8889311006892345,0.9741284500730086,0.0155291152584596,342
"('TE', 'RB', 'RB', 'WR', 'WR', 'WR', 'QB', 'FLEX')",3,0.9254951128328509,0.8825745049795423,0.9740389896138706,0.015094266931855,433
"('WR', 'TE', 'WR', 'QB', 'RB', 'RB', 'WR', 'FLEX')",3,0.9272499446620267,0.869531176804622,0.9739547041884478,0.017981907501848478,415
"('WR', 'RB', 'QB', 'TE', 'RB', 'WR', 'WR', 'FLEX')",3,0.9189992157365598,0.8795842353597609,0.9739324125024659,0.012143878465285878,412
"('TE', 'WR', 'WR', 'WR', 'QB', 'RB', 'RB', 'FLEX')",2,0.9361044277597088,0.8746219336725092,0.9739116728818848,0.016169164357983823,399
"('TE', 'QB', 'WR', 'WR', 'RB', 'RB', 'WR', 'FLEX')",3,0.9293171969672417,0.8746626324754566,0.9738933625757911,0.017711091202163753,379
"('WR', 'RB', 'RB', 'TE', 'WR', 'WR', 'QB', 'FLEX')",1,0.908854440674699,0.891269795743749,0.9738885283568534,0.010813342414343995,411
"('WR', 'WR', 'WR', 'TE', 'RB', 'RB', 'QB', 'FLEX')",2,0.9244567844315837,0.8860748976411581,0.9738790249225898,0.013330605051964744,409
"('TE', 'QB', 'WR', 'WR', 'WR', 'RB', 'RB', 'FLEX')",1,0.9302040715049359,0.8796449482170191,0.9738724989382105,0.019532312929626847,409
"('TE', 'RB', 'WR', 'RB', 'WR', 'WR', 'QB', 'FLEX')",4,0.9324719763390057,0.8935977899245267,0.9738481225059644,0.014907318182953747,416
"('TE', 'QB', 'RB', 'WR', 'WR', 'RB', 'WR', 'FLEX')",3,0.9268039380009284,0.8769050556068829,0.9738304167280795,0.016574027507568645,433
"('RB', 'TE', 'QB', 'WR', 'RB', 'WR', 'WR', 'FLEX')",5,0.9258026722310184,0.8824303436265626,0.9737005456799804,0.017553317632786083,423
"('WR', 'WR', 'TE', 'RB', 'QB', 'WR', 'RB', 'FLEX')",3,0.9119500849576982,0.8815977532376862,0.9736329074023048,0.015079759008714874,399
"('TE', 'WR', 'WR', 'QB', 'WR', 'RB', 'RB', 'FLEX')",2,0.9367084111585751,0.8730519573316531,0.9735896708526645,0.015990243336361204,421
"('TE', 'WR', 'WR', 'QB', 'RB', 'RB', 'WR', 'FLEX')",3,0.9347389411422472,0.8864727065053313,0.9734345998608007,0.01665796794816397,381
"('WR', 'WR', 'WR', 'RB', 'TE', 'RB', 'QB', 'FLEX')",4,0.9246381165236658,0.8834778788649811,0.9732119994927784,0.013233448922327315,380
"('TE', 'RB', 'QB', 'WR', 'RB', 'WR', 'WR', 'FLEX')",3,0.9291842477655473,0.8854571730846859,0.9731991585643176,0.015288630888606575,412
"('QB', 'WR', 'WR', 'TE', 'WR', 'RB', 'RB', 'FLEX')",1,0.9047001868269885,0.8614820137992132,0.9731675483369495,0.02008867298611833,397
"('TE', 'QB', 'WR', 'RB', 'RB', 'WR', 'WR', 'FLEX')",3,0.9323410629306431,0.8902259694875477,0.973028170510319,0.01419525730861949,405
"('RB', 'TE', 'WR', 'WR', 'RB', 'WR', 'QB', 'FLEX')",5,0.9201427519382532,0.8704462921738128,0.9730198948404546,0.01690644555548806,377
"('WR', 'TE', 'QB', 'RB', 'RB', 'WR', 'WR', 'FLEX')",5,0.9298236975472081,0.8824452760613162,0.9729529834889383,0.017481302574484714,400
"('TE', 'WR', 'RB', 'WR', 'WR', 'RB', 'QB', 'FLEX')",5,0.9266698411953935,0.8844118280326421,0.9728951375133575,0.016971705565089132,414
"('WR', 'WR', 'TE', 'RB', 'WR', 'QB', 'RB', 'FLEX')",2,0.9242305346259013,0.8806824117345681,0.9728670412047475,0.016239407119828155,403
"('WR', 'TE', 'WR', 'WR', 'QB', 'RB', 'RB', 'FLEX')",1,0.917003743041325,0.8646934375243797,0.9728596033912572,0.022820327724029532,403
"('WR', 'TE', 'WR', 'RB', 'QB', 'RB', 'WR', 'FLEX')",5,0.9287337423053311,0.8839624108501957,0.972822228620252,0.0166674469452694,415
"('WR', 'WR', 'WR', 'RB', 'RB', 'TE', 'QB', 'FLEX')",4,0.928127677526727,0.8911928897238877,0.9728212545571963,0.011649381652072048,408
"('WR', 'WR', 'TE', 'QB', 'WR', 'RB', 'RB', 'FLEX')",2,0.9271976035768305,0.8813006383528806,0.9727993297734572,0.01768480642766736,414
"('WR', 'TE', 'WR', 'RB', 'QB', 'RB', 'WR', 'FLEX')",4,0.9346058450342569,0.8896539733870651,0.9727863850312707,0.016534708439258108,383
"('WR', 'TE', 'RB', 'QB', 'WR', 'WR', 'RB', 'FLEX')",1,0.9105725889379129,0.8679743157195359,0.9727811472764787,0.018786193702650916,381
"('WR', 'TE', 'QB', 'WR', 'WR', 'RB', 'RB', 'FLEX')",2,0.9269741064050122,0.8810875005937175,0.9727692983380104,0.01808085100285467,394
"('WR', 'TE', 'QB', 'RB', 'RB', 'WR', 'WR', 'FLEX')",3,0.9291482054900259,0.8917702654463122,0.9727390792939921,0.01625573145285323,404
"('WR', 'WR', 'TE', 'RB', 'RB', 'WR', 'QB', 'FLEX')",4,0.9292856864510735,0.8927704676361489,0.9727272771071285,0.01383897435411984,358
"('WR', 'WR', 'TE', 'RB', 'RB', 'WR', 'QB', 'FLEX')",1,0.9217120070485563,0.8842975810976111,0.9726828381884245,0.01575350937585697,418
"('WR', 'WR', 'RB', 'WR', 'TE', 'RB', 'QB', 'FLEX')",4,0.925372809150141,0.884631939434367,0.9726486276320114,0.01251097815253368,417
"('WR', 'RB', 'RB', 'TE', 'WR', 'QB', 'WR', 'FLEX')",5,0.9171118580108146,0.887707051537939,0.9726165595180959,0.013087145087615677,394
"('WR', 'TE', 'RB', 'QB', 'RB', 'WR', 'WR', 'FLEX')",3,0.9286350480759764,0.8858797271666574,0.9725952319123174,0.017305519038219842,402
"('WR', 'TE', 'WR', 'RB', 'WR', 'RB', 'QB', 'FLEX')",1,0.9161249188719403,0.8827393173187857,0.9724626405783354,0.01716732537723421,396
"('WR', 'TE', 'WR', 'WR', 'QB', 'RB', 'RB', 'FLEX')",2,0.9278885036732635,0.8765933503752712,0.9724496602768135,0.01859602307267584,384
"('WR', 'TE', 'WR', 'RB', 'QB', 'RB', 'WR', 'FLEX')",3,0.9259467802541469,0.8799095616664152,0.9724198154185312,0.019296016262267065,423
"('RB', 'WR', 'TE', 'WR', 'WR', 'RB', 'QB', 'FLEX')",2,0.9204862392173322,0.8794680400610796,0.9723788759831196,0.015684907592774824,386
"('TE', 'WR', 'WR', 'WR', 'RB', 'RB', 'QB', 'FLEX')",2,0.93813175165516,0.8896291463511238,0.972344092352067,0.015096631315206107,402
"('TE', 'RB', 'WR', 'WR', 'WR', 'RB', 'QB', 'FLEX')",3,0.9272009507800528,0.881009517168333,0.9723422133823335,0.016799962245425282,396
"('TE', 'WR', 'WR', 'RB', 'QB', 'RB', 'WR', 'FLEX')",3,0.9293218819570673,0.8786330101630512,0.9723290348435996,0.016794427310475923,383
"('TE', 'WR', 'WR', 'RB', 'RB', 'QB', 'WR', 'FLEX')",3,0.935777172628054,0.8911250353455227,0.9723196814732796,0.014562368832753839,366
"('TE', 'WR', 'WR', 'WR', 'RB', 'RB', 'QB', 'FLEX')",3,0.9332689231321484,0.87619509434787,0.9723189988915677,0.01810877827455807,413
"('WR', 'WR', 'TE', 'RB', 'RB', 'WR', 'QB', 'FLEX')",3,0.9242309811374166,0.8916804360956896,0.9722926699589848,0.013397562762500467,405
"('WR', 'RB', 'TE', 'RB', 'WR', 'QB', 'WR', 'FLEX')",1,0.9174570952515663,0.8840030654472657,0.9722730445038666,0.016717847172331535,403
"('WR', 'WR', 'QB', 'TE', 'RB', 'RB', 'WR', 'FLEX')",1,0.9092597852267604,0.8841840007170974,0.9722078193136047,0.012818849763524497,421
"('WR', 'WR', 'TE', 'RB', 'QB', 'RB', 'WR', 'FLEX')",3,0.9218628812582692,0.8809320577295501,0.9721067893138986,0.017130027175552297,439
"('WR', 'TE', 'WR', 'RB', 'RB', 'QB', 'WR', 'FLEX')",4,0.9335111322381592,0.8913055225897172,0.9720655233521388,0.01639959600849942,401
"('WR', 'TE', 'WR', 'QB', 'WR', 'RB', 'RB', 'FLEX')",3,0.9236367754530485,0.8792890665307653,0.9720262819142362,0.017359502626278916,383
"('WR', 'QB', 'TE', 'WR', 'RB', 'RB', 'WR', 'FLEX')",5,0.9220596548954636,0.878299356976844,0.9720241941437837,0.016400158153758025,420
"('WR', 'RB', 'WR', 'TE', 'RB', 'QB', 'WR', 'FLEX')",5,0.9180918485695428,0.8835164877783783,0.9720042423718415,0.014035700163242824,432
"('TE', 'WR', 'WR', 'WR', 'RB', 'RB', 'QB', 'FLEX')",4,0.9375957337441236,0.8858118451932628,0.9719962858575751,0.016592264632370287,376
"('TE', 'WR', 'QB', 'WR', 'WR', 'RB', 'RB', 'FLEX')",2,0.934116207589554,0.8811609626388537,0.971993907676452,0.016957915441563706,402
"('QB', 'RB', 'WR', 'TE', 'WR', 'WR', 'RB', 'FLEX')",3,0.8993900426674348,0.87504626606129,0.9719268820819017,0.013778398952133012,396
"('WR', 'TE', 'WR', 'RB', 'RB', 'QB', 'WR', 'FLEX')",5,0.9267275988898164,0.8854166924547129,0.9719162591918861,0.017255519489044954,384
"('WR', 'TE', 'WR', 'RB', 'RB', 'WR', 'QB', 'FLEX')",3,0.9291671791380351,0.8877990189335113,0.9718899442694241,0.017182632473249734,421
"('WR', 'WR', 'RB', 'TE', 'RB', 'QB', 'WR', 'FLEX')",5,0.9207172215667859,0.8838312640568801,0.9718882645249627,0.014931576077031695,423
"('WR', 'RB', 'RB', 'WR', 'TE', 'QB', 'WR', 'FLEX')",3,0.9146739838385494,0.8912322500673878,0.971883583593931,0.011535554781481806,419
"('WR', 'TE', 'WR', 'QB', 'WR', 'RB', 'RB', 'FLEX')",2,0.9298605437420527,0.8802615794655247,0.9718312038310412,0.018121197086672956,360
"('TE', 'WR', 'WR', 'RB', 'QB', 'RB', 'WR', 'FLEX')",4,0.9347535086096549,0.8911673256499433,0.9718124980818063,0.016095296540951078,422
"('RB', 'WR', 'TE', 'QB', 'WR', 'RB', 'WR', 'FLEX')",3,0.9158350818288132,0.8743409860725527,0.9718087509086726,0.017699788748482652,411
"('WR', 'WR', 'TE', 'RB', 'QB', 'RB', 'WR', 'FLEX')",5,0.9206432933624544,0.8859409953788473,0.9717997515881345,0.014676556462050879,392
"('WR', 'TE', 'WR', 'WR', 'RB', 'RB', 'QB', 'FLEX')",4,0.9370357703091149,0.8836557992025695,0.9717573279501868,0.01609952173934666,407
"('WR', 'WR', 'TE', 'RB', 'QB', 'WR', 'RB', 'FLEX')",1,0.9145805532854622,0.8773651806384725,0.9717519403399694,0.017217573489282698,421
"('WR', 'TE', 'WR', 'WR', 'RB', 'RB', 'QB', 'FLEX')",3,0.9296344091119946,0.886940135056263,0.9717001806419916,0.017656669403722777,368
"('WR', 'TE', 'WR', 'RB', 'RB', 'WR', 'QB', 'FLEX')",2,0.9340248142606277,0.8858816059206885,0.9715732071663562,0.013911326808700691,396
"('WR', 'QB', 'TE', 'WR', 'RB', 'RB', 'WR', 'FLEX')",3,0.9228444106933722,0.8779321461106449,0.9715379443728914,0.016671426917159254,411
"('TE', 'RB', 'RB', 'QB', 'WR', 'WR', 'WR', 'FLEX')",3,0.9274053087253922,0.885490694734811,0.9715186953209269,0.015292387819379524,378
"('TE', 'RB', 'WR', 'WR', 'RB', 'WR', 'QB', 'FLEX')",3,0.9285900542594029,0.8871173005209141,0.9714957118735985,0.015742550643399845,416
"('WR', 'WR', 'TE', 'RB', 'QB', 'RB', 'WR', 'FLEX')",4,0.9285078680004584,0.8953064160524238,0.971489030794186,0.0148569512101843,402
"('WR', 'TE', 'WR', 'RB', 'WR', 'RB', 'QB', 'FLEX')",2,0.9303869997711507,0.8943938782790485,0.9714551368112009,0.016888019339819465,400
"('RB', 'TE', 'WR', 'WR', 'WR', 'RB', 'QB', 'FLEX')",4,0.9285633096491964,0.8852371841256272,0.971443805840517,0.015877733157236187,398
"('WR', 'WR', 'TE', 'WR', 'RB', 'RB', 'QB', 'FLEX')",3,0.9247366568583832,0.867893007689055,0.9714425430790067,0.017077583279918155,396
"('TE', 'WR', 'RB', 'QB', 'WR', 'RB', 'WR', 'FLEX')",5,0.9308017454464039,0.877795383405508,0.9713514446643113,0.01688060319867047,398
"('WR', 'WR', 'RB', 'TE', 'RB', 'QB', 'WR', 'FLEX')",4,0.9265751478279898,0.8903839496563959,0.9713361656301265,0.012615390652687264,395
"('WR', 'TE', 'QB', 'WR', 'WR', 'RB', 'RB', 'FLEX')",4,0.9260070936263208,0.88430162952161,0.971326637956381,0.015166267387285558,406
"('WR', 'TE', 'WR', 'WR', 'RB', 'QB', 'RB', 'FLEX')",2,0.9270369973555351,0.8916297789093439,0.9712986443274523,0.015786875134192593,400
"('WR', 'TE', 'WR', 'WR', 'RB', 'RB', 'QB', 'FLEX')",2,0.93077118387047,0.897093846460091,0.9712769370540003,0.01611804392071558,397
"('WR', 'RB', 'TE', 'QB', 'RB', 'WR', 'WR', 'FLEX')",2,0.9261628749312822,0.8974806310889627,0.971245358329311,0.013908925025653518,394
"('RB', 'TE', 'RB', 'WR', 'WR', 'WR', 'QB', 'FLEX')",3,0.9207415952381356,0.8792669475761535,0.9712356132032334,0.017407404085248327,379
"('TE', 'WR', 'RB', 'WR', 'QB', 'RB', 'WR', 'FLEX')",5,0.9292259114286312,0.8799966513535321,0.9711997331337477,0.01656507402850319,351
"('TE', 'RB', 'WR', 'WR', 'RB', 'QB', 'WR', 'FLEX')",3,0.9294954475614412,0.8817114995737229,0.9711929523370152,0.015563118181883386,385
"('QB', 'TE', 'WR', 'WR', 'WR', 'RB', 'RB', 'FLEX')",2,0.9219348408378288,0.8693405126723055,0.9711851135074192,0.018093011073881338,403
"('WR', 'WR', 'WR', 'TE', 'RB', 'RB', 'QB', 'FLEX')",5,0.923031873100057,0.869093171243897,0.9711779991742819,0.01690526624097828,393
"('WR', 'WR', 'TE', 'QB', 'RB', 'RB', 'WR', 'FLEX')",2,0.9277737958045341,0.8744168379818201,0.9711577124856873,0.015710912633351764,405
"('WR', 'RB', 'TE', 'RB', 'QB', 'WR', 'WR', 'FLEX')",3,0.9211347663969917,0.8907902578033836,0.9711566727469243,0.014159966218706096,403
"('WR', 'TE', 'RB', 'RB', 'WR', 'WR', 'QB', 'FLEX')",4,0.9337480656704382,0.8996991552072015,0.9711500999348366,0.01488168492621671,380
"('TE', 'WR', 'QB', 'RB', 'WR', 'RB', 'WR', 'FLEX')",3,0.9318528216335631,0.8828924955849736,0.9710667432787667,0.01715021888883933,396
"('TE', 'QB', 'WR', 'RB', 'WR', 'RB', 'WR', 'FLEX')",3,0.9281960018050468,0.8782437719509225,0.9710153115128948,0.017953563084056472,395
"('TE', 'WR', 'RB', 'WR', 'RB', 'QB', 'WR', 'FLEX')",5,0.9291044379328918,0.88240645781637,0.9710133806425707,0.017239720185193593,390
"('QB', 'TE', 'WR', 'WR', 'RB', 'RB', 'WR', 'FLEX')",4,0.930074272948714,0.8762445154060999,0.9709984994140745,0.015890864791626068,396
"('WR', 'TE', 'RB', 'WR', 'RB', 'WR', 'QB', 'FLEX')",3,0.927348459191259,0.8838564034687089,0.9709943664266792,0.016818830615613643,403
