Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
19,Kevin Walter (FA),60,8,899,15,61,0,8,3,23,0,0,16,200.2,12.5,0.00%
20,Jerricho Cotchery (FA),71,13,858,12.1,56,0,5,2,8,0,0,16,189.6,11.9,0.00%
21,DeSean Jackson (FA),62,28,912,14.7,60,0,2,17,96,1,0,16,178.8,11.2,0.60%
22,Derrick Mason (FA),64,10,814,12.7,54,0,5,1,3,0,0,13,177.7,13.7,0.00%
23,Hines Ward (FA),64,8,817,12.8,41,0,4,1,4,0,0,12,170.1,14.2,0.00%
24,Terrell Owens (FA),52,0,788,15.2,75,0,6,5,22,0,0,12,169,14.1,0.00%
25,Santonio Holmes (FA),55,6,821,14.9,48,0,5,2,9,0,0,15,168,11.2,0.00%
26,Ted Ginn Jr. (FA),56,5,790,14.1,64,0,2,5,73,2,0,16,166.3,10.4,0.00%
27,Braylon Edwards (FA),55,11,873,15.9,70,0,3,0,0,0,0,16,164.3,10.3,0.00%
28,Steve Breaston (FA),64,21,812,12.7,58,0,3,1,4,0,0,12,163.6,13.6,0.00%
29,Bernard Berrian (FA),37,0,769,20.8,99,0,7,4,26,0,0,11,158.5,14.4,0.00%
30,Marques Colston (FA),47,12,760,16.2,70,0,5,0,0,0,0,11,153,13.9,0.00%
31,Donnie Avery (FA),53,10,674,12.7,69,0,3,10,69,1,0,15,151.3,10.1,0.00%
32,T.J. Houshmandzadeh (FA),68,0,638,9.4,46,0,3,1,9,0,0,10,150.7,15.1,0.00%
33,Michael Jenkins (FA),50,0,777,15.5,62,0,3,0,0,0,0,16,147.7,9.2,0.00%
34,Devin Hester (FA),51,6,665,13,65,0,3,6,61,0,0,15,141.6,9.4,0.40%
35,Isaac Bruce (FA),50,26,609,12.2,38,0,5,1,-3,0,0,12,140.6,11.7,0.00%
36,Devery Henderson (FA),32,1,793,24.8,84,0,3,4,33,0,0,16,132.6,8.3,0.00%
37,Lee Evans (FA),49,6,685,14,87,0,2,1,22,0,0,12,131.7,11,0.00%
38,Muhsin Muhammad (FA),43,8,636,14.8,60,0,4,0,0,0,0,12,130.6,10.9,0.00%
39,Laveranues Coles (FA),52,15,593,11.4,29,0,3,2,9,0,0,12,130.2,10.9,0.00%
40,Mark Clayton (FA),36,8,660,18.3,70,0,3,4,40,0,0,13,129.3,9.9,0.00%
41,Nate Washington (FA),40,7,631,15.8,65,0,3,5,18,0,0,16,122.9,7.7,0.00%
42,Torry Holt (FA),49,9,609,12.4,38,0,2,0,0,0,0,12,121.9,10.2,0.00%
43,Brandon Stokley (FA),49,0,528,10.8,36,0,3,0,0,0,0,15,119.8,8,0.00%
44,Domenik Hixon (FA),43,0,596,13.9,41,0,2,2,26,0,0,16,119.2,7.5,0.00%
45,Davone Bess (FA),54,8,554,10.3,37,0,1,1,13,0,0,16,116.7,7.3,0.00%
46,Anthony Gonzalez (FA),41,0,442,10.8,34,0,4,0,0,0,0,13,109.2,8.4,0.00%
47,Plaxico Burress (FA),35,0,454,13,33,0,4,0,0,0,0,10,104.4,10.4,0.00%
48,Greg Camarillo (FA),44,0,467,10.6,33,0,2,2,1,0,0,8,102.8,12.9,0.00%
49,Chad Johnson (FA),42,0,424,10.1,26,0,3,0,0,0,0,9,102.4,11.4,0.00%
50,Matt Jones (FA),44,27,517,11.8,35,0,1,0,0,0,0,8,101.7,12.7,0.00%
51,Dennis Northcutt (FA),39,8,490,12.6,41,0,2,1,9,0,0,11,100.9,9.2,0.00%
52,Steve Smith (NYG),46,0,480,10.4,30,0,1,0,0,0,0,13,100,7.7,0.00%
53,Justin Gage (FA),22,3,475,21.6,56,0,5,0,0,0,0,8,99.5,12.4,0.00%
54,Antwaan Randle El (FA),35,10,408,11.7,31,0,3,0,0,0,0,12,99.2,8.3,0.00%
55,Malcom Floyd (FA),27,0,465,17.2,49,0,4,0,0,0,0,13,97.5,7.5,0.00%
56,Amani Toomer (FA),35,0,437,12.5,40,0,3,0,0,0,0,12,96.7,8.1,0.00%
57,Bobby Engram (FA),47,9,489,10.4,37,0,0,0,0,0,0,13,95.9,7.4,0.00%
58,Deion Branch (FA),30,12,412,13.7,63,0,4,0,0,0,0,8,95.2,11.9,0.00%
59,Mark Bradley (FA),30,7,380,12.7,56,0,3,0,0,0,0,8,91.5,11.4,0.00%
60,Jerheme Urban (FA),29,10,398,13.7,56,0,3,0,0,0,0,11,86.8,7.9,0.00%
61,Bryant Johnson (FA),35,13,395,11.3,42,0,2,0,0,0,0,10,86.5,8.7,0.00%
62,Josh Reed (FA),39,8,405,10.4,24,0,1,0,0,0,0,9,85.5,9.5,0.00%
63,Patrick Crayton (FA),24,0,358,14.9,55,0,4,1,11,0,0,11,84.9,7.7,0.00%
64,Kevin Curtis (FA),33,12,390,11.8,32,0,2,0,0,0,0,9,84,9.3,0.00%
65,Koren Robinson (FA),31,4,400,12.9,90,0,2,1,-4,0,0,11,82.6,7.5,0.00%
66,Jabar Gaffney (FA),32,6,417,13,37,0,1,0,0,0,0,11,81.7,7.4,0.00%
67,Jason Avant (FA),32,16,377,11.8,31,0,2,0,0,0,0,15,81.7,5.4,0.00%
68,Jordy Nelson (FA),33,0,366,11.1,29,0,2,0,0,0,0,16,81.6,5.1,0.10%
69,Brandon Jones (FA),33,4,363,11,40,0,1,2,35,0,0,11,78.8,7.2,0.00%
70,Michael Clayton (FA),29,5,396,13.7,58,0,1,1,1,0,0,11,74.7,6.8,0.00%
71,Brandon Lloyd (FA),26,13,364,14,32,0,2,0,0,0,0,11,74.4,6.8,0.00%
72,Jason Hill (FA),30,3,317,10.6,33,0,2,2,5,0,0,11,74.2,6.7,0.00%
73,Harry Douglas (FA),23,0,320,13.9,69,0,1,12,69,1,0,16,73.9,4.6,0.00%
74,Reggie Williams (FA),27,10,265,9.8,32,0,3,0,0,0,0,10,71.5,7.2,0.00%
75,Josh Morgan (FA),20,9,319,16,48,0,3,0,0,0,0,12,69.9,5.8,0.00%
76,Roy Williams (FA),28,0,317,11.3,38,0,1,1,13,0,0,11,67,6.1,0.00%
77,Ike Hilliard (FA),29,6,260,9,36,0,2,1,0,0,0,11,67,6.1,0.00%
78,Robert Meachem (FA),12,1,289,24.1,74,0,3,1,20,1,0,14,66.9,4.8,0.00%
79,Johnnie Lee Higgins (FA),17,3,247,14.5,56,0,3,3,34,0,0,12,63.1,5.3,0.00%
80,Miles Austin (FA),13,0,278,21.4,63,0,3,0,0,0,0,12,58.8,4.9,0.00%
81,Chris Chambers (FA),25,0,266,10.6,18,0,1,1,1,0,0,9,57.7,6.4,0.00%
82,Shaun McDonald (FA),25,0,263,10.5,26,0,1,0,0,0,0,9,57.3,6.4,0.00%
83,Hank Baskett (FA),20,19,233,11.7,57,0,2,0,0,0,0,9,55.3,6.1,0.00%
84,Roscoe Parrish (FA),24,2,232,9.7,22,0,1,2,9,0,0,13,54.1,4.2,0.00%
85,David Anderson (FA),18,2,239,13.3,65,0,2,0,0,0,0,11,53.9,4.9,0.00%
86,James Jones (FA),20,0,274,13.7,46,0,1,0,0,0,0,10,53.4,5.3,0.00%
87,Sidney Rice (FA),15,1,141,9.4,23,0,4,0,0,0,0,13,53.1,4.1,0.00%
88,Chris Henry (FA),19,0,220,11.6,22,0,2,0,0,0,0,10,53,5.3,0.00%
89,Chaz Schilens (FA),15,5,226,15.1,60,0,2,1,-2,0,0,16,49.4,3.1,0.00%
90,Justin McCareins (FA),22,13,280,12.7,23,0,0,1,4,0,1,8,48.4,6.1,0.00%
91,Brian Finneran (FA),19,0,159,8.4,14,0,1,0,0,0,0,10,40.9,4.1,0.00%
92,Chansi Stuckey (FA),18,6,225,12.5,31,0,0,1,1,0,0,9,40.6,4.5,0.00%
93,Dane Looker (FA),17,0,163,9.6,22,0,1,0,0,0,0,8,39.9,5,0.00%
94,Donte' Stallworth (FA),17,10,170,10,19,0,1,1,-4,0,0,11,39.6,3.6,0.00%
95,John Standeford (FA),15,0,244,16.3,36,0,0,0,0,0,0,7,39.4,5.6,0.00%
96,Devin Thomas (FA),15,2,120,8,18,0,0,3,53,1,0,16,38.3,2.4,0.00%
97,Ruvell Martin (FA),15,0,149,9.9,17,0,1,0,0,0,0,13,37.9,2.9,0.00%
98,Keenan Burton (FA),13,2,172,13.2,30,0,1,3,8,0,0,11,37,3.4,0.00%
99,Sinorice Moss (FA),11,0,130,11.8,27,0,2,0,0,0,0,7,36,5.1,0.00%
100,Reggie Brown (FA),12,7,173,14.4,40,0,1,1,6,0,0,7,35.9,5.1,0.00%
101,Devard Darling (FA),14,0,158,11.3,33,0,1,0,0,0,0,10,35.8,3.6,0.00%
102,Marty Booker (FA),11,0,177,16.1,51,0,1,0,0,0,0,5,34.7,6.9,0.00%
103,Steve Johnson (FA),10,2,102,10.2,21,0,2,1,6,0,0,11,32.8,3,0.00%
104,Josh Cribbs (FA),2,1,18,9,17,0,1,29,167,1,0,15,32.8,2.2,0.00%
105,Javon Walker (FA),11,4,144,13.1,27,0,1,0,0,0,0,5,31.4,6.3,0.00%
106,Brad Smith (FA),12,0,64,5.3,18,0,0,12,113,0,0,15,30.4,2,0.00%
107,Demetrius Williams (FA),8,3,145,18.1,70,0,1,0,0,0,0,4,28.5,7.1,0.00%
108,Keary Colbert (FA),11,0,108,9.8,28,0,1,0,0,0,0,9,27.8,3.1,0.00%
109,Mike Sims-Walker (FA),10,0,163,16.3,32,0,0,0,0,0,0,5,26.3,5.3,0.00%
110,Darrell Jackson (FA),11,0,142,12.9,30,0,0,0,0,0,0,9,25.2,2.8,0.00%
111,Greg Lewis (FA),9,11,98,10.9,22,0,1,0,0,0,0,9,24.8,2.8,0.00%
112,Ashley Lelie (FA),6,6,126,21,51,0,1,0,0,0,0,3,24.6,8.2,0.00%
113,Andre Caldwell (FA),11,0,78,7.1,15,0,0,5,53,0,0,7,24.1,3.4,0.00%
114,Derek Stanley (FA),6,0,119,19.8,80,0,1,1,0,0,0,8,23.9,3,0.00%
115,Andre Davis (FA),10,2,139,13.9,33,0,0,0,0,0,0,9,23.9,2.7,0.00%
116,Early Doucet (FA),14,5,90,6.4,12,0,0,0,0,0,0,5,23,4.6,0.00%
117,Arnaz Battle (FA),9,9,116,12.9,26,0,0,0,0,0,0,5,20.6,4.1,0.00%
118,James Hardy (FA),7,0,75,10.7,17,0,1,0,0,0,0,4,20.5,5.1,0.00%
119,Antonio Chatman (FA),11,0,76,6.9,18,0,0,1,2,0,0,6,18.8,3.1,0.00%
120,Nate Burleson (FA),5,0,60,12,20,0,1,0,0,0,0,1,17,17,0.00%
121,Dwayne Jarrett (FA),8,4,83,10.4,19,0,0,0,0,0,0,6,16.3,2.7,0.00%
122,Sam Aiken (FA),7,2,92,13.1,43,0,0,0,0,0,0,9,16.2,1.8,0.00%
123,Dominique Zeigler (FA),5,0,97,19.4,31,0,0,0,0,0,0,6,14.7,2.5,0.00%
124,Lavelle Hawkins (FA),7,0,68,9.7,19,0,0,0,0,0,0,13,13.8,1.1,0.00%
125,William Franklin (FA),6,1,75,12.5,42,0,0,0,0,0,0,6,13.5,2.3,0.00%
126,James Thrash (FA),6,1,65,10.8,29,0,0,0,0,0,0,11,12.5,1.1,0.00%
127,Glenn Holt (FA),3,0,26,8.7,10,0,1,0,0,0,0,9,11.6,1.3,0.00%
128,Joey Galloway (FA),5,3,64,12.8,22,0,0,0,0,0,0,3,11.4,3.8,0.00%
129,Yamon Figurs (FA),1,1,43,43,43,0,1,0,0,0,0,10,11.3,1.1,0.00%
130,Troy Williamson (FA),3,1,19,6.3,10,0,1,1,1,0,0,5,11,2.2,0.00%
131,Jacoby Jones (FA),3,0,81,27,45,0,0,1,-5,0,0,16,10.6,0.7,0.00%
132,Aundrae Allison (FA),5,0,44,8.8,18,0,0,0,0,0,0,6,9.4,1.6,0.00%
133,Courtney Taylor (FA),4,3,48,12,26,0,0,0,0,0,0,5,8.8,1.8,0.00%
134,Derek Hagan (FA),3,0,51,17,20,0,0,0,0,0,0,4,8.1,2,0.00%
135,D.J. Hackett (FA),3,0,50,16.7,30,0,0,0,0,0,0,4,8,2,0.00%
136,Pierre Garcon (FA),4,0,23,5.8,12,0,0,0,0,0,0,14,6.3,0.5,0.00%
137,Glenn Martinez (FA),3,0,32,10.7,12,0,0,0,0,0,0,2,6.2,3.1,0.00%
138,Brandon London (FA),3,2,30,10,14,0,0,0,0,0,0,9,6,0.7,0.00%
139,David Patten (FA),2,0,35,17.5,19,0,0,0,0,0,0,1,5.5,5.5,0.00%
140,Mario Manningham (FA),4,0,26,6.5,11,0,0,1,-12,0,0,7,5.4,0.8,0.00%
141,Mark Jones (FA),2,0,32,16,19,0,0,0,0,0,0,12,5.2,0.4,0.00%
142,Jeff Webb (FA),2,0,21,10.5,13,0,0,0,0,0,0,2,4.1,2.1,0.00%
143,David Clowney (FA),1,1,26,26,26,0,0,0,0,0,0,1,3.6,3.6,0.00%
144,Robert Ferguson (FA),2,0,16,8,9,0,0,0,0,0,0,2,3.6,1.8,0.00%
145,Brandon Middleton (FA),1,0,23,23,23,0,0,0,0,0,0,6,3.3,0.6,0.00%
146,Malcolm Kelly (FA),2,1,12,6,7,0,0,0,0,0,0,2,3.2,1.6,0.00%
147,Chad Jackson (FA),1,0,19,19,19,0,0,0,0,0,0,2,2.9,1.5,0.00%
148,Craig Davis (FA),1,0,16,16,16,0,0,0,0,0,0,1,2.6,2.6,0.00%
149,Brian Clark (FA),1,1,12,12,12,0,0,0,0,0,0,8,2.2,0.3,0.00%
150,Chris Davis (FA),1,0,10,10,10,0,0,0,0,0,0,2,2,1,0.00%
151,Roy Hall (FA),1,0,9,9,9,0,0,0,0,0,0,2,1.9,1,0.00%
152,Dallas Baker (FA),1,0,6,6,6,0,0,0,0,0,0,1,1.6,1.6,0.00%
153,Eric Weems (FA),1,0,4,4,4,0,0,0,0,0,0,6,1.4,0.2,0.00%
154,Jerome Simpson (FA),1,0,2,2,2,0,0,0,0,0,0,6,1.2,0.2,0.00%
155,Adam Jennings (FA),0,0,0,0,0,0,0,0,0,0,0,6,0,0,0.00%
156,Marcus Smith (FA),0,0,0,0,0,0,0,0,0,0,0,4,0,0,0.00%
157,Skyler Green (FA),0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.00%
158,Kelley Washington (FA),0,0,0,0,0,0,0,0,0,0,0,4,0,0,0.00%
159,Kassim Osgood (FA),0,0,0,0,0,0,0,0,0,0,0,16,0,0,0.00%
160,Justin Jenkins (FA),0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.00%
161,Earl Bennett (FA),0,0,0,0,0,0,0,0,0,0,0,10,0,0,0.00%
162,Courtney Roby (FA),0,0,0,0,0,0,0,0,0,0,0,6,0,0,0.00%
163,Sam Hurd (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00%
164,Sean Morey (FA),0,0,0,0,0,0,0,0,0,0,0,7,0,0,0.00%
165,Terrance Copper (FA),0,0,0,0,0,0,0,0,0,0,0,7,0,0,0.00%
166,Todd Watkins (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00%
167,Wallace Wright (FA),0,0,0,0,0,0,0,0,0,0,0,9,0,0,0.00%
168,Laurent Robinson (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00%
169,Matthew Slater (FA),0,0,0,0,0,0,0,0,0,0,1,14,-2,-0.1,0.00%
