"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"18","Billy Miller (FA)","40","3","508","12.7","41","0","1","0","0","0","0","10","96.8","9.7","0.0%"
"19","Kevin Boss (FA)","30","0","333","11.1","28","0","5","0","0","0","0","11","93.3","8.5","0.0%"
"20","Bo Scaife (FA)","45","6","407","9.0","26","0","1","0","0","0","0","12","91.7","7.6","0.0%"
"21","Todd Heap (FA)","32","8","366","11.4","30","0","3","0","0","0","0","13","86.6","6.7","0.0%"
"22","Daniel Graham (FA)","26","0","317","12.2","28","0","4","0","0","0","0","11","81.7","7.4","0.0%"
"23","Donald Lee (FA)","28","0","219","7.8","25","0","5","0","0","0","0","10","79.9","8.0","0.0%"
"24","Vernon Davis (FA)","31","13","358","11.5","57","0","2","1","11","0","1","16","77.9","4.9","1.6%"
"25","Martellus Bennett (FA)","20","0","283","14.2","37","0","4","0","0","0","0","16","72.3","4.5","23.0%"
"26","Jerramy Stevens (FA)","31","3","336","10.8","31","0","1","0","0","0","0","12","70.6","5.9","0.0%"
"27","David Martin (FA)","23","1","344","15.0","61","0","2","0","0","0","0","12","69.4","5.8","0.0%"
"28","Desmond Clark (FA)","34","8","288","8.5","35","0","1","0","0","0","0","12","68.8","5.7","0.0%"
"29","L.J. Smith (FA)","31","11","249","8.0","25","0","2","0","0","0","0","10","67.9","6.8","0.0%"
"30","Jeremy Shockey (FA)","34","4","332","9.8","25","0","0","0","0","0","0","9","67.2","7.5","0.0%"
"31","Alex Smith (FA)","21","9","250","11.9","34","0","3","0","0","0","0","14","66.0","4.7","0.0%"
"32","Brent Celek (FA)","27","8","318","11.8","44","0","1","0","0","0","0","16","64.8","4.1","0.0%"
"33","Benjamin Watson (FA)","22","10","209","9.5","29","0","2","0","0","0","0","14","54.9","3.9","2.8%"
"34","Michael Gaines (FA)","20","0","234","11.7","33","0","1","0","0","0","0","10","49.4","4.9","0.0%"
"35","Robert Royal (FA)","22","3","257","11.7","25","0","0","0","0","0","0","10","47.7","4.8","0.0%"
"36","Jeff King (FA)","21","4","195","9.3","31","0","1","0","0","0","0","16","46.5","2.9","0.0%"
"37","Alge Crumpler (FA)","19","4","211","11.1","28","0","1","0","0","0","0","10","46.1","4.6","0.0%"
"38","Steve Heiden (FA)","22","7","240","10.9","51","0","0","0","0","0","0","9","46.0","5.1","0.0%"
"39","Dante Rosario (FA)","18","8","209","11.6","24","0","1","0","0","0","0","16","44.9","2.8","0.0%"
"40","Justin Peelle (FA)","13","0","139","10.7","18","0","2","0","0","0","0","9","38.9","4.3","0.0%"
"41","Brandon Manumaleuna (FA)","11","0","107","9.7","17","0","2","0","0","0","0","10","33.7","3.4","0.0%"
"42","Jerry Porter (FA)","10","7","175","17.5","33","0","1","0","0","0","0","7","33.5","4.8","0.0%"
"43","Reggie Kelly (FA)","20","0","135","6.8","31","0","0","0","0","0","0","9","33.5","3.7","0.0%"
"44","Mark Campbell (FA)","10","0","103","10.3","29","0","2","0","0","0","0","5","32.3","6.5","0.0%"
"45","Gijon Robinson (FA)","17","0","151","8.9","23","0","0","0","0","0","0","8","32.1","4.0","0.0%"
"46","Derek Schouman (FA)","13","0","121","9.3","18","0","1","0","0","0","0","7","31.1","4.4","0.0%"
"47","Matt Spaeth (FA)","17","1","136","8.0","13","0","0","0","0","0","0","16","30.6","1.9","0.0%"
"48","Delanie Walker (FA)","10","4","155","15.5","53","0","1","2","-13","0","0","15","30.2","2.0","0.1%"
"49","Chris Baker (FA)","15","5","125","8.3","19","0","0","0","0","0","0","10","27.5","2.8","0.0%"
"50","Mike Sellers (FA)","10","1","93","9.3","20","0","1","5","21","0","0","10","27.4","2.7","0.0%"
"51","Tory Humphrey (FA)","10","0","155","15.5","37","0","0","0","0","0","0","6","25.5","4.3","0.0%"
"52","Ben Utecht (FA)","12","0","103","8.6","14","0","0","0","0","0","0","6","22.3","3.7","0.0%"
"53","Joe Klopfenstein (FA)","10","1","115","11.5","29","0","0","0","0","0","0","8","21.5","2.7","0.0%"
"54","Greg Estandia (FA)","10","0","113","11.3","23","0","0","0","0","0","0","8","21.3","2.7","0.0%"
"55","Darcy Johnson (FA)","4","0","46","11.5","26","0","2","0","0","0","0","6","20.6","3.4","0.0%"
"56","John Gilmore (FA)","11","5","94","8.5","16","0","0","0","0","0","0","7","20.4","2.9","0.0%"
"57","John Owens (FA)","8","0","56","7.0","19","0","1","0","0","0","0","7","19.6","2.8","0.0%"
"58","Jermichael Finley (FA)","6","0","74","12.3","35","0","1","0","0","0","0","14","19.4","1.4","0.0%"
"59","Tony Stewart (FA)","11","2","81","7.4","17","0","0","0","0","0","0","9","19.1","2.1","0.0%"
"60","Joel Dreessen (FA)","11","5","77","7.0","13","0","0","0","0","0","0","16","18.7","1.2","0.0%"
"61","Daniel Fells (FA)","7","1","81","11.6","26","0","0","0","0","0","0","12","15.1","1.3","0.0%"
"62","Madison Hedgecock (FA)","5","0","34","6.8","13","0","1","1","0","0","0","5","14.4","2.9","0.0%"
"63","Nate Jackson (FA)","7","0","72","10.3","19","0","0","0","0","0","0","4","14.2","3.6","0.0%"
"64","Casey Fitzsimmons (FA)","7","0","48","6.9","14","0","0","0","0","0","0","7","13.8","2.0","0.0%"
"65","Richard Angulo (FA)","7","1","62","8.9","17","0","0","0","0","0","0","7","13.2","1.9","0.0%"
"66","Tom Santi (FA)","4","0","27","6.8","9","0","1","0","0","0","0","1","12.7","12.7","0.0%"
"67","Leonard Pope (FA)","7","2","57","8.1","25","0","0","0","0","0","0","5","12.7","2.5","0.0%"
"68","Daniel Wilcox (FA)","4","3","15","3.8","8","0","1","0","0","0","0","7","11.5","1.6","0.0%"
"69","Todd Yoder (FA)","6","1","46","7.7","14","0","0","0","0","0","0","7","10.6","1.5","0.0%"
"70","Jimmy Kleinsasser (FA)","4","0","65","16.3","34","0","0","0","0","0","0","7","10.5","1.5","0.0%"
"71","David Thomas (FA)","5","1","51","10.2","16","0","0","0","0","0","0","4","10.1","2.5","0.0%"
"72","Anthony Becht (FA)","6","0","39","6.5","11","0","0","0","0","0","0","7","9.9","1.4","0.0%"
"73","Ben Patrick (FA)","5","4","44","8.8","17","0","0","0","0","0","0","3","9.4","3.1","0.0%"
"74","Casey Cramer (FA)","2","0","3","1.5","2","0","1","0","0","0","0","4","8.3","2.1","0.0%"
"75","Jerame Tuman (FA)","3","3","41","13.7","18","0","0","0","0","0","0","1","7.1","7.1","0.0%"
"76","Will Heller (FA)","4","0","29","7.3","14","0","0","0","0","0","0","12","6.9","0.6","0.0%"
"77","Ben Hartsock (FA)","3","0","26","8.7","17","0","0","0","0","0","0","11","5.6","0.5","0.0%"
"78","George Wrighster (FA)","2","0","35","17.5","27","0","0","0","0","0","0","2","5.5","2.8","0.0%"
"79","Billy Bajema (FA)","2","0","34","17.0","29","0","0","0","0","0","0","16","5.4","0.3","0.0%"
"80","Sean McHugh (FA)","3","0","24","8.0","15","0","0","0","0","0","0","3","5.4","1.8","0.0%"
"81","Fred Davis (FA)","3","0","27","9.0","15","0","0","1","-3","0","0","11","5.4","0.5","0.0%"
"82","Michael Matthews (FA)","2","0","26","13.0","13","0","0","0","0","0","0","4","4.6","1.2","0.0%"
"83","Sean Ryan (FA)","3","1","15","5.0","8","0","0","0","0","0","0","3","4.5","1.5","0.0%"
"84","Tony Curtis (FA)","3","0","15","5.0","8","0","0","0","0","0","0","3","4.5","1.5","0.0%"
"85","Isaiah Stanback (FA)","2","0","24","12.0","15","0","0","0","0","0","0","8","4.4","0.6","0.0%"
"86","Jacob Tamme (FA)","3","0","12","4.0","6","0","0","0","0","0","0","12","4.2","0.4","0.0%"
"87","Daniel Coats (FA)","2","0","19","9.5","11","0","0","0","0","0","0","5","3.9","0.8","0.0%"
"88","Jeff Dugan (FA)","2","0","12","6.0","9","0","0","4","7","0","0","4","3.9","1.0","0.0%"
"89","Martin Rucker (FA)","2","2","17","8.5","9","0","0","0","0","0","0","3","3.7","1.2","0.0%"
"90","Jason Rader (FA)","1","0","26","26.0","26","0","0","0","0","0","0","2","3.6","1.8","0.0%"
"91","Stephen Spach (FA)","2","0","15","7.5","8","0","0","0","0","0","0","3","3.5","1.2","0.0%"
"92","Nate Lawrie (FA)","2","0","11","5.5","7","0","0","0","0","0","0","2","3.1","1.6","0.0%"
"93","Ernest Wilford (FA)","2","0","10","5.0","8","0","0","0","0","0","0","2","3.0","1.5","0.0%"
"94","Matt Schobel (FA)","2","0","10","5.0","5","0","0","0","0","0","0","1","3.0","3.0","0.0%"
"95","Craig Stevens (FA)","1","0","9","9.0","9","0","0","0","0","0","0","16","1.9","0.1","0.0%"
"96","Maurice Stovall (FA)","1","0","9","9.0","9","0","0","0","0","0","0","2","1.9","1.0","0.0%"
"97","Garrett Mills (FA)","1","0","6","6.0","6","0","0","0","0","0","0","2","1.6","0.8","0.0%"
"98","Buck Ortega (FA)","1","1","3","3.0","3","0","0","0","0","0","0","5","1.3","0.3","0.0%"
"99","Jeb Putzier (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"100","Brad Cieslak (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"101","Bubba Franks (FA)","0","1","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"102","Mike Leach (FA)","0","0","0","0","0","0","0","0","0","0","0","16","0.0","0.0","0.0%"
"103","Brad St. Louis (FA)","0","0","0","0","0","0","0","0","0","0","0","5","0.0","0.0","0.0%"
"104","Brian Jennings (FA)","0","0","0","0","0","0","0","0","0","0","0","16","0.0","0.0","0.0%"
"105","Clark Harris (FA)","0","0","0","0","0","0","0","0","0","0","0","4","0.0","0.0","0.0%"
"106","Kris Wilson (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"107","Gary Barnidge (FA)","0","0","0","0","0","0","0","0","0","0","0","15","0.0","0.0","0.1%"
"108","Kellen Davis (FA)","0","0","0","0","0","0","0","0","0","0","0","16","0.0","0.0","0.2%"
""
""
