Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
1,Dallas Clark (FA),100,133,"1,106",11.1,80,0,10,2,11,0,0,16,271.7,17,0.00%
2,Vernon Davis (FA),78,129,965,12.4,73,0,13,0,0,0,0,16,252.5,15.8,1.60%
3,Antonio Gates (FA),79,114,"1,157",14.6,56,0,8,0,0,0,0,16,242.7,15.2,0.20%
4,Brent Celek (FA),76,112,971,12.8,47,0,8,0,0,0,0,16,221.1,13.8,0.00%
5,Jason Witten (FA),94,124,"1,030",11,69,0,2,0,0,0,0,16,209,13.1,0.00%
6,Tony Gonzalez (FA),83,135,867,10.4,27,0,6,0,0,0,0,16,205.7,12.9,0.00%
7,Kellen Winslow (FA),77,126,884,11.5,42,0,5,1,7,0,0,16,196.1,12.3,0.00%
8,Heath Miller (FA),76,98,789,10.4,41,0,6,0,0,0,0,16,190.9,11.9,0.00%
9,Visanthe Shiancoe (FA),56,79,566,10.1,27,0,11,0,0,0,0,16,178.6,11.2,0.00%
10,Greg Olsen (FA),60,108,612,10.2,41,0,8,0,0,0,0,16,169.2,10.6,7.00%
11,Zach Miller (LV),66,99,805,12.2,86,0,3,0,0,0,0,15,164.5,11,0.00%
12,Jermichael Finley (FA),55,72,676,12.3,62,0,5,0,0,0,1,13,150.6,11.6,0.00%
13,John Carlson (FA),51,83,574,11.3,42,0,7,0,0,0,0,16,150.4,9.4,0.00%
14,Todd Heap (FA),53,75,593,11.2,31,0,6,1,2,0,0,16,148.5,9.3,0.00%
15,Fred Davis (FA),48,76,509,10.6,29,0,6,0,0,0,0,16,134.9,8.4,0.00%
16,Kevin Boss (FA),42,69,567,13.5,35,0,5,1,16,0,0,15,130.3,8.7,0.00%
17,Jeremy Shockey (FA),48,67,569,11.9,66,0,3,0,0,0,0,13,122.9,9.5,0.00%
18,Owen Daniels (FA),40,58,519,13,44,0,5,0,0,0,0,8,121.9,15.2,0.00%
19,Dustin Keller (FA),45,82,522,11.6,40,0,2,1,7,0,1,16,109.9,6.9,0.00%
20,Benjamin Watson (FA),29,41,404,13.9,36,0,5,0,0,0,0,16,99.4,6.2,2.80%
21,Marcedes Lewis (CHI),32,59,518,16.2,47,0,2,0,0,0,0,15,95.8,6.4,0.10%
22,Bo Scaife (FA),45,70,440,9.8,27,0,1,0,0,0,1,13,93,7.2,0.00%
23,Bobby Wade (FA),36,74,367,10.2,25,0,2,3,11,0,0,12,85.8,7.2,0.00%
24,Tony Scheffler (FA),31,50,416,13.4,52,0,2,0,0,0,0,15,84.6,5.6,0.00%
25,David Thomas (FA),35,48,356,10.2,37,0,1,0,0,0,0,13,76.6,5.9,0.00%
26,Will Heller (FA),29,50,296,10.2,24,0,3,0,0,0,0,16,76.6,4.8,0.00%
27,Brandon Pettigrew (FA),30,54,346,11.5,30,0,2,0,0,0,0,11,76.6,7,0.00%
28,Chris Cooley (FA),29,45,332,11.4,25,0,2,0,0,0,0,7,74.2,10.6,0.00%
29,Randy McMichael (FA),34,62,332,9.8,35,0,1,0,0,0,0,16,73.2,4.6,0.00%
30,Anthony Fasano (FA),31,53,339,10.9,27,0,2,0,0,0,2,14,72.9,5.2,0.10%
31,Dante Rosario (FA),26,48,313,12,26,0,2,0,0,0,0,14,69.3,5,0.00%
32,Donald Lee (FA),37,54,260,7,19,0,1,0,0,0,0,15,69,4.6,0.00%
33,Maurice Stovall (FA),24,47,366,15.3,38,0,1,0,0,0,0,13,66.6,5.1,0.00%
34,Daniel Fells (FA),21,35,273,13,36,0,3,0,0,0,1,14,64.3,4.6,0.00%
35,Joel Dreessen (FA),26,39,320,12.3,25,0,1,0,0,0,0,16,64,4,0.00%
36,Jeff King (FA),25,33,200,8,32,0,3,0,0,0,0,16,63,3.9,0.00%
37,John Paul Foschi (FA),27,37,260,9.6,27,0,2,0,0,0,1,15,63,4.2,0.00%
38,Daniel Graham (FA),28,43,289,10.3,24,0,1,0,0,0,0,15,62.9,4.2,0.00%
39,Zach Miller (JAC),21,27,212,10.1,62,0,2,1,3,0,0,14,54.5,3.9,0.00%
40,Alge Crumpler (FA),27,37,222,8.2,27,0,1,0,0,0,1,14,53.2,3.8,0.00%
41,Desmond Clark (FA),19,34,145,7.6,26,0,2,0,0,0,0,10,45.5,4.6,0.00%
42,Mike Sellers (FA),17,26,176,10.4,47,0,2,0,0,0,1,15,44.6,3,0.00%
43,Delanie Walker (FA),21,33,233,11.1,39,0,0,3,34,0,2,16,43.7,2.7,0.10%
44,Leonard Pope (FA),20,30,174,8.7,29,0,1,0,0,0,0,12,43.4,3.6,0.00%
45,Chris Baker (FA),14,19,142,10.1,36,0,2,0,0,0,0,12,40.2,3.4,0.00%
46,Sean Ryan (FA),14,27,135,9.6,43,0,2,0,0,0,0,8,39.5,4.9,0.00%
