Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
50,Patrick Crayton (FA),37,67,622,16.8,80,0,5,4,28,0,1,16,130,8.1,0.00%
51,Dwayne Bowe (FA),47,87,589,12.5,41,0,4,0,0,0,0,11,129.9,11.8,0.00%
52,Josh Morgan (FA),52,81,527,10.1,61,0,3,5,61,0,0,16,128.8,8.1,0.00%
53,Kevin Walter (FA),53,70,611,11.5,41,0,2,4,26,0,0,14,128.7,9.2,0.00%
54,Malcom Floyd (FA),45,76,776,17.2,53,0,1,0,0,0,0,16,128.6,8,0.00%
55,Kenny Britt (FA),42,75,701,16.7,57,0,3,0,0,0,1,16,128.1,8,0.00%
56,Laveranues Coles (FA),43,77,514,12,40,0,5,2,10,0,0,15,125.4,8.4,0.00%
57,Johnny Knox (FA),45,80,527,11.7,68,0,5,0,0,0,2,15,123.7,8.2,0.00%
58,Antonio Bryant (FA),39,87,600,15.4,42,0,4,0,0,0,0,13,123,9.5,0.00%
59,Torry Holt (FA),51,103,722,14.2,63,0,0,0,0,0,1,15,121.2,8.1,0.00%
60,Michael Crabtree (FA),48,86,625,13,50,0,2,0,0,0,1,11,120.5,11,0.00%
61,Jason Avant (FA),41,58,587,14.3,58,0,3,0,0,0,0,16,119.7,7.5,0.00%
62,Michael Jenkins (FA),50,90,635,12.7,50,0,1,0,0,0,0,15,119.5,8,0.00%
63,Muhsin Muhammad (FA),53,89,581,11,27,0,1,0,0,0,0,14,117.1,8.4,0.00%
64,Louis Murphy (FA),34,96,521,15.3,75,0,4,6,31,0,0,16,113.2,7.1,0.00%
65,Mohamed Massaquoi (FA),34,95,624,18.4,59,0,3,1,-3,0,1,16,112.1,7,0.00%
66,Andre Caldwell (FA),51,80,432,8.5,24,0,3,3,22,0,2,16,110.4,6.9,0.00%
67,Jacoby Jones (FA),27,40,437,16.2,45,0,6,3,22,0,0,14,108.9,7.8,0.00%
68,Brian Hartline (FA),31,56,506,16.3,67,0,3,4,29,1,0,16,108.5,6.8,0.00%
69,James Jones (FA),32,62,440,13.8,74,0,5,0,0,0,0,16,106,6.6,0.00%
70,Mike Thomas (FA),48,62,453,9.4,28,0,1,12,86,0,1,14,105.9,7.6,0.00%
71,Greg Camarillo (FA),50,72,552,11,29,0,0,0,0,0,0,16,105.2,6.6,0.00%
72,Deion Branch (FA),45,79,437,9.7,35,0,2,1,-8,0,0,14,99.9,7.1,0.00%
73,Antwaan Randle El (FA),50,76,530,10.6,44,0,0,0,0,0,2,16,99,6.2,0.00%
74,Mark Clayton (FA),34,74,480,14.1,54,0,2,4,28,0,1,13,94.8,7.3,0.00%
75,Bryant Johnson (FA),35,87,417,11.9,36,0,3,0,0,0,0,16,94.7,5.9,0.00%
76,Ted Ginn Jr. (FA),38,78,454,11.9,53,0,1,7,48,0,0,16,94.2,5.9,0.00%
77,Kelley Washington (FA),34,48,431,12.7,28,0,2,1,1,0,0,15,89.2,5.9,0.00%
78,Justin Gage (FA),28,67,383,13.7,49,0,3,0,0,0,0,12,84.3,7,0.00%
79,Danny Amendola (FA),43,63,326,7.6,25,0,1,3,-2,0,1,14,79.4,5.7,0.00%
80,Julian Edelman (FA),37,54,359,9.7,29,0,1,2,5,0,0,11,79.4,7.2,12.10%
81,Josh Cribbs (FA),20,37,135,6.8,35,0,1,55,381,1,2,16,78.3,4.9,0.00%
82,Devin Aromashodu (FA),24,43,298,12.4,39,0,4,0,0,0,0,10,77.8,7.8,0.00%
83,Chaz Schilens (FA),29,52,365,12.6,25,0,2,0,0,0,0,8,77.5,9.7,0.00%
84,Brandon Stokley (FA),19,33,327,17.2,87,0,4,0,0,0,0,16,75.7,4.7,0.00%
85,Devin Thomas (FA),25,47,325,13,40,0,3,3,-2,0,0,14,75.3,5.4,0.00%
86,David Anderson (FA),38,53,370,9.7,27,0,0,0,0,0,0,16,75,4.7,0.00%
87,Dennis Northcutt (FA),35,63,357,10.2,47,0,1,0,0,0,1,16,74.7,4.7,0.00%
88,Chansi Stuckey (FA),30,66,318,10.6,40,0,2,2,6,0,0,14,74.4,5.3,0.00%
89,Brandon Gibson (FA),34,69,348,10.2,23,0,1,0,0,0,1,10,72.8,7.3,0.00%
90,Eddie Royal (FA),37,79,345,9.3,20,0,0,1,1,0,0,14,71.6,5.1,0.00%
91,Mark Bradley (FA),24,57,320,13.3,50,0,2,2,20,0,0,12,71,5.9,0.00%
92,Sammie Stroughter (FA),31,58,334,10.8,35,0,1,0,0,0,0,13,70.4,5.4,0.00%
93,Sam Aiken (FA),20,41,326,16.3,81,0,2,0,0,0,0,12,64.6,5.4,0.00%
94,Jordy Nelson (FA),22,31,320,14.5,51,0,2,0,0,0,1,13,64,4.9,0.10%
95,Josh Reed (FA),27,45,291,10.8,29,0,1,0,0,0,1,13,60.1,4.6,0.00%
96,Malcolm Kelly (FA),25,41,347,13.9,84,0,0,0,0,0,0,15,59.7,4,0.00%
97,Keenan Burton (FA),25,45,253,10.1,25,0,0,0,0,0,0,9,50.3,5.6,0.00%
98,Chris Henry (FA),12,23,236,19.7,73,0,2,0,0,0,0,8,47.6,6,0.00%
99,Michael Clayton (FA),16,48,230,14.4,47,0,1,0,0,0,0,12,47,3.9,0.00%
100,Isaac Bruce (FA),21,49,264,12.6,50,0,0,1,-8,0,0,9,46.6,5.2,0.00%
101,Johnnie Lee Higgins (FA),19,45,263,13.8,33,0,0,2,21,0,1,15,45.4,3,0.00%
102,Early Doucet (FA),17,24,214,12.6,29,0,1,0,0,0,0,9,44.4,4.9,0.00%
103,Dwayne Jarrett (FA),17,31,196,11.5,30,0,1,0,0,0,0,10,42.6,4.3,0.00%
104,Lance Moore (FA),14,19,153,10.9,22,0,2,0,0,0,0,7,41.3,5.9,0.00%
105,Brad Smith (FA),7,12,63,9,19,0,0,18,207,1,0,13,41.1,3.2,0.00%
106,Marty Booker (FA),16,32,181,11.3,27,0,1,1,7,0,0,12,40.8,3.4,0.00%
107,David Clowney (FA),14,22,191,13.6,53,0,1,3,1,0,0,11,39.2,3.6,0.00%
108,Jerheme Urban (FA),18,29,186,10.3,40,0,0,0,0,0,0,9,36.6,4.1,0.00%
109,Laurent Robinson (FA),13,23,167,12.8,45,0,1,0,0,0,0,3,35.7,11.9,0.00%
110,Domenik Hixon (FA),15,28,187,12.5,61,0,1,0,0,0,2,14,35.7,2.6,0.00%
111,Deon Butler (FA),15,42,175,11.7,32,0,0,0,0,0,0,16,32.5,2,0.00%
112,Jason Hill (FA),9,17,90,10,30,0,2,0,0,0,0,10,30,3,0.00%
113,Darrius Heyward-Bey (FA),9,40,124,13.8,24,0,1,2,19,0,0,11,29.3,2.7,0.00%
114,Demetrius Williams (FA),8,17,142,17.8,34,0,1,0,0,0,0,6,28.2,4.7,0.00%
115,Sam Hurd (FA),7,12,121,17.3,53,0,1,0,0,0,0,12,25.1,2.1,0.00%
116,Eric Weems (FA),6,6,50,8.3,30,0,2,8,53,0,2,16,24.3,1.5,0.00%
117,Reggie Brown (FA),9,24,155,17.2,43,0,0,1,-3,0,0,9,24.2,2.7,0.00%
118,Derek Hagan (FA),8,8,101,12.6,23,0,1,0,0,0,0,16,24.1,1.5,0.00%
119,Greg Lewis (FA),8,11,96,12,32,0,1,0,0,0,0,8,23.6,3,0.00%
120,Brian Finneran (FA),11,16,111,10.1,19,0,0,0,0,0,0,10,22.1,2.2,0.00%
121,Brandon Lloyd (FA),8,18,117,14.6,44,0,0,0,0,0,0,2,19.7,9.9,0.00%
122,Lavelle Hawkins (FA),7,14,110,15.7,32,0,0,0,0,0,0,10,18,1.8,0.00%
123,Brian Robiskie (FA),7,20,106,15.1,43,0,0,0,0,0,0,11,17.6,1.6,0.00%
124,Kevin Ogletree (FA),7,8,96,13.7,21,0,0,1,6,0,0,11,17.2,1.6,0.00%
125,Todd Watkins (FA),8,19,90,11.3,28,0,0,0,0,0,0,9,17,1.9,0.00%
126,Jarett Dillard (FA),6,8,106,17.7,33,0,0,0,0,0,0,7,16.6,2.4,0.00%
127,Ruvell Martin (FA),6,12,99,16.5,33,0,0,0,0,0,0,8,15.9,2,0.00%
128,Kevin Curtis (FA),6,15,77,12.8,19,0,0,0,0,0,0,3,13.7,4.6,0.00%
129,Joey Galloway (FA),7,20,67,9.6,19,0,0,0,0,0,0,3,13.7,4.6,0.00%
130,Brian Clark (FA),6,18,65,10.8,17,0,0,0,0,0,0,10,12.5,1.3,0.00%
131,Andre Davis (FA),6,11,59,9.8,21,0,0,0,0,0,0,13,11.9,0.9,0.00%
132,Craig Davis (FA),6,7,52,8.7,11,0,0,1,4,0,0,1,11.6,11.6,0.00%
133,Bobby Engram (FA),5,10,61,12.2,18,0,0,0,0,0,0,3,11.1,3.7,0.00%
134,Terrance Copper (FA),4,6,68,17,50,0,0,0,0,0,0,15,10.8,0.7,0.00%
135,Kenneth Moore (FA),6,12,59,9.8,22,0,0,0,0,0,1,11,9.9,0.9,0.00%
136,Derrick Williams (FA),6,13,52,8.7,19,0,0,1,4,0,1,9,9.6,1.1,0.00%
137,Quan Cosby (FA),4,6,55,13.8,23,0,0,1,-2,0,0,16,9.3,0.6,0.00%
138,Hank Baskett (FA),5,12,34,6.8,9,0,0,0,0,0,0,6,8.4,1.4,0.00%
139,Sinorice Moss (FA),1,4,18,18,18,0,1,0,0,0,1,5,6.8,1.4,0.00%
140,Ben Obomanu (FA),4,5,41,10.3,12,0,0,0,0,0,1,14,6.1,0.4,0.00%
141,Arnaz Battle (FA),5,5,40,8,12,0,0,0,0,0,2,14,5,0.4,0.00%
142,Troy Williamson (FA),3,4,34,11.3,13,0,0,0,0,0,1,2,4.4,2.2,0.00%
143,Wallace Wright (FA),2,3,21,10.5,14,0,0,0,0,0,0,14,4.1,0.3,0.00%
144,Steve Johnson (FA),2,3,10,5,5,0,0,0,0,0,0,5,3,0.6,0.00%
145,Brandon Jones (FA),1,5,18,18,18,0,0,0,0,0,0,7,2.8,0.4,0.00%
146,Kassim Osgood (FA),1,5,17,17,17,0,0,0,0,0,0,16,2.7,0.2,0.00%
147,Ramses Barden (FA),1,1,16,16,16,0,0,0,0,0,0,3,2.6,0.9,0.00%
148,Tyler Grisham (FA),1,2,14,14,14,0,0,0,0,0,0,1,2.4,2.4,0.00%
149,James Hardy (FA),1,1,9,9,9,0,0,0,0,0,0,1,1.9,1.9,0.00%
150,Mark Jones (FA),1,2,9,9,9,0,0,0,0,0,0,3,1.9,0.6,0.00%
151,Tim Carter (FA),1,5,6,6,6,0,0,0,0,0,0,2,1.6,0.8,0.00%
152,Charly Martin (FA),1,2,6,6,6,0,0,0,0,0,0,7,1.6,0.2,0.00%
153,John Standeford (FA),1,3,5,5,5,0,0,0,0,0,0,1,1.5,1.5,0.00%
154,Yamon Figurs (FA),1,2,7,7,7,0,0,1,-2,0,0,3,1.5,0.5,0.00%
155,Brandon Tate (FA),0,2,0,0,0,0,0,1,11,0,0,2,1.1,0.6,0.00%
156,Roscoe Parrish (FA),3,4,34,11.3,16,0,0,2,4,0,3,12,0.8,0.1,0.00%
157,Matthew Slater (FA),0,0,0,0,0,0,0,1,6,0,0,14,0.6,0,0.00%
158,Micheal Spurlock (FA),0,0,0,0,0,0,0,1,3,0,0,6,0.3,0.1,0.00%
159,Adam Jennings (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00%
160,Samuel Giguere (FA),0,2,0,0,0,0,0,0,0,0,0,1,0,0,0.00%
161,Justin Harper (FA),0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.00%
162,Tom Nelson (FA),0,0,0,0,0,0,0,0,0,0,0,12,0,0,0.00%
163,Sean Morey (FA),0,1,0,0,0,0,0,0,0,0,0,10,0,0,0.00%
164,Matt Willis (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00%
165,Juaquin Iglesias (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00%
166,Brett Swain (FA),0,1,0,0,0,0,0,0,0,0,0,6,0,0,0.00%
167,David Tyree (FA),0,0,0,0,0,0,0,0,0,0,0,8,0,0,0.00%
168,Derek Stanley (FA),0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.00%
169,Glenn Martinez (FA),0,0,0,0,0,0,0,0,0,0,0,7,0,0,0.00%
170,Javon Walker (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00%
171,Jerome Simpson (FA),0,1,0,0,0,0,0,0,0,0,0,2,0,0,0.00%
172,Tiquan Underwood (FA),0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.00%
173,Patrick Turner (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00%
174,Jordan Norwood (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00%
175,Justin Jenkins (FA),0,0,0,0,0,0,0,1,-3,0,0,7,-0.3,0,0.00%
176,Courtney Roby (FA),1,1,6,6,6,0,0,0,0,0,1,15,-0.4,0,0.00%
