"Rank","Player","ATT","YDS","Y/A","LG","20+","TD","REC","TGT","YDS","Y/R","TD","FL","G","FPTS","FPTS/G","ROST"
"66","Chris Brown (FA)","79","267","3.4","13","0","3","16","21","74","4.6","0","1","14","64.1","4.6","0.0%"
"67","Lex Hilliard (FA)","23","89","3.9","18","0","1","20","20","158","7.9","2","0","16","62.7","3.9","0.0%"
"68","Legedu Naanee (FA)","3","7","2.3","10","0","0","24","29","242","10.1","2","0","13","61.7","4.7","0.0%"
"69","Brian Leonard (FA)","27","84","3.1","11","0","0","30","35","217","7.2","0","1","14","60.1","4.3","0.0%"
"70","Shonn Greene (FA)","108","540","5.0","33","0","2","0","5","0","0","0","3","14","60.0","4.3","0.0%"
"71","Leon Washington (FA)","72","331","4.6","33","0","0","15","26","131","8.7","0","1","7","59.2","8.5","0.0%"
"72","Arian Foster (FA)","54","257","4.8","24","0","3","8","9","93","11.6","0","1","6","59.0","9.8","0.0%"
"73","Quinton Ganther (FA)","62","201","3.2","13","0","3","9","10","99","11.0","0","0","8","57.0","7.1","0.0%"
"74","Willie Parker (FA)","98","389","4.0","34","0","0","6","7","64","10.7","1","1","13","55.3","4.3","0.0%"
"75","Fred Taylor (FA)","63","269","4.3","19","0","4","2","3","17","8.5","0","1","6","52.6","8.8","0.0%"
"76","Rashad Jennings (FA)","39","202","5.2","28","0","1","16","18","101","6.3","0","0","15","52.3","3.5","0.0%"
"77","Bernard Scott (FA)","74","321","4.3","61","0","0","5","8","67","13.4","0","0","13","43.8","3.4","0.0%"
"78","Kenneth Darby (FA)","27","152","5.6","51","0","0","18","24","96","5.3","0","0","15","42.8","2.9","0.0%"
"79","Vonta Leach (FA)","0","0","0","0","0","0","20","26","155","7.8","1","0","16","41.5","2.6","0.0%"
"80","LenDale White (FA)","64","222","3.5","11","0","2","3","5","14","4.7","0","1","13","36.6","2.8","0.0%"
"81","Heath Evans (FA)","5","16","3.2","6","0","1","10","13","70","7.0","2","0","6","36.6","6.1","0.0%"
"82","Aaron Brown (FA)","27","131","4.9","19","0","0","9","15","84","9.3","1","0","15","36.5","2.4","0.0%"
"83","Justin Griffith (FA)","4","6","1.5","3","0","0","19","26","118","6.2","1","1","12","35.4","3.0","0.0%"
"84","John Kuhn (FA)","8","18","2.3","5","0","1","7","7","47","6.7","2","0","14","31.5","2.3","0.0%"
"85","Earnest Graham (FA)","14","66","4.7","17","0","0","14","22","109","7.8","0","0","11","31.5","2.9","0.0%"
"86","Jerome Felton (FA)","15","46","3.1","10","0","0","13","17","133","10.2","0","0","13","30.9","2.4","0.0%"
"87","Lousaka Polite (FA)","37","123","3.3","13","0","0","11","23","51","4.6","0","0","16","28.4","1.8","0.0%"
"88","Jason Wright (FA)","3","17","5.7","8","0","0","9","11","53","5.9","2","0","15","28.0","1.9","0.0%"
"89","Ahman Green (FA)","41","160","3.9","26","0","1","3","5","18","6.0","0","0","7","26.8","3.8","0.0%"
"90","Marcus Mason (FA)","32","127","4.0","20","0","0","6","7","58","9.7","0","0","9","24.5","2.7","0.0%"
"91","Mike Cox (FA)","3","5","1.7","2","0","1","10","13","79","7.9","0","0","16","24.4","1.5","0.0%"
"92","LaRod Stephens-Howling (FA)","6","15","2.5","5","0","0","10","18","83","8.3","1","1","16","23.8","1.5","0.0%"
"93","Brad Hoover (FA)","20","52","2.6","18","0","1","4","9","23","5.8","1","0","7","23.5","3.4","0.0%"
"94","Kahlil Bell (FA)","40","220","5.5","72","0","0","1","3","4","4.0","0","0","7","23.4","3.3","0.0%"
"95","Mike Hart (FA)","26","70","2.7","15","0","1","5","8","54","10.8","0","0","5","23.4","4.7","0.0%"
"96","Naufahu Tahi (FA)","3","5","1.7","2","0","0","10","12","67","6.7","1","0","10","23.2","2.3","0.0%"
"97","Danny Woodhead (FA)","15","64","4.3","16","0","0","8","14","87","10.9","0","0","10","23.1","2.3","20.6%"
"98","Gary Russell (FA)","3","0","0.0","2","0","0","12","15","96","8.0","0","0","12","21.6","1.8","0.0%"
"99","Garrett Wolfe (FA)","22","120","5.5","36","0","1","2","3","12","6.0","0","0","8","21.2","2.7","0.0%"
"100","Moran Norris (FA)","14","41","2.9","15","0","1","7","11","31","4.4","0","0","12","20.2","1.7","0.0%"
"101","Ovie Mughelli (FA)","4","10","2.5","4","0","0","7","10","51","7.3","1","0","8","19.1","2.4","0.0%"
"102","Michael Bennett (FA)","23","65","2.8","14","0","0","6","7","65","10.8","0","0","5","19.0","3.8","0.0%"
"103","Tyrell Sutton (FA)","12","68","5.7","20","0","0","6","11","62","10.3","0","0","6","19.0","3.2","0.0%"
"104","Edgerrin James (FA)","46","125","2.7","10","0","0","3","3","19","6.3","0","0","7","17.4","2.5","0.0%"
"105","Jacob Hester (FA)","21","74","3.5","15","0","0","9","11","24","2.7","0","1","15","16.8","1.1","0.0%"
"106","Lawrence Vickers (FA)","0","0","0","0","0","0","8","18","27","3.4","1","0","16","16.7","1.0","0.0%"
"107","Ahmard Hall (FA)","1","5","5.0","5","0","0","12","16","79","6.6","0","2","13","16.4","1.3","0.0%"
"108","Corey McIntyre (FA)","5","34","6.8","25","0","0","7","8","55","7.9","0","0","9","15.9","1.8","0.0%"
"109","D.J. Ware (FA)","13","73","5.6","14","0","1","3","4","15","5.0","0","1","6","15.8","2.6","0.0%"
"110","Peyton Hillis (FA)","13","54","4.2","13","0","1","4","6","19","4.8","0","1","14","15.3","1.1","0.0%"
"111","Tim Castille (FA)","14","55","3.9","16","0","0","4","6","37","9.3","1","1","7","15.2","2.2","0.0%"
"112","BenJarvus Green-Ellis (FA)","26","114","4.4","29","0","0","2","5","11","5.5","0","0","12","14.5","1.2","0.0%"
"113","Owen Schmitt (FA)","0","0","0","0","0","0","6","11","21","3.5","1","0","12","14.1","1.2","0.0%"
"114","Eldra Buckley (FA)","15","44","2.9","9","0","1","0","0","0","0","0","0","10","10.4","1.0","0.0%"
"115","Luke Lawton (FA)","0","0","0","0","0","0","7","10","31","4.4","0","0","9","10.1","1.1","0.0%"
"116","Aaron Stecker (FA)","5","15","3.0","6","0","0","5","5","34","6.8","0","0","5","9.9","2.0","0.0%"
"117","Korey Hall (FA)","0","0","0","0","0","0","5","7","41","8.2","0","0","11","9.1","0.8","0.0%"
"118","Jeremi Johnson (FA)","4","8","2.0","4","0","0","6","12","41","6.8","0","1","13","8.9","0.7","0.0%"
"119","Patrick Cobbs (FA)","6","36","6.0","19","0","0","3","4","23","7.7","0","0","5","8.9","1.8","0.0%"
"120","Tony Richardson (FA)","7","48","6.9","19","0","0","3","5","10","3.3","0","0","11","8.8","0.8","0.0%"
"121","Greg Jones (FA)","4","23","5.8","11","0","0","5","10","14","2.8","0","0","13","8.7","0.7","0.0%"
"122","LaMont Jordan (FA)","25","86","3.4","13","0","0","0","4","0","0","0","0","7","8.6","1.2","0.0%"
"123","Michael Robinson (FA)","3","2","0.7","4","0","0","6","11","24","4.0","0","0","15","8.6","0.6","0.0%"
"124","Mike Karney (FA)","2","8","4.0","8","0","0","6","9","16","2.7","0","0","10","8.4","0.8","0.0%"
"125","Adrian Peterson (FA)","7","51","7.3","15","0","0","2","2","11","5.5","0","0","11","8.2","0.7","0.0%"
"126","Sam Gado (FA)","14","26","1.9","11","0","0","3","3","25","8.3","0","0","13","8.1","0.6","0.0%"
"127","Chris Ogbonnaya (FA)","11","50","4.5","18","0","0","1","2","19","19.0","0","0","2","7.9","4.0","0.0%"
"128","Mike Goodson (FA)","22","49","2.2","11","0","0","2","2","15","7.5","0","1","8","6.4","0.8","0.0%"
"129","Jason McKie (FA)","0","0","0","0","0","0","5","10","13","2.6","0","0","9","6.3","0.7","0.0%"
"130","Kolby Smith (FA)","15","33","2.2","12","0","0","2","2","9","4.5","0","0","4","6.2","1.6","0.0%"
"131","Dan Kreider (FA)","0","0","0","0","0","0","4","6","20","5.0","0","0","6","6.0","1.0","0.0%"
"132","James Davis (FA)","9","15","1.7","5","0","0","4","5","5","1.3","0","0","2","6.0","3.0","0.0%"
"133","DeShawn Wynn (FA)","6","19","3.2","6","0","0","2","7","19","9.5","0","0","3","5.8","1.9","0.0%"
"134","Albert Young (FA)","12","53","4.4","10","0","0","0","0","0","0","0","0","2","5.3","2.7","0.0%"
"135","Verron Haynes (FA)","0","0","0","0","0","0","3","4","20","6.7","0","0","2","5.0","2.5","0.0%"
"136","Javon Ringer (FA)","8","48","6.0","32","0","0","0","0","0","0","0","0","4","4.8","1.2","0.0%"
"137","Gartrell Johnson (FA)","13","43","3.3","11","0","0","0","1","0","0","0","0","5","4.3","0.9","0.0%"
"138","Kyle Eckel (FA)","2","6","3.0","7","0","0","2","3","14","7.0","0","0","3","4.0","1.3","0.0%"
"139","Marcel Reece (FA)","0","0","0","0","0","0","2","4","20","10.0","0","0","2","4.0","2.0","0.0%"
"140","Jackie Battle (FA)","7","21","3.0","12","0","0","2","2","-3","-1.5","0","0","5","3.8","0.8","0.0%"
"141","Terrelle Smith (FA)","0","0","0","0","0","0","2","4","7","3.5","0","0","2","2.7","1.4","0.0%"
"142","Quinn Johnson (FA)","0","0","0","0","0","0","2","4","4","2.0","0","0","9","2.4","0.3","0.0%"
"143","B.J. Askew (FA)","1","0","0.0","0","0","0","2","2","3","1.5","0","0","3","2.3","0.8","0.0%"
"144","Jalen Parmele (FA)","5","17","3.4","7","0","0","0","0","0","0","0","0","7","1.7","0.2","0.0%"
"145","Deon Anderson (FA)","0","0","0","0","0","0","1","3","5","5.0","0","0","9","1.5","0.2","0.0%"
"146","Carey Davis (FA)","2","15","7.5","14","0","0","0","0","0","0","0","0","4","1.5","0.4","0.0%"
"147","Matt Lawrence (FA)","4","0","0.0","4","0","0","1","1","4","4.0","0","0","6","1.4","0.2","0.0%"
"148","Chris Pressley (FA)","1","0","0.0","0","0","0","1","1","2","2.0","0","0","7","1.2","0.2","0.0%"
"149","Clifton Smith (FA)","4","7","1.8","4","0","0","2","5","4","2.0","0","1","10","1.1","0.1","0.0%"
"150","Javarris Williams (FA)","6","6","1.0","5","0","0","0","1","0","0","0","0","3","0.6","0.2","0.0%"
"151","Kory Sheets (FA)","1","5","5.0","5","0","0","0","0","0","0","0","0","2","0.5","0.3","0.0%"
"152","Montell Owens (FA)","2","1","0.5","3","0","0","0","1","0","0","0","0","16","0.1","0.0","0.0%"
"153","Keith Smith (FA)","0","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"154","Isaac Redman (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"155","Spencer Larsen (FA)","0","0","0","0","0","0","0","0","0","0","0","0","9","0.0","0.0","0.0%"
"156","Cedric Peerman (FA)","0","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"157","Kareem Huggins (FA)","0","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"158","Darius Reynaud (FA)","0","0","0","0","0","0","0","2","0","0","0","0","11","0.0","0.0","0.0%"
"159","Marcus Mailei (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"160","Chris Henry (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"161","Chauncey Washington (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"162","Brock Bolen (FA)","0","0","0","0","0","0","0","3","0","0","0","0","3","0.0","0.0","0.0%"
"163","Brit Miller (FA)","0","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"164","Oren O'Neal (FA)","1","0","0.0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"165","Frank Summers (FA)","0","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"166","Tony Fiammetta (FA)","0","0","0","0","0","0","0","3","0","0","0","0","10","0.0","0.0","0.0%"
"167","Alvin Pearman (FA)","0","0","0","0","0","0","0","0","0","0","0","1","5","-2.0","-0.4","0.0%"
"168","Stefan Logan (FA)","0","0","0","0","0","0","1","1","5","5.0","0","2","16","-2.5","-0.2","0.0%"
""
""
