"Rank","Player","CMP","ATT","PCT","YDS","Y/A","TD","INT","SACKS","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Aaron Rodgers (NYJ)","350","541","64.7","4,434","8.2","30","7","50","58","316","5","4","16","343.0","21.4","49.2%"
"2","Drew Brees (FA)","363","514","70.6","4,388","8.5","34","11","20","22","33","2","6","15","293.3","19.6","35.7%"
"3","Brett Favre (FA)","363","531","68.4","4,202","7.9","33","7","34","9","7","0","2","16","283.6","17.7","0.0%"
"4","Matt Schaub (FA)","396","583","67.9","4,770","8.2","29","15","25","48","57","0","2","16","280.5","17.5","0.0%"
"5","Peyton Manning (FA)","393","571","68.8","4,500","7.9","33","16","10","19","-13","0","0","16","278.8","17.4","0.0%"
"6","Tony Romo (FA)","347","550","63.1","4,483","8.2","26","9","34","35","105","1","4","16","273.7","17.1","0.1%"
"7","Tom Brady (FA)","371","565","65.7","4,398","7.8","28","13","16","29","44","1","2","16","270.3","16.9","2.7%"
"8","Philip Rivers (FA)","317","486","65.2","4,254","8.8","28","9","25","26","50","1","3","16","269.3","16.8","20.6%"
"9","Ben Roethlisberger (FA)","337","506","66.6","4,328","8.6","26","12","50","40","82","2","3","15","267.2","17.8","13.6%"
"10","Donovan McNabb (FA)","267","443","60.3","3,553","8.0","22","10","35","37","140","2","3","14","235.3","16.8","0.0%"
"11","Eli Manning (FA)","317","509","62.3","4,021","7.9","27","14","30","17","65","0","8","16","231.1","14.4","2.3%"
"12","Jay Cutler (FA)","336","555","60.5","3,666","6.6","27","26","35","40","173","1","1","16","227.9","14.2","0.2%"
"13","David Garrard (FA)","314","516","60.9","3,597","7.0","15","10","42","77","323","3","8","16","220.3","13.8","0.0%"
"14","Jason Campbell (FA)","327","507","64.5","3,618","7.1","20","15","43","46","236","1","3","16","218.3","13.6","0.0%"
"15","Kyle Orton (FA)","336","541","62.1","3,802","7.0","21","12","29","24","71","0","2","16","215.1","13.4","0.0%"
"16","Kurt Warner (FA)","339","513","66.1","3,753","7.3","26","14","24","21","10","0","6","15","214.9","14.3","0.0%"
"17","Carson Palmer (FA)","282","466","60.5","3,094","6.6","21","13","26","39","93","3","2","16","209.2","13.1","5.6%"
"18","Joe Flacco (IND)","315","499","63.1","3,613","7.2","21","12","36","35","56","0","2","16","206.2","12.9","17.3%"
"19","Matt Ryan (FA)","263","451","58.3","2,916","6.5","22","14","19","30","49","1","2","14","183.7","13.1","0.1%"
"20","Matt Cassel (FA)","271","493","55.0","2,924","5.9","16","16","42","50","189","0","3","15","163.8","10.9","0.0%"
"21","Matt Hasselbeck (FA)","293","488","60.0","3,029","6.2","17","17","32","26","119","0","3","14","161.1","11.5","0.0%"
"22","Alex Smith (FA)","225","372","60.5","2,350","6.3","18","12","22","24","51","0","1","11","145.5","13.2","5.0%"
"23","Chad Henne (FA)","274","451","60.8","2,878","6.4","12","14","26","16","32","1","0","14","144.4","10.3","0.1%"
"24","Vince Young (FA)","152","259","58.7","1,879","7.3","10","7","9","55","281","2","2","12","137.2","11.4","0.0%"
"25","Mark Sanchez (FA)","196","364","53.8","2,444","6.7","12","20","26","36","106","3","3","15","132.3","8.8","0.1%"
"26","Matthew Stafford (LAR)","201","377","53.3","2,267","6.0","13","20","24","20","108","2","1","10","125.4","12.5","56.1%"
"27","Josh Freeman (FA)","158","290","54.5","1,855","6.4","10","18","20","30","161","0","2","10","94.2","9.4","0.2%"
"28","Ryan Fitzpatrick (FA)","127","227","55.9","1,422","6.3","9","10","21","31","141","1","2","10","88.8","8.9","0.0%"
"29","Brady Quinn (FA)","136","256","53.1","1,339","5.2","8","7","19","20","98","1","3","10","84.2","8.4","0.0%"
"30","Jake Delhomme (FA)","178","321","55.5","2,015","6.3","8","18","23","17","60","0","3","11","78.5","7.1","0.0%"
"31","Matt Moore (FA)","85","138","61.6","1,053","7.6","8","2","9","12","-3","0","0","7","69.8","10.0","0.0%"
"32","Trent Edwards (FA)","110","183","60.1","1,169","6.4","6","7","23","14","106","0","0","8","67.4","8.4","0.0%"
"33","Marc Bulger (FA)","140","247","56.7","1,469","5.9","5","6","14","8","22","0","1","9","66.8","7.4","0.0%"
"34","Bruce Gradkowski (FA)","82","150","54.7","1,007","6.7","6","3","11","18","108","0","3","7","63.1","9.0","0.0%"
"35","Kerry Collins (FA)","119","216","55.1","1,225","5.7","6","8","6","11","15","1","2","7","60.6","8.7","0.0%"
"36","Shaun Hill (FA)","87","155","56.1","943","6.1","5","2","18","8","70","0","1","6","58.8","9.8","0.0%"
"37","Daunte Culpepper (FA)","89","157","56.7","945","6.0","3","6","14","18","91","0","0","8","47.0","5.9","0.0%"
"38","Kevin Kolb (FA)","62","96","64.6","741","7.7","4","3","3","5","-1","1","1","5","43.5","8.7","0.0%"
"39","Seneca Wallace (FA)","78","120","65.0","700","5.8","3","2","9","16","2","1","2","13","43.1","3.3","0.0%"
"40","Chris Redman (FA)","69","119","58.0","781","6.6","4","3","8","6","4","0","0","5","41.6","8.3","0.0%"
"41","Josh Johnson (BAL)","63","125","50.4","685","5.5","4","8","11","22","148","0","1","6","40.1","6.7","0.1%"
"42","Kyle Boller (FA)","98","176","55.7","899","5.1","3","6","17","13","76","0","2","7","39.6","5.7","0.0%"
"43","Derek Anderson (FA)","81","182","44.5","888","4.9","3","10","11","10","8","2","3","8","34.3","4.3","0.0%"
"44","Byron Leftwich (FA)","58","107","54.2","594","5.6","4","3","2","6","6","0","0","3","34.3","11.4","0.0%"
"45","JaMarcus Russell (FA)","120","246","48.8","1,287","5.2","3","11","33","18","44","0","6","12","34.0","2.8","0.0%"
"46","Michael Vick (FA)","6","13","46.2","86","6.6","1","0","0","24","95","2","0","12","28.9","2.4","0.1%"
"47","Charlie Frye (FA)","53","87","60.9","581","6.7","1","4","5","4","41","0","0","3","23.3","7.8","0.0%"
"48","David Carr (FA)","21","33","63.6","225","6.8","1","0","2","9","27","1","0","6","21.7","3.6","0.0%"
"49","Brodie Croyle (FA)","23","40","57.5","230","5.8","2","0","3","0","0","0","0","3","17.2","5.7","0.0%"
"50","Dennis Dixon (FA)","12","26","46.2","145","5.6","1","1","0","3","27","1","0","1","16.5","16.5","0.0%"
"51","Brian Hoyer (FA)","19","27","70.4","142","5.3","0","0","2","10","25","1","0","5","14.2","2.8","0.0%"
"52","Chad Pennington (FA)","51","74","68.9","413","5.6","1","2","6","3","7","0","2","3","13.2","4.4","0.0%"
"53","Tarvaris Jackson (FA)","14","21","66.7","201","9.6","1","0","0","17","-10","0","0","8","11.1","1.4","0.0%"
"54","Matt Leinart (FA)","51","77","66.2","435","5.6","0","3","2","9","-6","0","0","8","10.8","1.4","0.0%"
"55","Billy Volek (FA)","20","31","64.5","231","7.5","1","1","1","9","-9","0","0","4","10.3","2.6","0.0%"
"56","Troy Smith (FA)","5","9","55.6","24","2.7","0","1","0","8","31","1","0","3","8.1","2.7","0.0%"
"57","Pat White (FA)","0","5","0.0","0","0.0","0","0","1","21","81","0","0","13","8.1","0.6","0.0%"
"58","Todd Collins (FA)","12","23","52.2","144","6.3","0","0","2","1","0","0","0","3","5.8","1.9","0.0%"
"59","Drew Stanton (FA)","26","51","51.0","259","5.1","0","6","5","9","33","1","1","3","5.7","1.9","0.0%"
"60","Kellen Clemens (FA)","13","26","50.0","125","4.8","0","0","4","12","1","0","0","10","5.1","0.5","0.0%"
"61","Tyler Thigpen (FA)","4","8","50.0","83","10.4","1","2","0","2","3","0","0","2","3.6","1.8","0.0%"
"62","Brian St. Pierre (FA)","2","4","50.0","12","3.0","1","1","0","1","2","0","0","1","2.7","2.7","0.0%"
"63","Mark Brunell (FA)","15","30","50.0","102","3.4","0","1","0","4","-12","0","0","4","0.9","0.2","0.0%"
"64","Charlie Batch (FA)","1","2","50.0","17","8.5","0","0","0","0","0","0","0","1","0.7","0.7","0.0%"
"65","Rex Grossman (FA)","3","9","33.3","33","3.7","0","1","0","3","9","0","0","1","0.2","0.2","0.0%"
"66","Matt Gutierrez (FA)","1","1","100.0","3","3.0","0","0","0","0","0","0","0","1","0.1","0.1","0.0%"
"67","Luke McCown (FA)","1","3","33.3","2","0.7","0","0","2","0","0","0","0","3","0.1","0.0","0.0%"
"68","Josh McCown (FA)","1","6","16.7","2","0.3","0","0","1","0","0","0","0","1","0.1","0.1","0.0%"
"69","J.P. Losman (FA)","0","1","0.0","0","0.0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"70","Matt Flynn (FA)","7","12","58.3","58","4.8","0","1","1","5","-5","0","0","15","-0.2","0.0","0.0%"
"71","J.T. O'Sullivan (FA)","4","11","36.4","40","3.6","0","0","3","3","12","0","2","3","-1.2","-0.4","0.0%"
"72","Caleb Hanie (FA)","3","7","42.9","11","1.6","0","1","0","0","0","0","0","2","-1.6","-0.8","0.0%"
"73","Jeff Garcia (FA)","0","0","0","0","0","0","0","0","3","-2","0","1","1","-2.2","-2.2","0.0%"
"74","Chris Simms (FA)","5","17","29.4","23","1.4","0","1","5","3","-4","0","1","3","-3.5","-1.2","0.0%"
"75","Curtis Painter (FA)","8","28","28.6","83","3.0","0","2","3","3","4","0","2","2","-4.2","-2.1","0.0%"
""
""
